benchmark_id	condition	variant	gate_mode	tau	collection	module_id	module_survival	n_genes	n_terms	hub_filter_n_hubs	hub_gene_rate
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M5d628973926b	0.890625	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M69089f1274de	0.78125	8	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M6bd8fddfa6c2	0.765625	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M6d0d4997bed0	0.890625	5	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M6d7297565467	0.640625	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M6fa62f82c45d	0.671875	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M721d95fd7417	0.75	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M721e4eea65da	0.765625	1	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M73055bb0c140	0.75	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M7515821400c1	0.796875	7	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M7533f790fb74	0.734375	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M758c21af8589	0.78125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M76cd210f1c3e	0.953125	1	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M7895a343424e	0.625	19	4	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M79adbc83746f	0.765625	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M7cee616f11a7	0.8125	7	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M83649179ceae	0.796875	8	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M84365934dfb7	0.9375	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M8552f1b9c9e7	0.609375	4	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M8a5b3bf825be	0.890625	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M8c6bc9312c7a	0.84375	8	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M8c9e19a0a9e9	0.96875	10	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M8d3c8f181b76	0.84375	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M8f92e09a168f	0.953125	5	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M90e496d61cf0	0.6875	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M990b9e6da0be	0.796875	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M9e25379a31ab	0.765625	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	M9e4724ec9031	0.578125	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Ma076b52daf3d	0.6875	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Ma20f916d778c	0.609375	5	3	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Ma3c3886f7ba7	0.75	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Ma530aff2cbc9	0.953125	10	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Ma91a9e26cea5	0.921875	1	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mad52452975dc	0.75	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mb154b8ccaff3	0.71875	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mb58cef0d04f3	0.84375	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mb802b0cf9461	0.859375	5	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mb8b1e909029e	0.8125	13	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mba086f7440ad	0.9375	28	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mbc181bd78bba	0.734375	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mbc7874c3b471	0.953125	10	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mbe3d4c382825	0.71875	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mc18414565cc4	0.765625	13	3	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mc5c8a8bf17ff	0.8125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mc5e03db4f4fd	0.640625	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mc8e5d9ce57ae	0.765625	9	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mcdc66a718699	0.84375	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Md125de0562ba	0.828125	7	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Md1c76bb74470	0.671875	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Md45dd401abf6	0.90625	10	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Md60c699f3f5f	0.8125	14	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Md7e878b135e1	0.953125	27	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Md89ed146413f	0.890625	19	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Md8a56a3e108f	0.8125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mdf4629cedd1c	0.828125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Me13f9f5bebea	0.953125	17	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Me489a350966e	0.859375	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Me54564c05e43	1.0	100	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Me7c9a7694995	0.875	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mec88e59aea1d	0.859375	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mede46b1a6602	0.515625	1438	513	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mee445f8e4a5e	0.78125	9	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mee642437372b	0.953125	5	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mf1f3821ba26b	0.734375	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mf2c7bd32df72	0.734375	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mf44a80a719d2	0.875	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mf8067504b060	0.84375	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mfee4862e6a16	0.703125	16	3	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	Reactome	Mffe9e0e84821	0.625	14	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M021fbadb8f0f	0.734375	18	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M02fc1120cbcc	0.765625	16	3	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M0c68a735d731	0.8125	8	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M0eabf5d1aaa5	0.625	60	20	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M130d6bba52ff	0.875	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M17250737d72f	0.671875	3	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M18efd690053d	0.78125	18	12	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M1eeefdcf51f1	0.640625	19	6	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M2ba6b1c56dd0	0.9375	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M2e40efa8f289	0.96875	26	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M30c7d0f6b398	0.828125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M319324ed6480	0.640625	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M3814f0401f0a	0.859375	13	6	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M411d5053a835	0.75	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M427f14efa038	0.75	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M4916c57ba9ec	0.828125	9	3	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M5138ac6c0639	0.734375	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M52ffc7ab867f	0.65625	5	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M5832ebd6275f	0.59375	87	32	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M591597e3877d	0.9375	5	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M5f373df92a66	0.875	6	3	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M61efd9f13647	0.640625	16	12	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M639ed0decbe3	0.875	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M69500ffdbbaa	0.8125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M789f3e089dd6	0.671875	33	18	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M82b7e6361cd0	0.90625	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M85965dcace64	0.828125	18	5	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M95dcb2c863c7	0.84375	11	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M979a1b2cb6e2	0.9375	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M9cdc829b9cd9	0.78125	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	M9ff1064a1ad0	0.53125	4	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Ma11b797b56ff	0.78125	9	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Ma9852eb4122a	0.78125	14	8	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Maace48ecfe3c	0.890625	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mb0f379e11397	0.9375	5	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mb6a10cd788b3	0.5625	9	2	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mc19b7a40751e	0.75	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mc2bcb187c0bc	0.859375	7	4	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mca68d55babb3	0.8125	9	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Md1c3f92a7c48	0.6875	4	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Md1e7cbce900c	0.8125	7	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Md50b7b22510c	0.90625	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Md854839926bb	0.8125	9	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Md9266fe199c4	0.828125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Md9d7748438e7	0.78125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mdc30e7db9718	0.859375	13	5	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mefc0dc36cd47	0.84375	6	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mf16cee912f4a	0.796875	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mf6be2afd68b3	0.6875	3	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mf78cdd247a57	0.9375	5	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mfe5122fc43a1	0.734375	18	3	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mfe5bc466082f	0.8125	2	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mff1e53931683	0.890625	7	1	0	0.0
PANCAN_TP53_v1	BRCA	ours	hard	0.2	KEGG	Mff7126d01f2b	0.65625	4	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M0332a8692e9e	0.921875	6	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M03a383e6e086	0.9375	61	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M0b67a17cb0b6	0.984375	101	3	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M0b9664e418b9	0.828125	24	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M18fc283a10b1	0.984375	16	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M210904edebae	0.984375	29	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M27669b8fa9e7	0.96875	15	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M2cccf9a9ec24	0.96875	46	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M316384fde50c	0.90625	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M3297d664d230	0.671875	9	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M35834cd98de2	0.953125	75	2	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M461f65de8e09	0.984375	40	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M557bebe138f3	0.96875	55	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M591a524fec18	0.75	8	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M5ff3f8386599	0.90625	22	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M63bca3f82c8e	0.96875	26	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M6f6e9e05805a	0.84375	13	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M719ba53cf8d5	0.84375	14	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M740963684598	0.96875	28	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M849a4c0e7f2d	0.953125	43	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M852823ef4bff	0.984375	57	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M87d4af946e3f	0.875	10	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M8e5c1d28573e	1.0	41	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	M941252af0645	0.921875	17	1	0	0.0
PANCAN_TP53_v1	HNSC	ours	hard	0.2	Hallmark	Ma4188ca7ae89	0.921875	18	1	0	0.0
