raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source	stress_drop_count
10	GOBP_MRNA_PROCESSING	GOBP_MRNA_PROCESSING	fgsea_msigdb_C5_GO_BP_entrez	1.51665920386889	0.488853530599994	up	['8882', '10658', '676', '708', '6066', '10189', '11168', '10250', '3192', '2926', '339', '9588', '10659', '10657', '6830', '6060', '4928', '8563', '104', '9939', '10465', '10595', '2483', '9092', '9410', '1479', '10921', '9991', '6626', '8106', '11189', '11129', '10084', '7884', '1665', '10521', '6733', '3187', '10898', '677', '7536', '105', '10078', '3185', '9984', '580', '11157', '4869', '1859', '4841', '10450', '11066', '988', '6433', '8227', '10421', '7307']		False		False	False	8882,10658,676,708,6066,10189,11168,10250,3192,2926,339,9588,10659,10657,6830,6060,4928,8563,104,9939,10465,10595,2483,9092,9410,1479,10921,9991,6626,8106,11189,11129,10084,7884,1665,10521,6733,3187,10898,677,7536,105,10078,3185,9984,580,11157,4869,1859,4841,10450,11066,988,6433,8227,10421,7307	True		qval	True	missing	False	42	True	61	0	10	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MRNA_PROCESSING	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	674030100b8b	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.856201171875	0.8983094262295082	0.9480147627252579	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	4
11	GOBP_RNA_SPLICING	GOBP_RNA_SPLICING	fgsea_msigdb_C5_GO_BP_entrez	1.51648973542844	0.488853530599994	up	['8882', '8220', '10658', '676', '708', '6066', '10189', '11168', '10250', '3192', '2926', '9588', '10659', '6830', '6060', '4928', '8563', '9939', '10465', '4809', '2483', '9092', '9410', '2648', '10922', '10921', '1153', '9991', '6626', '11189', '11129', '10084', '1665', '10521', '6733', '3187', '1195', '7536', '3185', '9984', '11157', '4869', '1859', '4841', '8148', '10450', '11066', '988', '5430', '7009', '10946', '3188', '6433', '8227', '10421', '7307']		False		False	False	8882,8220,10658,676,708,6066,10189,11168,10250,3192,2926,9588,10659,6830,6060,4928,8563,9939,10465,4809,2483,9092,9410,2648,10922,10921,1153,9991,6626,11189,11129,10084,1665,10521,6733,3187,1195,7536,3185,9984,11157,4869,1859,4841,8148,10450,11066,988,5430,7009,10946,3188,6433,8227,10421,7307	True		qval	True	missing	False	42	True	58	0	11	fgsea_msigdb_C5_GO_BP_entrez:GOBP_RNA_SPLICING	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	d18c7574afb4	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8552766393442623	0.8995150862068966	0.9455378482040996	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	2
12	GOBP_CALCIUM_ION_HOMEOSTASIS	GOBP_CALCIUM_ION_HOMEOSTASIS	fgsea_msigdb_C5_GO_BP_entrez	-1.41914584061869	0.488853530599994	down	['3710', '2815', '6354', '7184', '9002', '348', '3061', '666', '2185', '5023', '8074', '490', '797', '5579', '5330', '1907', '6366', '2852', '6359', '808', '492', '2835', '356', '491', '7225', '3791', '2260', '779', '5027', '1268', '9104', '8600', '540', '10467', '9187', '114', '794', '2812', '5031', '1816', '7223', '5587', '2811', '6363', '1649', '368', '309', '1729', '7070', '7474', '958', '1756', '6357', '9474', '6547', '9481', '4880', '7504', '5788', '805', '783', '1814', '2833', '7421', '5745', '9256']		False		False	False	3710,2815,6354,7184,9002,348,3061,666,2185,5023,8074,490,797,5579,5330,1907,6366,2852,6359,808,492,2835,356,491,7225,3791,2260,779,5027,1268,9104,8600,540,10467,9187,114,794,2812,5031,1816,7223,5587,2811,6363,1649,368,309,1729,7070,7474,958,1756,6357,9474,6547,9481,4880,7504,5788,805,783,1814,2833,7421,5745,9256	True		qval	True	missing	False	42	True	69	0	12	fgsea_msigdb_C5_GO_BP_entrez:GOBP_CALCIUM_ION_HOMEOSTASIS	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	536e5bcf5d0c	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8585069444444444	0.8958333333333333	0.9536465798699696	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	3
13	GOBP_MRNA_METABOLIC_PROCESS	GOBP_MRNA_METABOLIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	1.40764431066467	0.488853530599994	up	['8882', '8220', '5469', '10658', '676', '708', '6066', '10189', '11168', '10250', '3184', '3192', '2926', '339', '9588', '10659', '10657', '6830', '6060', '4928', '6257', '8563', '6882', '7067', '5042', '9939', '10465', '4809', '10595', '2483', '9092', '5436', '9410', '8087', '10767', '1479', '10921', '1153', '8546', '9991', '6626', '8106', '11189', '6878', '11129', '10605', '7884', '1665', '10521', '6733', '7376', '2301', '3187', '11187', '10898', '677', '333', '6256', '9652', '7536', '105', '10078', '3185', '9984', '4076', '580', '302', '8761', '4869', '1859', '2316', '4841', '8148', '10450', '11066', '10499', '988']		False		False	False	8882,8220,5469,10658,676,708,6066,10189,11168,10250,3184,3192,2926,339,9588,10659,10657,6830,6060,4928,6257,8563,6882,7067,5042,9939,10465,4809,10595,2483,9092,5436,9410,8087,10767,1479,10921,1153,8546,9991,6626,8106,11189,6878,11129,10605,7884,1665,10521,6733,7376,2301,3187,11187,10898,677,333,6256,9652,7536,105,10078,3185,9984,4076,580,302,8761,4869,1859,2316,4841,8148,10450,11066,10499,988	True		qval	True	missing	False	42	True	83	0	13	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MRNA_METABOLIC_PROCESS	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	ccde71b14106	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8626077586206896	0.9041792168674698	0.9493532467761544	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	6
14	GOBP_RNA_PROCESSING	GOBP_RNA_PROCESSING	fgsea_msigdb_C5_GO_BP_entrez	1.38497500015856	0.488853530599994	up	['8882', '8220', '10658', '676', '6066', '6130', '10189', '11168', '10250', '3184', '3192', '2926', '339', '11102', '9588', '10659', '6232', '10657', '6830', '6060', '5591', '4928', '6165', '8563', '11137', '6082', '104', '9939', '10465', '4809', '10595', '10557', '2483', '9092', '4839', '9410', '2648', '1479', '10922', '10921', '1153', '9991', '6626', '8106', '11189', '11340', '11129', '3569', '10084', '7884', '1662', '10667', '1665', '10521', '6733', '3187', '10898', '1195', '10171', '7536', '105', '10078', '3185', '9984', '580', '11157', '8761', '4869', '1859', '4841', '8148', '10450', '11066', '988', '5430', '7009', '8634', '10946', '6217', '3188', '6433', '10556', '7247', '5822', '8227', '1787', '10421', '7307', '5036', '8780', '4234', '10992', '3183', '652', '5939', '8602', '7040', '6310', '6631', '5295']		False		False	False	8882,8220,10658,676,6066,6130,10189,11168,10250,3184,3192,2926,339,11102,9588,10659,6232,10657,6830,6060,5591,4928,6165,8563,11137,6082,104,9939,10465,4809,10595,10557,2483,9092,4839,9410,2648,1479,10922,10921,1153,9991,6626,8106,11189,11340,11129,3569,10084,7884,1662,10667,1665,10521,6733,3187,10898,1195,10171,7536,105,10078,3185,9984,580,11157,8761,4869,1859,4841,8148,10450,11066,988,5430,7009,8634,10946,6217,3188,6433,10556,7247,5822,8227,1787,10421,7307,5036,8780,4234,10992,3183,652,5939,8602,7040,6310,6631,5295	True		qval	True	missing	False	42	True	104	0	14	fgsea_msigdb_C5_GO_BP_entrez:GOBP_RNA_PROCESSING	evidence_perturb	True	4134	True	False	1		1.0	64	64	computed	1.0	0789df7723f3	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8522075688073394	0.8931790865384615	0.9488559427471519	1.0	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	4
15	GOBP_REGULATION_OF_MRNA_PROCESSING	GOBP_REGULATION_OF_MRNA_PROCESSING	fgsea_msigdb_C5_GO_BP_entrez	1.67168466015316	0.57197223230053	up	['10658', '708', '10250', '3192', '9588', '10659', '10657', '4928', '9939', '10921', '1153', '11189', '10521', '6733', '677', '7536', '580', '4869', '1859']		False		False	False	10658,708,10250,3192,9588,10659,10657,4928,9939,10921,1153,11189,10521,6733,677,7536,580,4869,1859	True		qval	True	missing	False	42	True	19	0	15	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_MRNA_PROCESSING	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	c7679f188c49	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8640625	0.9095394736842105	0.945052688015996	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
16	GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	fgsea_msigdb_C5_GO_BP_entrez	1.67209566688326	0.592822363586624	up	['2302', '2208', '1378', '708', '10747', '3263', '3495', '2213', '1604', '710', '3497', '3502', '735', '602', '732', '720', '1380']		False		False	False	2302,2208,1378,708,10747,3263,3495,2213,1604,710,3497,3502,735,602,732,720,1380	True		qval	True	missing	False	42	True	17	0	16	fgsea_msigdb_C5_GO_BP_entrez:GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	evidence_perturb	True	4134	True	False	1		0.9375	60	64	computed	0.9375	6d589ab074ab	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8559027777777777	0.90625	0.9387482857726425	0.9375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
17	GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS	GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS	fgsea_msigdb_C5_GO_BP_entrez	-1.62049304707677	0.601110246110765	down	['673', '2901', '10814', '5906', '5023', '5413', '5579', '774', '1020', '808', '5217', '6861', '10497', '5663', '5027']		False		False	False	673,2901,10814,5906,5023,5413,5579,774,1020,808,5217,6861,10497,5663,5027	True		qval	True	missing	False	42	True	16	0	17	fgsea_msigdb_C5_GO_BP_entrez:GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS	evidence_perturb	True	4134	True	False	1		0.90625	58	64	computed	0.90625	fcdac1e07472	0.90625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8566176470588235	0.91015625	0.9353019873814912	0.90625	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
18	GOBP_REPLACEMENT_OSSIFICATION	GOBP_REPLACEMENT_OSSIFICATION	fgsea_msigdb_C5_GO_BP_entrez	1.82892049882497	0.610259217068806	up	['1749', '4323', '4665', '4325', '249', '860', '2591', '8817', '5191', '652']		False		False	False	1749,4323,4665,4325,249,860,2591,8817,5191,652	True		qval	True	missing	False	42	True	10	0	18	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REPLACEMENT_OSSIFICATION	evidence_perturb	True	4134	True	False	1		0.921875	59	64	computed	0.921875	cc52845ca1da	0.921875	0.65625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8953125	0.8953125	1.0	0.921875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
19	GOBP_MITOCHONDRION_LOCALIZATION	GOBP_MITOCHONDRION_LOCALIZATION	fgsea_msigdb_C5_GO_BP_entrez	1.80489716857489	0.610259217068806	up	['3799', '5310', '4976', '7345', '2648', '2011', '4137', '4747', '4205', '3281', '4131', '4534']		False		False	False	3799,5310,4976,7345,2648,2011,4137,4747,4205,3281,4131,4534	True		qval	True	missing	False	42	True	13	0	19	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MITOCHONDRION_LOCALIZATION	evidence_perturb	True	4134	True	False	1		0.859375	55	64	computed	0.859375	2785e7db3922	0.859375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8426339285714286	0.9074519230769231	0.9212828837828839	0.859375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
20	GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	fgsea_msigdb_C5_GO_BP_entrez	1.79261067322704	0.610259217068806	up	['3799', '5310', '4976', '7345', '4137', '4747', '3281', '4131', '10013']		False		False	False	3799,5310,4976,7345,4137,4747,3281,4131,10013	True		qval	True	missing	False	42	True	9	0	20	fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	evidence_perturb	True	4134	True	False	1		0.84375	54	64	computed	0.84375	068cd6a48dbc	0.84375	0.5	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.921875	0.921875	1.0	0.84375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
21	GOBP_RNA_METHYLATION	GOBP_RNA_METHYLATION	fgsea_msigdb_C5_GO_BP_entrez	-1.79142565437133	0.610259217068806	down	['6636', '3028', '8731', '2091', '11180', '207', '6632', '6637']		False		False	False	6636,3028,8731,2091,11180,207,6632,6637	True		qval	True	missing	False	42	True	9	0	21	fgsea_msigdb_C5_GO_BP_entrez:GOBP_RNA_METHYLATION	evidence_perturb	True	4134	True	False	1		0.703125	45	64	computed	0.703125	cccc97c7e391	0.703125	0.65625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8854166666666665	0.8854166666666665	1.0	0.703125	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	1
22	GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	fgsea_msigdb_C5_GO_BP_entrez	-1.7758747930893	0.610259217068806	down	['2099', '8074', '1907', '3553', '5018', '3001', '5071', '1816', '1001']		False		False	False	2099,8074,1907,3553,5018,3001,5071,1816,1001	True		qval	True	missing	False	42	True	9	0	22	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	evidence_perturb	True	4134	True	False	1		0.796875	51	64	computed	0.796875	312bfc51829c	0.796875	0.546875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9114583333333334	0.9114583333333334	1.0	0.796875	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
23	GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	fgsea_msigdb_C5_GO_BP_entrez	1.77573558372361	0.610259217068806	up	['9804', '5189', '5195', '10452', '4591', '5190', '5194', '5192', '5191', '9868', '9131']		False		False	False	9804,5189,5195,10452,4591,5190,5194,5192,5191,9868,9131	True		qval	True	missing	False	42	True	11	0	23	fgsea_msigdb_C5_GO_BP_entrez:GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	evidence_perturb	True	4134	True	False	1		0.84375	54	64	computed	0.84375	c6514c7816ca	0.84375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.81640625	0.8906250000000001	0.9063565340909092	0.84375	True	ok	off		Me824fa39e3f0	False	0.453125	3386	3386	term_survival:min	0
