sample	group
TCGA-DX-A48N-01	TP53_wt
TCGA-SG-A6Z4-01	TP53_mut
TCGA-DX-A48J-01	TP53_mut
TCGA-DX-A3LW-01	TP53_wt
TCGA-DX-A3U8-01	TP53_wt
TCGA-IE-A3OV-01	TP53_wt
TCGA-K1-A3PO-01	TP53_wt
TCGA-QQ-A5V2-01	TP53_wt
TCGA-DX-A48R-01	TP53_wt
TCGA-Z4-A9VC-01	TP53_wt
TCGA-DX-AB2G-01	TP53_wt
TCGA-DX-AB2L-01	TP53_wt
TCGA-DX-A6BH-01	TP53_wt
TCGA-3B-A9I0-01	TP53_mut
TCGA-SI-A71O-01	TP53_wt
TCGA-MJ-A850-01	TP53_wt
TCGA-DX-AB3C-01	TP53_wt
TCGA-UE-A6QU-01	TP53_wt
TCGA-X6-A7WA-01	TP53_mut
TCGA-DX-A7EF-01	TP53_wt
TCGA-DX-AB2Z-01	TP53_wt
TCGA-DX-A6YQ-01	TP53_wt
TCGA-DX-A6BK-01	TP53_wt
TCGA-IE-A4EJ-01	TP53_mut
TCGA-DX-A8BG-01	TP53_wt
TCGA-DX-A6BF-01	TP53_wt
TCGA-DX-A6Z2-01	TP53_mut
TCGA-IF-A4AK-01	TP53_wt
TCGA-DX-AB2H-01	TP53_wt
TCGA-SI-AA8B-01	TP53_wt
TCGA-DX-A7EU-01	TP53_mut
TCGA-DX-A3LS-01	TP53_wt
TCGA-DX-A6Z0-01	TP53_mut
TCGA-DX-A7EI-01	TP53_wt
TCGA-DX-A8BN-01	TP53_wt
TCGA-DX-A8BZ-01	TP53_wt
TCGA-DX-AB2O-01	TP53_wt
TCGA-HB-A2OT-01	TP53_wt
TCGA-PC-A5DN-01	TP53_wt
TCGA-DX-AB2F-01	TP53_wt
TCGA-IW-A3M5-01	TP53_mut
TCGA-LI-A67I-01	TP53_mut
TCGA-MO-A47R-01	TP53_wt
TCGA-DX-AB2X-01	TP53_mut
TCGA-DX-AB37-01	TP53_wt
TCGA-IS-A3KA-01	TP53_mut
TCGA-LI-A9QH-01	TP53_mut
TCGA-PC-A5DP-01	TP53_wt
TCGA-DX-AB2J-01	TP53_wt
TCGA-KF-A41W-01	TP53_mut
TCGA-3B-A9HX-01	TP53_mut
TCGA-IF-A3RQ-01	TP53_wt
TCGA-X6-A8C4-01	TP53_wt
TCGA-HS-A5N8-01	TP53_wt
TCGA-JV-A5VF-01	TP53_mut
TCGA-KD-A5QT-01	TP53_mut
TCGA-DX-A6YX-01	TP53_wt
TCGA-DX-A8BS-01	TP53_wt
TCGA-QQ-A8VB-01	TP53_wt
TCGA-DX-A1KX-01	TP53_wt
TCGA-DX-A8BO-01	TP53_wt
TCGA-HS-A5N7-01	TP53_wt
TCGA-IE-A4EI-01	TP53_mut
TCGA-3B-A9HQ-01	TP53_mut
TCGA-DX-A3UE-01	TP53_mut
TCGA-K1-A6RU-01	TP53_wt
TCGA-WK-A8XO-01	TP53_wt
TCGA-DX-A3UF-01	TP53_mut
TCGA-DX-AB2Q-01	TP53_wt
TCGA-FX-A3RE-01	TP53_wt
TCGA-HS-A5NA-01	TP53_wt
TCGA-IE-A6BZ-01	TP53_wt
TCGA-K1-A42W-01	TP53_wt
TCGA-K1-A3PN-01	TP53_mut
TCGA-Z4-AAPG-01	TP53_wt
TCGA-DX-A3U6-01	TP53_wt
TCGA-DX-A48O-01	TP53_mut
TCGA-DX-A8BR-01	TP53_wt
TCGA-DX-A8BT-01	TP53_wt
TCGA-IS-A3K7-01	TP53_mut
TCGA-QQ-A5VC-01	TP53_wt
TCGA-X6-A7WD-01	TP53_wt
TCGA-X6-A8C5-01	TP53_mut
TCGA-DX-AB2W-01	TP53_mut
TCGA-K1-A42X-01	TP53_wt
TCGA-RN-A68Q-01	TP53_wt
TCGA-DX-A8BK-01	TP53_mut
TCGA-FX-A2QS-01	TP53_wt
TCGA-DX-A1L3-01	TP53_wt
TCGA-JV-A5VE-01	TP53_wt
TCGA-MB-A5Y8-01	TP53_wt
TCGA-QQ-A5VA-01	TP53_mut
TCGA-IW-A3M6-01	TP53_wt
TCGA-PC-A5DO-01	TP53_wt
TCGA-WP-A9GB-01	TP53_mut
TCGA-X6-A8C3-01	TP53_wt
TCGA-HB-A43Z-01	TP53_mut
TCGA-HB-A5W3-01	TP53_mut
TCGA-HS-A5N9-01	TP53_wt
TCGA-WK-A8XS-01	TP53_wt
TCGA-X6-A7WB-01	TP53_mut
TCGA-3B-A9HP-01	TP53_mut
TCGA-DX-A23V-01	TP53_wt
TCGA-MJ-A68H-01	TP53_wt
TCGA-PT-A8TR-01	TP53_wt
TCGA-3B-A9I1-01	TP53_mut
TCGA-DX-A7EL-01	TP53_wt
TCGA-FX-A48G-01	TP53_wt
TCGA-WK-A8XZ-01	TP53_mut
TCGA-DX-A23R-01	TP53_wt
TCGA-IS-A3K6-01	TP53_mut
TCGA-KD-A5QS-01	TP53_wt
TCGA-MJ-A68J-01	TP53_wt
TCGA-DX-A48P-01	TP53_wt
TCGA-DX-AB2T-01	TP53_wt
TCGA-3B-A9HU-01	TP53_mut
TCGA-DX-A6BA-01	TP53_mut
TCGA-DX-A7EN-01	TP53_mut
TCGA-DX-AB2S-01	TP53_wt
TCGA-DX-AB30-01	TP53_mut
TCGA-MB-A8JL-01	TP53_mut
TCGA-QC-AA9N-01	TP53_wt
TCGA-QQ-A5VB-01	TP53_mut
TCGA-WK-A8XY-01	TP53_mut
TCGA-X9-A971-01	TP53_wt
TCGA-DX-A6YU-01	TP53_wt
TCGA-DX-A7ES-01	TP53_wt
TCGA-UE-A6QT-01	TP53_mut
TCGA-DX-A48L-01	TP53_wt
TCGA-FX-A76Y-01	TP53_wt
TCGA-VT-A80J-01	TP53_mut
TCGA-WK-A8Y0-01	TP53_mut
TCGA-X2-A95T-01	TP53_mut
TCGA-3B-A9HV-01	TP53_mut
TCGA-IW-A3M4-01	TP53_wt
TCGA-DX-A3UA-01	TP53_wt
TCGA-HB-A3L4-01	TP53_wt
TCGA-DX-A6B9-01	TP53_wt
TCGA-IS-A3K8-01	TP53_wt
TCGA-SG-A6Z7-01	TP53_wt
TCGA-JV-A75J-01	TP53_wt
TCGA-KD-A5QU-01	TP53_wt
TCGA-N1-A6IA-01	TP53_mut
TCGA-DX-A23T-01	TP53_wt
TCGA-WK-A8XT-01	TP53_wt
TCGA-3B-A9HR-01	TP53_wt
TCGA-DX-A3UC-01	TP53_wt
TCGA-MO-A47P-01	TP53_wt
TCGA-IE-A4EH-01	TP53_mut
TCGA-Z4-AAPF-01	TP53_wt
TCGA-SI-A71Q-01	TP53_wt
TCGA-DX-A6YT-01	TP53_wt
TCGA-FX-A8OO-01	TP53_wt
TCGA-QQ-A8VH-01	TP53_mut
TCGA-DX-AB3B-01	TP53_wt
TCGA-X6-A8C7-01	TP53_wt
TCGA-Z4-A8JB-01	TP53_wt
TCGA-DX-A7EO-01	TP53_wt
TCGA-SI-AA8C-01	TP53_wt
