sample	group
TCGA-YA-A8S7-01	TP53_mut
TCGA-CC-5262-01	TP53_wt
TCGA-DD-A11A-01	TP53_mut
TCGA-DD-A39Y-01	TP53_wt
TCGA-DD-A3A7-01	TP53_mut
TCGA-DD-A4NI-01	TP53_wt
TCGA-G3-AAV5-01	TP53_wt
TCGA-UB-A7MD-01	TP53_mut
TCGA-2Y-A9HB-01	TP53_wt
TCGA-4R-AA8I-01	TP53_mut
TCGA-DD-A73E-01	TP53_wt
TCGA-DD-AACX-01	TP53_wt
TCGA-DD-AAD2-01	TP53_wt
TCGA-DD-AAD6-01	TP53_wt
TCGA-K7-A5RG-01	TP53_mut
TCGA-K7-A6G5-01	TP53_wt
TCGA-RC-A7SF-01	TP53_wt
TCGA-3K-AAZ8-01	TP53_wt
TCGA-DD-A3A1-01	TP53_wt
TCGA-DD-A4NO-01	TP53_wt
TCGA-DD-AACA-01	TP53_wt
TCGA-DD-AAEA-01	TP53_mut
TCGA-G3-A6UC-01	TP53_wt
TCGA-G3-A7M7-01	TP53_wt
TCGA-KR-A7K0-01	TP53_wt
TCGA-2Y-A9GW-01	TP53_wt
TCGA-BC-A69H-01	TP53_mut
TCGA-DD-AACP-01	TP53_wt
TCGA-G3-A25S-01	TP53_wt
TCGA-K7-A5RF-01	TP53_wt
TCGA-KR-A7K2-01	TP53_wt
TCGA-MI-A75C-01	TP53_wt
TCGA-ZS-A9CF-01	TP53_wt
TCGA-BW-A5NQ-01	TP53_mut
TCGA-CC-A5UC-01	TP53_wt
TCGA-DD-AADS-01	TP53_wt
TCGA-MI-A75G-01	TP53_mut
TCGA-BD-A3ER-01	TP53_wt
TCGA-DD-AACE-01	TP53_mut
TCGA-EP-A12J-01	TP53_wt
TCGA-EP-A2KC-01	TP53_wt
TCGA-WQ-AB4B-01	TP53_mut
TCGA-5C-AAPD-01	TP53_mut
TCGA-CC-A3MA-01	TP53_mut
TCGA-CC-A7IL-01	TP53_wt
TCGA-DD-A4NV-01	TP53_wt
TCGA-DD-AACC-01	TP53_wt
TCGA-DD-AACY-01	TP53_wt
TCGA-ED-A7PZ-01	TP53_mut
TCGA-G3-A3CK-01	TP53_wt
TCGA-K7-AAU7-01	TP53_mut
TCGA-MI-A75E-01	TP53_wt
TCGA-MI-A75I-01	TP53_mut
TCGA-WX-AA46-01	TP53_wt
TCGA-DD-A4NQ-01	TP53_wt
TCGA-DD-AADU-01	TP53_wt
TCGA-DD-AAEB-01	TP53_wt
TCGA-UB-AA0U-01	TP53_wt
TCGA-CC-A7IF-01	TP53_wt
TCGA-CC-A7IK-01	TP53_wt
TCGA-DD-AACU-01	TP53_mut
TCGA-DD-AADN-01	TP53_mut
TCGA-DD-AADQ-01	TP53_wt
TCGA-G3-A5SJ-01	TP53_mut
TCGA-GJ-A3OU-01	TP53_mut
TCGA-RC-A7SK-01	TP53_mut
TCGA-UB-A7MC-01	TP53_mut
TCGA-ZP-A9CV-01	TP53_wt
TCGA-2Y-A9GS-01	TP53_mut
TCGA-2Y-A9H1-01	TP53_wt
TCGA-5C-A9VG-01	TP53_wt
TCGA-CC-A7IH-01	TP53_wt
TCGA-DD-AADL-01	TP53_mut
TCGA-DD-AADM-01	TP53_wt
TCGA-DD-AADR-01	TP53_mut
TCGA-ED-A4XI-01	TP53_wt
TCGA-G3-A25Z-01	TP53_mut
TCGA-G3-A5SK-01	TP53_wt
TCGA-G3-A5SM-01	TP53_mut
TCGA-G3-AAV0-01	TP53_wt
TCGA-MR-A520-01	TP53_wt
TCGA-XR-A8TG-01	TP53_mut
TCGA-5R-AA1C-01	TP53_wt
TCGA-CC-A7IE-01	TP53_wt
TCGA-CC-A9FV-01	TP53_wt
TCGA-KR-A7K8-01	TP53_wt
TCGA-CC-A7IJ-01	TP53_mut
TCGA-DD-AAVS-01	TP53_wt
TCGA-DD-AAVV-01	TP53_mut
TCGA-DD-AAVY-01	TP53_wt
TCGA-UB-A7MF-01	TP53_mut
TCGA-CC-A9FS-01	TP53_wt
TCGA-DD-AADO-01	TP53_wt
TCGA-DD-AAEE-01	TP53_wt
TCGA-DD-AAW1-01	TP53_wt
TCGA-ZS-A9CG-01	TP53_wt
TCGA-CC-A3MC-01	TP53_wt
TCGA-CC-A7II-01	TP53_mut
TCGA-DD-AAD5-01	TP53_mut
TCGA-DD-AAW0-01	TP53_wt
TCGA-ED-A97K-01	TP53_wt
TCGA-ES-A2HT-01	TP53_wt
TCGA-O8-A75V-01	TP53_wt
TCGA-DD-A115-01	TP53_wt
TCGA-DD-AACV-01	TP53_mut
TCGA-DD-AADC-01	TP53_mut
TCGA-G3-A3CH-01	TP53_wt
TCGA-RC-A7SB-01	TP53_mut
TCGA-DD-AACG-01	TP53_mut
TCGA-DD-AAE1-01	TP53_wt
TCGA-FV-A4ZQ-01	TP53_mut
TCGA-G3-A3CJ-01	TP53_wt
TCGA-2Y-A9GT-01	TP53_wt
TCGA-DD-AAC9-01	TP53_wt
TCGA-DD-AADB-01	TP53_mut
TCGA-DD-AADD-01	TP53_mut
TCGA-DD-AAE2-01	TP53_wt
TCGA-DD-AAED-01	TP53_mut
TCGA-DD-AAEK-01	TP53_wt
TCGA-G3-AAV1-01	TP53_wt
TCGA-UB-A7ME-01	TP53_wt
TCGA-ZP-A9D2-01	TP53_mut
TCGA-BC-A10W-01	TP53_wt
TCGA-BW-A5NO-01	TP53_mut
TCGA-CC-A1HT-01	TP53_mut
TCGA-DD-AACQ-01	TP53_mut
TCGA-DD-AADE-01	TP53_wt
TCGA-DD-AADV-01	TP53_mut
TCGA-DD-AAE3-01	TP53_wt
TCGA-G3-AAV2-01	TP53_wt
TCGA-2Y-A9H0-01	TP53_wt
TCGA-CC-5258-01	TP53_mut
TCGA-CC-A5UE-01	TP53_mut
TCGA-DD-AACD-01	TP53_wt
TCGA-DD-AACM-01	TP53_mut
TCGA-DD-AADW-01	TP53_mut
TCGA-DD-AAVP-01	TP53_wt
TCGA-G3-AAUZ-01	TP53_wt
TCGA-LG-A9QC-01	TP53_wt
TCGA-QA-A7B7-01	TP53_mut
TCGA-CC-A7IG-01	TP53_mut
TCGA-ED-A459-01	TP53_mut
TCGA-DD-A1EI-01	TP53_mut
TCGA-DD-A4NL-01	TP53_wt
TCGA-DD-AAVU-01	TP53_mut
TCGA-2Y-A9H3-01	TP53_wt
TCGA-CC-A3M9-01	TP53_mut
TCGA-CC-A5UD-01	TP53_mut
TCGA-DD-A3A3-01	TP53_wt
TCGA-DD-AADP-01	TP53_wt
TCGA-DD-AAE8-01	TP53_mut
TCGA-CC-5261-01	TP53_wt
TCGA-DD-AAVR-01	TP53_wt
TCGA-G3-A5SI-01	TP53_wt
TCGA-DD-AACW-01	TP53_wt
TCGA-DD-AAD3-01	TP53_mut
TCGA-DD-A114-01	TP53_mut
TCGA-RC-A7SH-01	TP53_mut
TCGA-DD-A119-01	TP53_wt
TCGA-DD-AACO-01	TP53_wt
TCGA-DD-AACS-01	TP53_mut
TCGA-DD-AAVQ-01	TP53_wt
TCGA-DD-AAVX-01	TP53_wt
TCGA-DD-AAVZ-01	TP53_wt
TCGA-G3-AAV7-01	TP53_mut
TCGA-DD-A3A4-01	TP53_wt
TCGA-CC-A3MB-01	TP53_mut
TCGA-CC-5263-01	TP53_mut
TCGA-DD-AAVW-01	TP53_wt
TCGA-ED-A66X-01	TP53_wt
TCGA-MR-A8JO-01	TP53_wt
TCGA-DD-A4NP-01	TP53_wt
TCGA-DD-AACN-01	TP53_wt
TCGA-G3-A7M8-01	TP53_wt
TCGA-ED-A7XO-01	TP53_mut
TCGA-DD-A4NB-01	TP53_wt
TCGA-RC-A6M3-01	TP53_wt
TCGA-UB-A7MB-01	TP53_mut
TCGA-DD-A1EH-01	TP53_wt
TCGA-DD-A1EL-01	TP53_mut
TCGA-CC-A8HS-01	TP53_mut
TCGA-XR-A8TE-01	TP53_wt
TCGA-2V-A95S-01	TP53_wt
TCGA-HP-A5N0-01	TP53_wt
TCGA-2Y-A9H8-01	TP53_mut
TCGA-DD-A4NR-01	TP53_wt
TCGA-FV-A496-01	TP53_wt
TCGA-G3-AAV4-01	TP53_wt
TCGA-2Y-A9GZ-01	TP53_wt
TCGA-2Y-A9H7-01	TP53_wt
TCGA-DD-AA3A-01	TP53_wt
TCGA-FV-A3I1-01	TP53_mut
TCGA-DD-A4NK-01	TP53_wt
TCGA-G3-A25W-01	TP53_wt
TCGA-LG-A6GG-01	TP53_wt
TCGA-ZS-A9CE-01	TP53_wt
TCGA-DD-A39X-01	TP53_wt
TCGA-DD-A118-01	TP53_wt
TCGA-DD-A73F-01	TP53_wt
TCGA-DD-A3A2-01	TP53_wt
TCGA-FV-A3I0-01	TP53_wt
TCGA-BC-A217-01	TP53_mut
TCGA-BD-A3EP-01	TP53_mut
TCGA-DD-A4NE-01	TP53_wt
TCGA-GJ-A6C0-01	TP53_wt
TCGA-BC-4072-01	TP53_wt
TCGA-DD-AACB-01	TP53_mut
TCGA-RC-A6M4-01	TP53_wt
TCGA-DD-A73G-01	TP53_wt
TCGA-DD-AAD0-01	TP53_wt
TCGA-DD-AAD8-01	TP53_mut
TCGA-BC-A10Q-01	TP53_wt
TCGA-DD-A1EB-01	TP53_mut
TCGA-DD-A3A6-01	TP53_wt
TCGA-DD-A73B-01	TP53_wt
TCGA-DD-A1EJ-01	TP53_wt
TCGA-WQ-A9G7-01	TP53_mut
TCGA-DD-AADJ-01	TP53_wt
TCGA-FV-A23B-01	TP53_wt
TCGA-DD-AACT-01	TP53_wt
TCGA-UB-AA0V-01	TP53_wt
TCGA-2Y-A9H6-01	TP53_wt
TCGA-BC-A3KG-01	TP53_wt
TCGA-DD-A73D-01	TP53_wt
TCGA-DD-AADK-01	TP53_wt
TCGA-WJ-A86L-01	TP53_mut
TCGA-DD-A4NA-01	TP53_wt
TCGA-ZP-A9D0-01	TP53_wt
TCGA-BC-A10R-01	TP53_mut
TCGA-BC-A3KF-01	TP53_wt
TCGA-BC-A8YO-01	TP53_mut
TCGA-DD-A3A5-01	TP53_wt
TCGA-DD-AACL-01	TP53_mut
TCGA-DD-AADA-01	TP53_wt
TCGA-ZP-A9CY-01	TP53_wt
TCGA-5R-AAAM-01	TP53_wt
TCGA-DD-A4NH-01	TP53_wt
TCGA-DD-A73C-01	TP53_wt
TCGA-2Y-A9GY-01	TP53_mut
TCGA-2Y-A9H2-01	TP53_wt
TCGA-DD-A1EK-01	TP53_wt
TCGA-DD-A3A9-01	TP53_wt
TCGA-DD-AADF-01	TP53_wt
TCGA-WX-AA44-01	TP53_mut
TCGA-ZP-A9D4-01	TP53_wt
TCGA-DD-AACZ-01	TP53_mut
TCGA-G3-A25U-01	TP53_mut
TCGA-BC-A10Z-01	TP53_wt
TCGA-BC-A216-01	TP53_mut
TCGA-UB-A7MA-01	TP53_wt
TCGA-CC-5260-01	TP53_wt
TCGA-DD-A4NS-01	TP53_wt
TCGA-KR-A7K7-01	TP53_wt
TCGA-CC-5259-01	TP53_wt
TCGA-ED-A5KG-01	TP53_wt
TCGA-ED-A82E-01	TP53_wt
TCGA-G3-A7M6-01	TP53_mut
TCGA-2Y-A9H5-01	TP53_wt
TCGA-DD-AAE6-01	TP53_mut
TCGA-DD-AAEG-01	TP53_wt
TCGA-ED-A8O5-01	TP53_wt
TCGA-G3-AAV3-01	TP53_wt
TCGA-PD-A5DF-01	TP53_wt
TCGA-DD-A11D-01	TP53_wt
TCGA-DD-A1EF-01	TP53_wt
TCGA-DD-A4ND-01	TP53_wt
TCGA-DD-A4NN-01	TP53_wt
TCGA-ZP-A9D1-01	TP53_wt
TCGA-2Y-A9GU-01	TP53_wt
TCGA-DD-A113-01	TP53_wt
TCGA-DD-AADY-01	TP53_wt
TCGA-2Y-A9GV-01	TP53_wt
TCGA-DD-A4NJ-01	TP53_wt
TCGA-ED-A7XP-01	TP53_mut
TCGA-G3-AAV6-01	TP53_wt
TCGA-BC-A10X-01	TP53_wt
TCGA-CC-A9FU-01	TP53_wt
TCGA-EP-A2KA-01	TP53_wt
TCGA-G3-A25Y-01	TP53_wt
TCGA-BC-A110-01	TP53_wt
TCGA-CC-A8HV-01	TP53_mut
TCGA-DD-AAD1-01	TP53_wt
TCGA-ED-A66Y-01	TP53_wt
TCGA-FV-A495-01	TP53_wt
TCGA-ED-A8O6-01	TP53_wt
TCGA-DD-AAE4-01	TP53_wt
TCGA-XR-A8TD-01	TP53_wt
TCGA-ED-A7PX-01	TP53_wt
TCGA-RC-A7S9-01	TP53_wt
TCGA-EP-A2KB-01	TP53_wt
TCGA-DD-AAE0-01	TP53_mut
TCGA-G3-A25T-01	TP53_wt
TCGA-DD-A39Z-01	TP53_wt
TCGA-DD-AADI-01	TP53_wt
TCGA-XR-A8TC-01	TP53_wt
TCGA-CC-A8HU-01	TP53_mut
TCGA-FV-A3R3-01	TP53_wt
TCGA-WX-AA47-01	TP53_wt
TCGA-DD-A39W-01	TP53_wt
TCGA-BW-A5NP-01	TP53_wt
TCGA-CC-A123-01	TP53_wt
TCGA-DD-A1EC-01	TP53_wt
TCGA-ED-A7PY-01	TP53_wt
TCGA-RC-A6M5-01	TP53_wt
TCGA-5R-AA1D-01	TP53_wt
