sample	group
TCGA-L5-A8NH-01	TP53_mut
TCGA-LN-A5U6-01	TP53_mut
TCGA-R6-A6Y0-01	TP53_mut
TCGA-VR-A8ER-01	TP53_mut
TCGA-XP-A8T6-01	TP53_mut
TCGA-2H-A9GM-01	TP53_mut
TCGA-IG-A3YA-01	TP53_mut
TCGA-JY-A6FH-01	TP53_mut
TCGA-VR-AA4D-01	TP53_mut
TCGA-Z6-A8JD-01	TP53_mut
TCGA-Z6-A9VB-01	TP53_mut
TCGA-LN-A4A8-01	TP53_mut
TCGA-LN-A8I0-01	TP53_mut
TCGA-JY-A6FA-01	TP53_mut
TCGA-JY-A93D-01	TP53_mut
TCGA-L5-A891-01	TP53_mut
TCGA-S8-A6BW-01	TP53_mut
TCGA-VR-A8EP-01	TP53_mut
TCGA-VR-A8EU-01	TP53_mut
TCGA-JY-A6FG-01	TP53_mut
TCGA-LN-A49N-01	TP53_mut
TCGA-LN-A7HY-01	TP53_mut
TCGA-JY-A6FE-01	TP53_mut
TCGA-LN-A49V-01	TP53_mut
TCGA-LN-A4A5-01	TP53_mut
TCGA-LN-A7HZ-01	TP53_mut
TCGA-VR-A8EO-01	TP53_mut
TCGA-XP-A8T8-01	TP53_mut
TCGA-IG-A4P3-01	TP53_mut
TCGA-JY-A93C-01	TP53_mut
TCGA-LN-A49O-01	TP53_mut
TCGA-VR-A8EZ-01	TP53_mut
TCGA-LN-A49R-01	TP53_mut
TCGA-LN-A4MQ-01	TP53_mut
TCGA-LN-A5U7-01	TP53_mut
TCGA-V5-A7RE-01	TP53_mut
TCGA-2H-A9GH-01	TP53_mut
TCGA-LN-A49L-01	TP53_mut
TCGA-LN-A49X-01	TP53_mut
TCGA-2H-A9GK-01	TP53_mut
TCGA-LN-A9FO-01	TP53_mut
TCGA-R6-A6KZ-01	TP53_mut
TCGA-IG-A97H-01	TP53_mut
TCGA-LN-A4A4-01	TP53_mut
TCGA-R6-A6L4-01	TP53_mut
TCGA-L5-A4OS-01	TP53_wt
TCGA-L5-A43M-01	TP53_wt
TCGA-L5-A8NK-01	TP53_mut
TCGA-L5-A8NM-01	TP53_wt
TCGA-L5-A8NR-01	TP53_wt
TCGA-L5-A4OG-01	TP53_mut
TCGA-R6-A6DQ-01	TP53_mut
TCGA-RE-A7BO-01	TP53_wt
TCGA-L5-A893-01	TP53_mut
TCGA-L5-A4OJ-01	TP53_mut
TCGA-L5-A88Z-01	TP53_mut
TCGA-IC-A6RF-01	TP53_wt
TCGA-IG-A5S3-01	TP53_mut
TCGA-L5-A4OP-01	TP53_mut
TCGA-LN-A8I1-01	TP53_mut
TCGA-VR-AA7B-01	TP53_mut
TCGA-XP-A8T7-01	TP53_mut
TCGA-LN-A9FP-01	TP53_mut
TCGA-JY-A93F-01	TP53_wt
TCGA-Q9-A6FU-01	TP53_wt
TCGA-L5-A4OW-01	TP53_mut
TCGA-L5-A4OM-01	TP53_mut
TCGA-IG-A3I8-01	TP53_mut
TCGA-JY-A6FD-01	TP53_mut
TCGA-VR-AA4G-01	TP53_mut
TCGA-IG-A7DP-01	TP53_wt
TCGA-VR-A8EY-01	TP53_mut
