sample	group
TCGA-JW-A5VH-01	TP53_wt
TCGA-LP-A7HU-01	TP53_wt
TCGA-VS-A9UH-01	TP53_wt
TCGA-VS-A9UR-01	TP53_wt
TCGA-LP-A4AW-01	TP53_wt
TCGA-VS-A9U6-01	TP53_wt
TCGA-2W-A8YY-01	TP53_mut
TCGA-C5-A3HD-01	TP53_wt
TCGA-DG-A2KK-01	TP53_mut
TCGA-DS-A0VM-01	TP53_wt
TCGA-EA-A410-01	TP53_wt
TCGA-EK-A2RJ-01	TP53_wt
TCGA-EK-A3GJ-01	TP53_wt
TCGA-HM-A4S6-01	TP53_wt
TCGA-VS-A8QC-01	TP53_wt
TCGA-VS-AA62-01	TP53_wt
TCGA-ZJ-AAXU-01	TP53_wt
TCGA-C5-A1MI-01	TP53_wt
TCGA-DG-A2KJ-01	TP53_wt
TCGA-EA-A411-01	TP53_wt
TCGA-EA-A439-01	TP53_wt
TCGA-MA-AA3X-01	TP53_wt
TCGA-VS-A9V5-01	TP53_wt
TCGA-BI-A20A-01	TP53_mut
TCGA-C5-A1MF-01	TP53_wt
TCGA-C5-A1ML-01	TP53_wt
TCGA-DS-A1OD-01	TP53_wt
TCGA-EA-A4BA-01	TP53_wt
TCGA-EA-A6QX-01	TP53_wt
TCGA-FU-A57G-01	TP53_wt
TCGA-HG-A9SC-01	TP53_wt
TCGA-IR-A3LH-01	TP53_wt
TCGA-BI-A0VS-01	TP53_wt
TCGA-C5-A7CL-01	TP53_wt
TCGA-C5-A7UC-01	TP53_wt
TCGA-EK-A2IR-01	TP53_wt
TCGA-EK-A2R8-01	TP53_wt
TCGA-EK-A2RB-01	TP53_wt
TCGA-IR-A3LI-01	TP53_wt
TCGA-MA-AA3Y-01	TP53_wt
TCGA-MA-AA43-01	TP53_wt
TCGA-ZJ-AB0H-01	TP53_wt
TCGA-C5-A907-01	TP53_wt
TCGA-DS-A0VN-01	TP53_wt
TCGA-DS-A1OC-01	TP53_wt
TCGA-EA-A1QT-01	TP53_wt
TCGA-EK-A2RD-01	TP53_wt
TCGA-EK-A3GN-01	TP53_wt
TCGA-FU-A3HY-01	TP53_wt
TCGA-VS-A8QM-01	TP53_wt
TCGA-VS-A94Y-01	TP53_wt
TCGA-C5-A1BF-01	TP53_wt
TCGA-C5-A1M9-01	TP53_wt
TCGA-DG-A2KM-01	TP53_wt
TCGA-DS-A3LQ-01	TP53_wt
TCGA-EA-A1QS-01	TP53_wt
TCGA-JW-AAVH-01	TP53_wt
TCGA-MU-A8JM-01	TP53_wt
TCGA-Q1-A73Q-01	TP53_wt
TCGA-VS-A958-01	TP53_wt
TCGA-VS-A9V1-01	TP53_mut
TCGA-C5-A7UE-01	TP53_wt
TCGA-DS-A0VK-01	TP53_wt
TCGA-DS-A1OB-01	TP53_wt
TCGA-EA-A3QE-01	TP53_wt
TCGA-EA-A50E-01	TP53_wt
TCGA-EK-A2R7-01	TP53_wt
TCGA-EK-A2RN-01	TP53_wt
TCGA-FU-A3NI-01	TP53_wt
TCGA-JW-A5VI-01	TP53_wt
TCGA-LP-A4AX-01	TP53_wt
TCGA-Q1-A73P-01	TP53_wt
TCGA-Q1-A73R-01	TP53_wt
TCGA-C5-A3HE-01	TP53_wt
TCGA-C5-A901-01	TP53_wt
TCGA-EK-A2PI-01	TP53_wt
TCGA-EX-A8YF-01	TP53_wt
TCGA-JW-A69B-01	TP53_wt
TCGA-Q1-A6DW-01	TP53_wt
TCGA-UC-A7PF-01	TP53_wt
TCGA-UC-A7PG-01	TP53_wt
TCGA-UC-A7PI-01	TP53_wt
TCGA-VS-A8QA-01	TP53_wt
TCGA-C5-A1M8-01	TP53_wt
TCGA-C5-A7CH-01	TP53_wt
TCGA-DS-A7WI-01	TP53_wt
TCGA-EA-A3HU-01	TP53_wt
TCGA-EA-A43B-01	TP53_wt
TCGA-EK-A2PK-01	TP53_wt
TCGA-FU-A3WB-01	TP53_wt
TCGA-JW-A5VK-01	TP53_wt
TCGA-MA-AA3Z-01	TP53_wt
TCGA-PN-A8MA-01	TP53_wt
TCGA-VS-A9UO-01	TP53_wt
TCGA-VS-A9UP-01	TP53_wt
TCGA-ZJ-AAXJ-01	TP53_wt
TCGA-C5-A1MN-01	TP53_wt
TCGA-C5-A7CJ-01	TP53_wt
TCGA-C5-A7UI-01	TP53_wt
TCGA-EX-A449-01	TP53_wt
TCGA-JW-A852-01	TP53_wt
TCGA-MY-A5BE-01	TP53_wt
TCGA-R2-A69V-01	TP53_wt
TCGA-VS-A8QF-01	TP53_wt
TCGA-VS-A950-01	TP53_wt
TCGA-VS-A9UU-01	TP53_wt
TCGA-ZJ-AAXB-01	TP53_wt
TCGA-C5-A8ZZ-01	TP53_wt
TCGA-DS-A7WF-01	TP53_wt
TCGA-EX-A69L-01	TP53_wt
TCGA-VS-A8EB-01	TP53_wt
TCGA-XS-A8TJ-01	TP53_wt
TCGA-C5-A1ME-01	TP53_wt
TCGA-EA-A3Y4-01	TP53_wt
TCGA-EA-A5ZD-01	TP53_wt
TCGA-EK-A2RM-01	TP53_wt
TCGA-HM-A3JJ-01	TP53_wt
TCGA-IR-A3LC-01	TP53_wt
TCGA-JX-A3Q8-01	TP53_wt
TCGA-LP-A5U3-01	TP53_wt
TCGA-VS-A94X-01	TP53_wt
TCGA-C5-A8XH-01	TP53_wt
TCGA-EA-A5O9-01	TP53_wt
TCGA-VS-A94W-01	TP53_wt
TCGA-VS-A9UM-01	TP53_wt
TCGA-C5-A2LT-01	TP53_wt
TCGA-EA-A556-01	TP53_wt
TCGA-EA-A97N-01	TP53_wt
TCGA-EX-A1H6-01	TP53_wt
TCGA-FU-A40J-01	TP53_wt
TCGA-HG-A2PA-01	TP53_wt
TCGA-VS-A8EI-01	TP53_wt
TCGA-VS-A8EL-01	TP53_mut
TCGA-VS-A94Z-01	TP53_wt
TCGA-ZJ-A8QR-01	TP53_wt
TCGA-C5-A1M7-01	TP53_wt
TCGA-C5-A2LS-01	TP53_wt
TCGA-C5-A2M1-01	TP53_wt
TCGA-C5-A905-01	TP53_wt
TCGA-IR-A3L7-01	TP53_wt
TCGA-JW-A5VL-01	TP53_wt
TCGA-JX-A5QV-01	TP53_wt
TCGA-Q1-A73O-01	TP53_wt
TCGA-C5-A1BK-01	TP53_wt
TCGA-C5-A2LV-01	TP53_wt
TCGA-C5-A8YT-01	TP53_wt
TCGA-EK-A2PL-01	TP53_wt
TCGA-Q1-A6DV-01	TP53_wt
TCGA-VS-A8EG-01	TP53_wt
TCGA-C5-A1MQ-01	TP53_wt
TCGA-C5-A7CM-01	TP53_wt
TCGA-C5-A7X8-01	TP53_wt
TCGA-C5-A902-01	TP53_wt
TCGA-EA-A3HS-01	TP53_wt
TCGA-FU-A3YQ-01	TP53_wt
TCGA-JW-A5VG-01	TP53_wt
TCGA-LP-A4AU-01	TP53_wt
TCGA-ZJ-AAXD-01	TP53_wt
TCGA-C5-A1BJ-01	TP53_wt
TCGA-C5-A1MP-01	TP53_wt
TCGA-DS-A7WH-01	TP53_wt
TCGA-HM-A6W2-01	TP53_mut
TCGA-RA-A741-01	TP53_wt
TCGA-ZJ-AAXN-01	TP53_wt
TCGA-EK-A2RC-01	TP53_wt
TCGA-EK-A3GK-01	TP53_wt
TCGA-FU-A770-01	TP53_wt
TCGA-MA-AA41-01	TP53_wt
TCGA-Q1-A73S-01	TP53_wt
TCGA-C5-A1BL-01	TP53_wt
TCGA-EK-A2RL-01	TP53_wt
TCGA-EX-A3L1-01	TP53_wt
TCGA-FU-A5XV-01	TP53_wt
TCGA-Q1-A5R1-01	TP53_wt
TCGA-VS-A9UC-01	TP53_wt
TCGA-VS-A9UQ-01	TP53_wt
TCGA-4J-AA1J-01	TP53_wt
TCGA-C5-A1BI-01	TP53_wt
TCGA-EA-A44S-01	TP53_wt
TCGA-C5-A2LY-01	TP53_wt
TCGA-C5-A8XK-01	TP53_wt
TCGA-LP-A5U2-01	TP53_mut
TCGA-VS-A9U7-01	TP53_wt
TCGA-FU-A2QG-01	TP53_wt
TCGA-VS-A9UY-01	TP53_wt
TCGA-VS-A9V2-01	TP53_wt
TCGA-EK-A2IP-01	TP53_wt
TCGA-FU-A23K-01	TP53_wt
TCGA-MY-A913-01	TP53_wt
TCGA-GH-A9DA-01	TP53_wt
TCGA-MU-A51Y-01	TP53_wt
TCGA-C5-A1BN-01	TP53_wt
TCGA-C5-A7XC-01	TP53_wt
TCGA-EK-A2RE-01	TP53_wt
TCGA-VS-A8Q8-01	TP53_wt
TCGA-DG-A2KH-01	TP53_wt
TCGA-DS-A0VL-01	TP53_wt
TCGA-JX-A3PZ-01	TP53_wt
TCGA-ZJ-AB0I-01	TP53_wt
TCGA-C5-A3HF-01	TP53_wt
TCGA-EK-A2H0-01	TP53_wt
TCGA-ZJ-A8QQ-01	TP53_wt
TCGA-C5-A0TN-01	TP53_wt
TCGA-UC-A7PD-01	TP53_wt
TCGA-EK-A2H1-01	TP53_wt
TCGA-PN-A8M9-01	TP53_wt
