sample	group
TCGA-FB-A7DR-01	TP53_wt
TCGA-3A-A9IZ-01	TP53_mut
TCGA-3A-A9I7-01	TP53_wt
TCGA-2J-AABO-01	TP53_mut
TCGA-RB-AA9M-01	TP53_mut
TCGA-IB-7647-01	TP53_mut
TCGA-3A-A9IX-01	TP53_mut
TCGA-IB-AAUU-01	TP53_mut
TCGA-H6-A45N-01	TP53_mut
TCGA-FZ-5921-01	TP53_mut
TCGA-IB-7889-01	TP53_mut
TCGA-HZ-8638-01	TP53_wt
TCGA-IB-AAUS-01	TP53_wt
TCGA-FB-AAQ2-01	TP53_mut
TCGA-RB-A7B8-01	TP53_wt
TCGA-US-A77J-01	TP53_wt
TCGA-F2-A44G-01	TP53_wt
TCGA-IB-8126-01	TP53_wt
TCGA-IB-7885-01	TP53_wt
TCGA-HZ-A77O-01	TP53_mut
TCGA-S4-A8RP-01	TP53_wt
TCGA-HZ-8637-01	TP53_mut
TCGA-US-A774-01	TP53_wt
TCGA-HV-AA8X-01	TP53_mut
TCGA-S4-A8RO-01	TP53_mut
TCGA-IB-AAUN-01	TP53_mut
TCGA-LB-A7SX-01	TP53_mut
TCGA-Z5-AAPL-01	TP53_mut
TCGA-FZ-5926-01	TP53_mut
TCGA-IB-7649-01	TP53_mut
TCGA-YH-A8SY-01	TP53_mut
TCGA-2J-AABT-01	TP53_mut
TCGA-FB-A545-01	TP53_mut
TCGA-HV-A5A4-01	TP53_wt
TCGA-FB-A78T-01	TP53_mut
TCGA-2J-AAB9-01	TP53_mut
TCGA-3A-A9IB-01	TP53_mut
TCGA-FB-A4P5-01	TP53_wt
TCGA-HZ-8317-01	TP53_wt
TCGA-HZ-A49H-01	TP53_wt
TCGA-3A-A9IH-01	TP53_mut
TCGA-IB-7888-01	TP53_mut
TCGA-XD-AAUG-01	TP53_mut
TCGA-FB-AAQ3-01	TP53_mut
TCGA-HV-A5A6-01	TP53_mut
TCGA-HZ-8003-01	TP53_wt
TCGA-IB-7644-01	TP53_mut
TCGA-3A-A9IR-01	TP53_wt
TCGA-IB-7651-01	TP53_wt
TCGA-IB-A5SS-01	TP53_mut
TCGA-IB-A5ST-01	TP53_wt
TCGA-IB-AAUO-01	TP53_wt
TCGA-LB-A8F3-01	TP53_wt
TCGA-Q3-AA2A-01	TP53_wt
TCGA-IB-AAUW-01	TP53_wt
TCGA-LB-A9Q5-01	TP53_mut
TCGA-3A-A9IN-01	TP53_wt
TCGA-FB-AAPS-01	TP53_mut
TCGA-IB-7887-01	TP53_mut
TCGA-3A-A9IC-01	TP53_mut
TCGA-HV-A5A5-01	TP53_mut
TCGA-HZ-7922-01	TP53_mut
TCGA-YY-A8LH-01	TP53_wt
TCGA-2J-AABR-01	TP53_wt
TCGA-HZ-7924-01	TP53_wt
TCGA-RL-AAAS-01	TP53_wt
TCGA-3A-A9IV-01	TP53_wt
TCGA-FZ-5919-01	TP53_mut
TCGA-2J-AABP-01	TP53_mut
TCGA-HZ-8636-01	TP53_mut
TCGA-HZ-A49G-01	TP53_mut
TCGA-XD-AAUH-01	TP53_wt
TCGA-H6-8124-01	TP53_mut
TCGA-IB-A5SQ-01	TP53_wt
TCGA-2J-AABI-01	TP53_mut
TCGA-HZ-A77Q-01	TP53_mut
TCGA-HZ-8315-01	TP53_mut
TCGA-US-A779-01	TP53_mut
TCGA-IB-7897-01	TP53_wt
TCGA-XN-A8T5-01	TP53_wt
TCGA-HZ-7919-01	TP53_wt
TCGA-XD-AAUI-01	TP53_mut
TCGA-2L-AAQJ-01	TP53_mut
TCGA-IB-7652-01	TP53_mut
TCGA-IB-7891-01	TP53_mut
TCGA-L1-A7W4-01	TP53_wt
TCGA-M8-A5N4-01	TP53_mut
TCGA-IB-7645-01	TP53_mut
TCGA-PZ-A5RE-01	TP53_mut
TCGA-FB-AAPU-01	TP53_wt
TCGA-3A-A9IL-01	TP53_wt
