sample	group
TCGA-RW-A68B-01	TP53_wt
TCGA-QR-A7IP-01	TP53_wt
TCGA-QR-A6H6-01	TP53_wt
TCGA-QT-A5XL-01	TP53_wt
TCGA-WB-A817-01	TP53_wt
TCGA-SP-A6QD-01	TP53_wt
TCGA-WB-A81G-01	TP53_wt
TCGA-QR-A70I-01	TP53_wt
TCGA-W2-A7HB-01	TP53_wt
TCGA-QR-A703-01	TP53_wt
TCGA-S7-A7X1-01	TP53_wt
TCGA-WB-A822-01	TP53_wt
TCGA-WB-A80P-01	TP53_wt
TCGA-S7-A7WQ-01	TP53_wt
TCGA-WB-A80O-01	TP53_wt
TCGA-WB-A81D-01	TP53_wt
TCGA-P7-A5NX-01	TP53_wt
TCGA-S7-A7WO-01	TP53_wt
TCGA-W2-A7HD-01	TP53_wt
TCGA-QR-A702-01	TP53_wt
TCGA-S7-A7X0-01	TP53_wt
TCGA-WB-A81P-01	TP53_wt
TCGA-WB-A821-01	TP53_wt
TCGA-RW-A7CZ-01	TP53_wt
TCGA-RT-A6YA-01	TP53_wt
TCGA-RW-A685-01	TP53_wt
TCGA-RW-A688-01	TP53_wt
TCGA-W2-A7HH-01	TP53_wt
TCGA-WB-A815-01	TP53_wt
TCGA-QR-A70V-01	TP53_wt
TCGA-WB-A81A-01	TP53_wt
TCGA-RW-A684-01	TP53_wt
TCGA-SP-A6QJ-01	TP53_wt
TCGA-TT-A6YO-01	TP53_wt
TCGA-WB-A80Q-01	TP53_wt
TCGA-QR-A6GT-01	TP53_wt
TCGA-QR-A705-01	TP53_wt
TCGA-QT-A5XO-01	TP53_wt
TCGA-S7-A7WU-01	TP53_wt
TCGA-W2-A7HA-01	TP53_wt
TCGA-WB-A80V-01	TP53_wt
TCGA-PR-A5PF-01	TP53_wt
TCGA-SR-A6MQ-01	TP53_wt
TCGA-WB-A80Y-01	TP53_wt
TCGA-WB-A81S-01	TP53_wt
TCGA-QT-A5XP-01	TP53_wt
TCGA-RW-A680-01	TP53_wt
TCGA-S7-A7X2-01	TP53_wt
TCGA-SR-A6MT-01	TP53_wt
TCGA-QR-A6H4-01	TP53_wt
TCGA-QT-A5XK-01	TP53_wt
TCGA-WB-A81R-01	TP53_wt
TCGA-QR-A70A-01	TP53_wt
TCGA-SR-A6MY-01	TP53_wt
TCGA-QR-A6GW-01	TP53_wt
TCGA-QR-A7IN-01	TP53_wt
TCGA-QR-A6GS-01	TP53_wt
TCGA-QR-A70C-01	TP53_wt
TCGA-QT-A5XN-01	TP53_wt
TCGA-RW-A68F-01	TP53_wt
TCGA-QR-A706-01	TP53_wt
TCGA-RT-A6Y9-01	TP53_wt
TCGA-SR-A6MU-01	TP53_wt
TCGA-RW-A7D0-01	TP53_wt
TCGA-WB-A81E-01	TP53_wt
TCGA-QR-A70U-01	TP53_wt
TCGA-QR-A70X-01	TP53_wt
TCGA-RW-A67W-01	TP53_wt
TCGA-SA-A6C2-01	TP53_wt
TCGA-SP-A6QK-01	TP53_wt
TCGA-SR-A6MZ-01	TP53_wt
TCGA-QR-A70P-01	TP53_wt
TCGA-SR-A6N0-01	TP53_wt
TCGA-TT-A6YJ-01	TP53_wt
TCGA-QR-A708-01	TP53_wt
TCGA-RW-A67V-01	TP53_wt
TCGA-W2-A7UY-01	TP53_wt
TCGA-WB-A81H-01	TP53_wt
TCGA-QR-A707-01	TP53_wt
TCGA-RW-A67Y-01	TP53_wt
TCGA-PR-A5PG-01	TP53_wt
TCGA-QR-A70J-01	TP53_wt
TCGA-QT-A5XJ-01	TP53_wt
TCGA-WB-A816-01	TP53_wt
TCGA-WB-A81M-01	TP53_wt
TCGA-RM-A68W-01	TP53_wt
TCGA-QR-A70T-01	TP53_wt
TCGA-QR-A70D-01	TP53_wt
TCGA-QR-A6GY-01	TP53_mut
TCGA-TT-A6YN-01	TP53_wt
TCGA-P8-A5KD-01	TP53_wt
TCGA-QR-A70O-01	TP53_wt
TCGA-S7-A7WV-01	TP53_wt
TCGA-SP-A6QG-01	TP53_wt
TCGA-SP-A6QH-01	TP53_wt
TCGA-SR-A6MS-01	TP53_wt
TCGA-SR-A6MV-01	TP53_wt
TCGA-WB-A814-01	TP53_wt
TCGA-S7-A7WR-01	TP53_wt
TCGA-QR-A70E-01	TP53_wt
TCGA-RW-A68D-01	TP53_wt
TCGA-QR-A6GR-01	TP53_wt
TCGA-QR-A6H5-01	TP53_wt
TCGA-QR-A6ZZ-01	TP53_wt
TCGA-SR-A6MP-01	TP53_wt
TCGA-WB-A80L-01	TP53_wt
TCGA-QR-A6GX-01	TP53_wt
TCGA-W2-A7HF-01	TP53_wt
TCGA-WB-A81N-01	TP53_wt
TCGA-S7-A7WP-01	TP53_wt
TCGA-W2-A7H5-01	TP53_wt
TCGA-XG-A823-01	TP53_wt
TCGA-P7-A5NY-01	TP53_wt
TCGA-RW-A68A-01	TP53_wt
TCGA-TT-A6YP-01	TP53_wt
