sample	group
TCGA-VQ-A8P3-01	TP53_wt
TCGA-CG-5720-01	TP53_wt
TCGA-HU-A4GQ-01	TP53_mut
TCGA-HU-A4H5-01	TP53_wt
TCGA-R5-A805-01	TP53_wt
TCGA-ZA-A8F6-01	TP53_wt
TCGA-3M-AB46-01	TP53_mut
TCGA-BR-4184-01	TP53_mut
TCGA-BR-6801-01	TP53_wt
TCGA-BR-A44U-01	TP53_mut
TCGA-BR-A4J2-01	TP53_wt
TCGA-CG-4469-01	TP53_mut
TCGA-EQ-A4SO-01	TP53_wt
TCGA-F1-A448-01	TP53_wt
TCGA-HU-8608-01	TP53_wt
TCGA-IN-A6RO-01	TP53_wt
TCGA-RD-A8N1-01	TP53_mut
TCGA-VQ-A8DZ-01	TP53_mut
TCGA-VQ-A91D-01	TP53_wt
TCGA-VQ-A922-01	TP53_mut
TCGA-VQ-A94U-01	TP53_mut
TCGA-BR-6457-01	TP53_mut
TCGA-BR-7197-01	TP53_mut
TCGA-BR-8384-01	TP53_wt
TCGA-BR-8686-01	TP53_wt
TCGA-CD-5801-01	TP53_wt
TCGA-CG-4305-01	TP53_wt
TCGA-CG-4476-01	TP53_wt
TCGA-FP-7829-01	TP53_mut
TCGA-HU-A4GF-01	TP53_mut
TCGA-IN-A7NU-01	TP53_mut
TCGA-VQ-A8PD-01	TP53_wt
TCGA-VQ-A91K-01	TP53_wt
TCGA-VQ-A924-01	TP53_wt
TCGA-CD-A486-01	TP53_mut
TCGA-CG-4443-01	TP53_wt
TCGA-CG-5734-01	TP53_mut
TCGA-F1-A72C-01	TP53_mut
TCGA-FP-8631-01	TP53_mut
TCGA-FP-A4BF-01	TP53_mut
TCGA-HU-A4HB-01	TP53_wt
TCGA-IN-8663-01	TP53_wt
TCGA-KB-A93G-01	TP53_mut
TCGA-VQ-A8E0-01	TP53_mut
TCGA-VQ-A8P2-01	TP53_mut
TCGA-VQ-AA64-01	TP53_wt
TCGA-VQ-AA6G-01	TP53_mut
TCGA-VQ-AA6I-01	TP53_mut
TCGA-BR-6565-01	TP53_mut
TCGA-VQ-A8P5-01	TP53_mut
TCGA-VQ-A91A-01	TP53_wt
TCGA-VQ-A91Y-01	TP53_mut
TCGA-VQ-A92D-01	TP53_wt
TCGA-BR-8360-01	TP53_mut
TCGA-CG-5727-01	TP53_mut
TCGA-CG-5732-01	TP53_wt
TCGA-D7-A6EZ-01	TP53_wt
TCGA-HU-8243-01	TP53_mut
TCGA-MX-A663-01	TP53_wt
TCGA-RD-A7BT-01	TP53_wt
TCGA-VQ-A925-01	TP53_mut
TCGA-BR-4294-01	TP53_wt
TCGA-BR-6802-01	TP53_wt
TCGA-BR-7715-01	TP53_mut
TCGA-BR-8362-01	TP53_wt
TCGA-BR-A4QM-01	TP53_wt
TCGA-CD-8529-01	TP53_wt
TCGA-D7-6521-01	TP53_mut
TCGA-VQ-A8PC-01	TP53_mut
TCGA-VQ-A8PT-01	TP53_wt
TCGA-BR-7196-01	TP53_wt
TCGA-BR-8370-01	TP53_wt
TCGA-D7-6820-01	TP53_mut
TCGA-IN-A6RJ-01	TP53_wt
TCGA-BR-6706-01	TP53_wt
TCGA-BR-7717-01	TP53_wt
TCGA-BR-8372-01	TP53_wt
TCGA-BR-A4J1-01	TP53_wt
TCGA-D7-6817-01	TP53_mut
TCGA-D7-A4YX-01	TP53_wt
TCGA-IN-A6RP-01	TP53_mut
TCGA-IN-AB1V-01	TP53_wt
TCGA-VQ-A8DU-01	TP53_mut
TCGA-VQ-A91S-01	TP53_mut
TCGA-VQ-A94R-01	TP53_mut
TCGA-B7-5818-01	TP53_mut
TCGA-BR-7722-01	TP53_wt
TCGA-BR-8371-01	TP53_wt
TCGA-BR-8590-01	TP53_mut
TCGA-CD-A4MI-01	TP53_wt
TCGA-D7-6527-01	TP53_mut
TCGA-D7-A6F2-01	TP53_mut
TCGA-FP-8211-01	TP53_wt
TCGA-VQ-A8PH-01	TP53_mut
TCGA-BR-8291-01	TP53_wt
TCGA-BR-8484-01	TP53_mut
TCGA-D7-A4YY-01	TP53_wt
TCGA-HU-A4GN-01	TP53_mut
TCGA-MX-A666-01	TP53_mut
TCGA-VQ-A91Q-01	TP53_wt
TCGA-B7-A5TN-01	TP53_mut
TCGA-BR-6563-01	TP53_wt
TCGA-BR-7958-01	TP53_wt
TCGA-CD-5813-01	TP53_mut
TCGA-CD-A4MJ-01	TP53_wt
TCGA-FP-A8CX-01	TP53_wt
TCGA-BR-6455-01	TP53_wt
TCGA-BR-7723-01	TP53_mut
TCGA-BR-7959-01	TP53_wt
TCGA-BR-8483-01	TP53_mut
TCGA-BR-8676-01	TP53_wt
TCGA-CD-8535-01	TP53_mut
TCGA-CG-5724-01	TP53_wt
TCGA-IN-7808-01	TP53_mut
TCGA-VQ-A8E7-01	TP53_mut
TCGA-VQ-AA6K-01	TP53_wt
TCGA-BR-4357-01	TP53_mut
TCGA-BR-6454-01	TP53_wt
TCGA-BR-8297-01	TP53_mut
TCGA-BR-A4CQ-01	TP53_mut
TCGA-BR-A4IY-01	TP53_mut
TCGA-CD-5802-01	TP53_wt
TCGA-CD-A489-01	TP53_mut
TCGA-CG-5717-01	TP53_mut
TCGA-CG-5721-01	TP53_mut
TCGA-D7-6522-01	TP53_wt
TCGA-D7-6525-01	TP53_mut
TCGA-VQ-A8PK-01	TP53_mut
TCGA-VQ-A91V-01	TP53_mut
TCGA-BR-8289-01	TP53_mut
TCGA-BR-A452-01	TP53_mut
TCGA-CD-A48A-01	TP53_wt
TCGA-CG-4436-01	TP53_mut
TCGA-D7-8572-01	TP53_wt
TCGA-D7-8573-01	TP53_wt
TCGA-D7-A747-01	TP53_wt
TCGA-VQ-A8E2-01	TP53_mut
TCGA-VQ-A94P-01	TP53_mut
TCGA-VQ-AA6F-01	TP53_wt
TCGA-BR-4187-01	TP53_wt
TCGA-BR-8589-01	TP53_wt
TCGA-BR-A4J5-01	TP53_wt
TCGA-CG-4438-01	TP53_mut
TCGA-D7-A4YT-01	TP53_wt
TCGA-HU-8238-01	TP53_mut
TCGA-HU-A4GD-01	TP53_mut
TCGA-RD-A8MV-01	TP53_wt
TCGA-VQ-A8PM-01	TP53_mut
TCGA-VQ-AA6A-01	TP53_mut
TCGA-BR-8367-01	TP53_wt
TCGA-BR-8380-01	TP53_wt
TCGA-BR-A4J9-01	TP53_wt
TCGA-FP-A4BE-01	TP53_mut
TCGA-BR-6453-01	TP53_wt
TCGA-HU-A4G3-01	TP53_wt
TCGA-R5-A804-01	TP53_wt
TCGA-D7-6520-01	TP53_mut
TCGA-D7-6524-01	TP53_wt
TCGA-D7-6818-01	TP53_mut
TCGA-VQ-A8PJ-01	TP53_mut
TCGA-B7-A5TI-01	TP53_mut
TCGA-BR-8682-01	TP53_mut
TCGA-CD-8532-01	TP53_wt
TCGA-3M-AB47-01	TP53_wt
TCGA-B7-A5TK-01	TP53_wt
TCGA-BR-4267-01	TP53_wt
TCGA-BR-8381-01	TP53_wt
TCGA-BR-A453-01	TP53_wt
TCGA-CD-8530-01	TP53_mut
TCGA-CD-A487-01	TP53_mut
TCGA-R5-A7O7-01	TP53_mut
TCGA-VQ-A8PX-01	TP53_mut
TCGA-IN-7806-01	TP53_mut
TCGA-BR-8286-01	TP53_mut
TCGA-BR-A4J7-01	TP53_wt
TCGA-CG-4472-01	TP53_wt
TCGA-FP-8209-01	TP53_wt
TCGA-VQ-A928-01	TP53_wt
TCGA-CD-8533-01	TP53_mut
TCGA-FP-8210-01	TP53_wt
TCGA-VQ-A8DV-01	TP53_mut
TCGA-VQ-AA6B-01	TP53_mut
TCGA-BR-A4IV-01	TP53_wt
TCGA-RD-A7BS-01	TP53_wt
TCGA-BR-8680-01	TP53_wt
TCGA-CD-5799-01	TP53_mut
TCGA-HU-A4G2-01	TP53_wt
TCGA-IN-A6RI-01	TP53_mut
TCGA-SW-A7EB-01	TP53_mut
TCGA-D7-8570-01	TP53_wt
TCGA-BR-4279-01	TP53_wt
TCGA-VQ-A8DT-01	TP53_mut
TCGA-BR-6710-01	TP53_wt
TCGA-CD-8534-01	TP53_wt
TCGA-BR-A4J4-01	TP53_wt
TCGA-VQ-AA69-01	TP53_wt
TCGA-VQ-A91W-01	TP53_wt
TCGA-HF-7132-01	TP53_mut
TCGA-HF-7134-01	TP53_wt
TCGA-HF-7136-01	TP53_wt
TCGA-BR-8486-01	TP53_mut
TCGA-CG-5728-01	TP53_wt
TCGA-CD-A4MH-01	TP53_mut
TCGA-EQ-5647-01	TP53_wt
TCGA-MX-A5UJ-01	TP53_wt
TCGA-BR-8368-01	TP53_wt
TCGA-CG-5733-01	TP53_wt
TCGA-CD-8525-01	TP53_mut
TCGA-HU-8604-01	TP53_mut
TCGA-CG-4466-01	TP53_mut
TCGA-BR-4253-01	TP53_wt
TCGA-BR-8366-01	TP53_wt
TCGA-CG-5730-01	TP53_mut
TCGA-RD-A8NB-01	TP53_mut
TCGA-BR-4257-01	TP53_wt
TCGA-CD-A48C-01	TP53_mut
TCGA-D7-A6F0-01	TP53_mut
TCGA-KB-A93H-01	TP53_mut
TCGA-ZQ-A9CR-01	TP53_mut
TCGA-BR-4280-01	TP53_wt
TCGA-BR-4368-01	TP53_wt
TCGA-BR-6452-01	TP53_wt
TCGA-CD-5803-01	TP53_wt
TCGA-CG-5718-01	TP53_mut
TCGA-IN-AB1X-01	TP53_wt
TCGA-RD-A8N6-01	TP53_mut
TCGA-HU-8244-01	TP53_mut
TCGA-BR-4255-01	TP53_mut
TCGA-BR-8369-01	TP53_mut
TCGA-HU-A4GY-01	TP53_wt
TCGA-BR-8060-01	TP53_mut
TCGA-BR-A4QL-01	TP53_wt
TCGA-CG-4301-01	TP53_wt
TCGA-HF-A5NB-01	TP53_wt
TCGA-BR-4362-01	TP53_wt
TCGA-BR-4370-01	TP53_wt
TCGA-BR-6456-01	TP53_mut
TCGA-BR-8677-01	TP53_wt
TCGA-BR-4292-01	TP53_mut
TCGA-BR-8363-01	TP53_wt
TCGA-CD-8526-01	TP53_mut
TCGA-IN-A7NT-01	TP53_mut
TCGA-BR-8080-01	TP53_mut
TCGA-BR-8284-01	TP53_wt
TCGA-BR-A4PD-01	TP53_mut
TCGA-CD-8527-01	TP53_wt
TCGA-CG-4462-01	TP53_wt
TCGA-D7-A6EX-01	TP53_mut
TCGA-D7-A6EY-01	TP53_wt
TCGA-HU-A4H6-01	TP53_wt
TCGA-IN-A6RN-01	TP53_wt
TCGA-VQ-A8P8-01	TP53_wt
TCGA-VQ-A8PU-01	TP53_wt
TCGA-BR-4371-01	TP53_wt
TCGA-BR-8081-01	TP53_mut
TCGA-BR-8361-01	TP53_mut
TCGA-BR-A4J8-01	TP53_mut
TCGA-D7-A6EV-01	TP53_mut
TCGA-EQ-8122-01	TP53_mut
TCGA-HJ-7597-01	TP53_mut
TCGA-HU-A4G8-01	TP53_wt
TCGA-HU-A4GT-01	TP53_wt
TCGA-BR-8078-01	TP53_wt
TCGA-BR-8365-01	TP53_wt
TCGA-BR-A4CR-01	TP53_mut
TCGA-BR-A4QI-01	TP53_mut
TCGA-D7-6528-01	TP53_mut
TCGA-D7-6815-01	TP53_mut
TCGA-HU-A4GX-01	TP53_mut
TCGA-R5-A7ZR-01	TP53_wt
TCGA-BR-7704-01	TP53_wt
TCGA-BR-7707-01	TP53_mut
TCGA-BR-A4J6-01	TP53_wt
TCGA-CG-4465-01	TP53_wt
TCGA-D7-A4YV-01	TP53_wt
TCGA-VQ-A8DL-01	TP53_mut
TCGA-BR-6705-01	TP53_wt
TCGA-BR-8485-01	TP53_wt
TCGA-BR-A4PE-01	TP53_mut
TCGA-CG-4440-01	TP53_mut
TCGA-RD-A7BW-01	TP53_wt
TCGA-BR-8382-01	TP53_wt
TCGA-BR-8687-01	TP53_wt
TCGA-CG-4474-01	TP53_wt
TCGA-CG-5722-01	TP53_wt
TCGA-D7-6526-01	TP53_mut
TCGA-HU-A4G9-01	TP53_wt
TCGA-VQ-A91E-01	TP53_mut
TCGA-VQ-A91Z-01	TP53_mut
TCGA-BR-4201-01	TP53_wt
TCGA-BR-4361-01	TP53_mut
TCGA-CD-8531-01	TP53_mut
TCGA-CG-4460-01	TP53_mut
TCGA-D7-8579-01	TP53_wt
TCGA-R5-A7ZE-01	TP53_mut
TCGA-BR-8373-01	TP53_wt
TCGA-R5-A7ZF-01	TP53_mut
TCGA-VQ-A8PB-01	TP53_wt
TCGA-BR-6566-01	TP53_wt
TCGA-BR-6852-01	TP53_wt
TCGA-BR-8487-01	TP53_mut
TCGA-D7-6519-01	TP53_wt
TCGA-IN-A7NR-01	TP53_mut
TCGA-BR-8592-01	TP53_wt
TCGA-BR-8679-01	TP53_mut
TCGA-RD-A8N9-01	TP53_mut
TCGA-BR-7716-01	TP53_mut
TCGA-HU-A4GP-01	TP53_mut
TCGA-CD-8524-01	TP53_mut
TCGA-D7-A74A-01	TP53_wt
TCGA-SW-A7EA-01	TP53_wt
TCGA-BR-4363-01	TP53_mut
TCGA-BR-8295-01	TP53_mut
TCGA-D7-A4Z0-01	TP53_wt
TCGA-HU-A4GJ-01	TP53_wt
TCGA-RD-A8N2-01	TP53_wt
TCGA-VQ-A91N-01	TP53_mut
TCGA-BR-8077-01	TP53_mut
TCGA-BR-8296-01	TP53_mut
TCGA-CG-4477-01	TP53_mut
TCGA-HU-8602-01	TP53_wt
TCGA-HU-A4H2-01	TP53_mut
TCGA-RD-A8N4-01	TP53_wt
TCGA-BR-6458-01	TP53_mut
TCGA-BR-6709-01	TP53_wt
TCGA-BR-8285-01	TP53_wt
TCGA-HU-A4H3-01	TP53_mut
TCGA-VQ-A8PZ-01	TP53_wt
TCGA-BR-4183-01	TP53_mut
TCGA-BR-8588-01	TP53_wt
TCGA-BR-6803-01	TP53_mut
TCGA-BR-8690-01	TP53_mut
TCGA-CG-5719-01	TP53_wt
TCGA-D7-8576-01	TP53_mut
TCGA-KB-A6F7-01	TP53_wt
TCGA-BR-4188-01	TP53_wt
TCGA-BR-8058-01	TP53_wt
TCGA-BR-A44T-01	TP53_wt
TCGA-D7-5577-01	TP53_wt
TCGA-HU-A4H4-01	TP53_mut
TCGA-RD-A8N0-01	TP53_wt
TCGA-D7-A74B-01	TP53_mut
TCGA-VQ-AA68-01	TP53_mut
TCGA-VQ-AA6D-01	TP53_wt
TCGA-B7-5816-01	TP53_wt
TCGA-CD-5800-01	TP53_mut
TCGA-BR-7957-01	TP53_wt
TCGA-VQ-A8PQ-01	TP53_wt
TCGA-VQ-A8PY-01	TP53_mut
TCGA-BR-6564-01	TP53_wt
TCGA-BR-A4IZ-01	TP53_wt
TCGA-R5-A7ZI-01	TP53_wt
TCGA-CD-8528-01	TP53_mut
TCGA-BR-8364-01	TP53_wt
TCGA-D7-A748-01	TP53_wt
TCGA-BR-A4IU-01	TP53_mut
TCGA-HF-7131-01	TP53_mut
TCGA-HF-7133-01	TP53_wt
TCGA-BR-4186-01	TP53_wt
TCGA-BR-4190-01	TP53_wt
TCGA-BR-4194-01	TP53_wt
TCGA-BR-4195-01	TP53_wt
TCGA-BR-4196-01	TP53_wt
TCGA-BR-4197-01	TP53_wt
TCGA-BR-4199-01	TP53_wt
TCGA-BR-4200-01	TP53_wt
TCGA-BR-4205-01	TP53_wt
TCGA-BR-4259-01	TP53_wt
TCGA-BR-4260-01	TP53_wt
TCGA-BR-4261-01	TP53_wt
TCGA-BR-4263-01	TP53_wt
TCGA-BR-4264-01	TP53_wt
TCGA-BR-4265-01	TP53_wt
TCGA-BR-4266-01	TP53_wt
TCGA-BR-4270-01	TP53_wt
TCGA-BR-4271-01	TP53_wt
TCGA-BR-4272-01	TP53_wt
TCGA-BR-4273-01	TP53_wt
TCGA-BR-4274-01	TP53_wt
TCGA-BR-4276-01	TP53_wt
TCGA-BR-4277-01	TP53_wt
TCGA-BR-4278-01	TP53_wt
TCGA-BR-4281-01	TP53_wt
TCGA-BR-4282-01	TP53_wt
TCGA-BR-4283-01	TP53_wt
TCGA-BR-4284-01	TP53_wt
TCGA-BR-4285-01	TP53_wt
TCGA-BR-4286-01	TP53_wt
TCGA-BR-4288-01	TP53_wt
TCGA-BR-4291-01	TP53_wt
TCGA-BR-4298-01	TP53_wt
TCGA-BR-4375-01	TP53_wt
TCGA-BR-4376-01	TP53_wt
