claim_id	decision	module_id	term_uid	term_id	term_name	direction	direction_source	stability	context_fit	evidence_strength	score_source	_join	term_label	evidence_strength_filled	utility_score	rank_global	module_utility_sum	module_rank	rank_in_module
c_3292b112f56f	PASS	Mdd3caae7261b	fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	down	audit	0.9375	0.7751654818852856	0.018664324039434233	-log10(qval)	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR: HALLMARK_DNA_REPAIR	0.018664324039434233	0.01356369350446046	15	0.01356369350446046	17	1
c_326be8fc2d3b	PASS	M591a524fec18	fgsea_msigdb_H_entrez:HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	up	audit	0.9375	0.7749909076017352	0.018664324039434233	-log10(qval)	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING: HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.018664324039434233	0.013560638837900643	16	0.013560638837900643	18	1
c_3de6c9d2aa73	PASS	M03a383e6e086	fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	up	audit	1.0	0.7162038302345781	0.018664324039434233	-log10(qval)	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION: HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.018664324039434233	0.01336746036578211	17	0.021723502444933117	6	1
c_5e329498da2b	PASS	Mc4fe664d694a	fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	down	audit	0.921875	0.7615434573901896	0.018664324039434233	-log10(qval)	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION: HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.018664324039434233	0.013103249026119578	18	0.02958679689300074	3	1
c_12ba6a29e800	PASS	M8e5c1d28573e	fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	up	audit	1.0	0.6824558491197192	0.018664324039434233	-log10(qval)	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE: HALLMARK_ESTROGEN_RESPONSE_LATE	0.018664324039434233	0.012737577110577677	19	0.012737577110577677	19	1
c_0915cd0d36c4	ABSTAIN	M0b9664e418b9	fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	down	audit	0.828125	0.7768340448755886	0.018664324039434233	-log10(qval)	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING: HALLMARK_IL2_STAT5_SIGNALING	0.018664324039434233	0.012007052561506035	20	0.012007052561506035	20	1
c_b0e66db519e8	PASS	M316384fde50c	fgsea_msigdb_H_entrez:HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	up	audit	0.984375	0.6392462627092341	0.018664324039434233	-log10(qval)	HALLMARK_PEROXISOME	HALLMARK_PEROXISOME: HALLMARK_PEROXISOME	0.018664324039434233	0.011744675960261786	21	0.011744675960261786	21	1
c_df4191b7d7a7	PASS	Me56b74484d20	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	down	audit	0.96875	0.9840263908076003	0.011727836366977228	-log10(qval)	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2: HALLMARK_MYC_TARGETS_V2	0.011727836366977228	0.011179859851798138	22	0.011179859851798138	22	1
c_a109d5f2a3c3	PASS	Mdf6350d89cee	fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	up	audit	1.0	0.597218030864805	0.018664324039434233	-log10(qval)	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS: HALLMARK_APOPTOSIS	0.018664324039434233	0.011146670850253554	23	0.021558569803479546	7	1
c_02aa46f2c7ef	PASS	Mc4fe664d694a	fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	down	audit	1.0	0.580286117102425	0.018664324039434233	-log10(qval)	HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT: HALLMARK_COMPLEMENT	0.018664324039434233	0.010830648125184738	24	0.02958679689300074	3	2
c_d65586fa6a4a	PASS	M94039d22fbff	fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	down	audit	0.984375	0.5696944455544901	0.018664324039434233	-log10(qval)	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE: HALLMARK_INTERFERON_ALPHA_RESPONSE	0.018664324039434233	0.010466821708180845	25	0.024356413231093485	4	2
c_4a9ab1657291	PASS	Mdf6350d89cee	fgsea_msigdb_H_entrez:HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	up	audit	1.0	0.5578503101011103	0.018664324039434233	-log10(qval)	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB: HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.018664324039434233	0.010411898953225994	26	0.021558569803479546	7	2
c_42c3c521f936	PASS	Mf4596493a738	fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	down	audit	0.96875	0.5325161493878938	0.018664324039434233	-log10(qval)	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA: HALLMARK_HYPOXIA	0.018664324039434233	0.009628458531894687	27	0.023684580509924832	5	2
c_a7db1781567b	PASS	M0b67a17cb0b6	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	down	audit	0.984375	0.5158108449926138	0.018664324039434233	-log10(qval)	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1: HALLMARK_MYC_TARGETS_V1	0.018664324039434233	0.00947683480471533	28	0.040946785538220745	2	3
c_37366b7dfe92	PASS	M740963684598	fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	down	audit	0.96875	0.5150434510791788	0.018664324039434233	-log10(qval)	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN: HALLMARK_KRAS_SIGNALING_DN	0.018664324039434233	0.009312533557038715	29	0.009312533557038715	23	1
c_a677bb83e9ea	PASS	Me43c4cd101bd	fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	down	audit	0.953125	0.4931003806891532	0.018664324039434233	-log10(qval)	HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM: HALLMARK_HEME_METABOLISM	0.018664324039434233	0.008771976603721792	30	0.008771976603721792	24	1
c_af13b58fb0a4	PASS	M63bca3f82c8e	fgsea_msigdb_H_entrez:HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	down	audit	0.96875	0.4678032482927439	0.018664324039434233	-log10(qval)	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS: HALLMARK_SPERMATOGENESIS	0.018664324039434233	0.008458380431184567	31	0.008458380431184567	25	1
c_0a5a95d3c933	PASS	M03a383e6e086	fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	up	audit	0.9375	0.4775480500800706	0.018664324039434233	-log10(qval)	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS: HALLMARK_ADIPOGENESIS	0.018664324039434233	0.008356042079151004	32	0.021723502444933117	6	2
c_40f168bf3a97	PASS	M461f65de8e09	fgsea_msigdb_H_entrez:HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	down	audit	0.984375	0.4466053471797462	0.018664324039434233	-log10(qval)	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM: HALLMARK_FATTY_ACID_METABOLISM	0.018664324039434233	0.008205343371920765	33	0.008205343371920765	26	1
c_bb0a0bcb10b6	PASS	M3297d664d230	fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	up	audit	0.953125	0.4397362436017051	0.018664324039434233	-log10(qval)	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS: HALLMARK_PANCREAS_BETA_CELLS	0.018664324039434233	0.007822658817037727	34	0.007822658817037727	27	1
c_7ab67ba67ec2	PASS	Mf906280fa5e1	fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	up	audit	0.9375	0.4267756877622437	0.018664324039434233	-log10(qval)	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION: HALLMARK_APICAL_JUNCTION	0.018664324039434233	0.007467637245512741	35	0.007467637245512741	28	1
c_7eb60753a906	PASS	M40cd09ad5a42	fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	down	audit	0.96875	0.3973886659612882	0.018664324039434233	-log10(qval)	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP: HALLMARK_KRAS_SIGNALING_UP	0.018664324039434233	0.007185209867628098	36	0.007185209867628098	29	1
c_301093d58998	PASS	Mc4fe664d694a	fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	HALLMARK_COAGULATION	HALLMARK_COAGULATION	down	audit	0.953125	0.3177672650706182	0.018664324039434233	-log10(qval)	HALLMARK_COAGULATION	HALLMARK_COAGULATION: HALLMARK_COAGULATION	0.018664324039434233	0.005652899741696428	37	0.02958679689300074	3	3
c_9da4a1e8752d	PASS	Maf269dcd4575	fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	up	audit	1.0	0.30170462089314	0.018664324039434233	-log10(qval)	HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY: HALLMARK_P53_PATHWAY	0.018664324039434233	0.005631112808544224	38	0.005631112808544224	30	1
c_008939fd9559	PASS	Md4f5e0a53b7c	fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	down	audit	0.90625	0.2623492121982358	0.018664324039434233	-log10(qval)	HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION: HALLMARK_PROTEIN_SECRETION	0.018664324039434233	0.004437517204087088	39	0.004437517204087088	31	1
c_145039799071	ABSTAIN	M6f6e9e05805a	fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	up	audit	0.84375	0.2424172937173114	0.018664324039434233	-log10(qval)	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING: HALLMARK_TGF_BETA_SIGNALING	0.018664324039434233	0.0038175932160303227	40	0.0038175932160303227	32	1
c_0d073d7a90b7	ABSTAIN	Me89ae70f36de	fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	down	audit	0.984375	0.1942184168345284	0.018664324039434233	-log10(qval)	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION: HALLMARK_ALLOGRAFT_REJECTION	0.018664324039434233	0.003568315537065773	41	0.003568315537065773	33	1
c_76515e61f86f	ABSTAIN	M557bebe138f3	fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	down	audit	0.96875	0.1886075548485219	0.018664324039434233	-log10(qval)	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM: HALLMARK_XENOBIOTIC_METABOLISM	0.018664324039434233	0.00341022525372886	42	0.00341022525372886	34	1
c_8866fb2aaa21	ABSTAIN	Ma4188ca7ae89	fgsea_msigdb_H_entrez:HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	up	audit	0.921875	0.1874022056648792	0.018664324039434233	-log10(qval)	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING: HALLMARK_IL6_JAK_STAT3_SIGNALING	0.018664324039434233	0.0032244749069032215	43	0.0032244749069032215	35	1
c_79cd2596fe00	ABSTAIN	Mcf69f9e4157c	fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	up	audit	0.796875	0.2027254136407701	0.018664324039434233	-log10(qval)	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE: HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.018664324039434233	0.003015162083940678	44	0.003015162083940678	36	1
c_d8a8138f5d57	ABSTAIN	M5ff3f8386599	fgsea_msigdb_H_entrez:HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	up	audit	0.90625	0.1349192483769012	0.018664324039434233	-log10(qval)	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS: HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.018664324039434233	0.002282097517344952	45	0.002282097517344952	37	1
c_0e77174bb228	ABSTAIN	Me6bf443283c2	fgsea_msigdb_H_entrez:HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	up	audit	0.9375	0.1290467121415179	0.018664324039434233	-log10(qval)	HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS: HALLMARK_ANGIOGENESIS	0.018664324039434233	0.0022580340484058266	46	0.0022580340484058266	38	1
c_e2df6d48cfc1	ABSTAIN	M719ba53cf8d5	fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	up	audit	0.84375	0.1147703762764438	0.018664324039434233	-log10(qval)	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE: HALLMARK_MITOTIC_SPINDLE	0.018664324039434233	0.0018074065721776953	47	0.0018074065721776953	39	1
c_bd21ea891ea0	ABSTAIN	Mea4001d70482	fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	down	audit	0.953125	0.0861176684816673	0.018664324039434233	-log10(qval)	HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING: HALLMARK_NOTCH_SIGNALING	0.018664324039434233	0.0015319845667782351	48	0.0015319845667782351	40	1
c_40e9b101a991	ABSTAIN	Me334011e2fa6	fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	down	audit	0.96875	0.0301720943251984	0.018664324039434233	-log10(qval)	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS: HALLMARK_MYOGENESIS	0.018664324039434233	0.000545543565889069	49	0.000545543565889069	41	1
c_f486da562f1b	ABSTAIN	Ma9ddf8f5a0b5	fgsea_msigdb_H_entrez:HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	down	audit	0.984375	0.0259391606739833	0.018664324039434233	-log10(qval)	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING: HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.018664324039434233	0.0004765722610656396	50	0.0004765722610656396	42	1
