claim_id	entity	direction	context_keys	term_uid	source	term_id	term_name	module_id	module_missing	module_reason	gene_ids	gene_ids_suggest	gene_ids_snippet	gene_ids_n_total	gene_ids_n_in_claim	term_ids	gene_set_hash	context_score	context_evaluated	context_status	context_method	context_confidence	context_reason	select_context_score	select_context_evaluated	select_context_tokens_n	select_context_status_score	select_context_tiebreak	context_signature	context_swap_active	context_gate_mode	context_gate_hit	eligible_context	eligible	term_survival	keep_term	keep_reason	claim_json	preselect_tau_gate	context_score_proxy	select_context_mode	select_context_policy	select_notes	select_diag_n_total	select_diag_n_eligible	select_diag_n_ineligible	select_diag_n_picked	select_diag_blocked_by_module_cap	select_diag_relaxed	select_diag_relax_passes	select_diag_max_per_module	select_diag_ctx_hit_terms	claim_mode	llm_notes	context_notes	context_review_mode	context_ctx_id	context_proxy_method	context_score_proxy_norm	module_context_weight	context_score_proxy_reason	context_score_proxy_n_nonzero	context_tokens_method	context_tokens	context_tokens_n	context_score_proxy_u01	context_score_proxy_u01_norm	context_ctx_id_original	context_ctx_id_effective	context_swap_from	context_swap_to	gene_ids_excel	term_ids_excel
c_7cf69c05b609	HALLMARK_G2M_CHECKPOINT	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_G2M_CHECKPOINT	fgsea_demo	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	M6e5938252379	False		10293,10721,675,2935,1027,1950,4691,1432,5371,9462	10293,10721,675,2935,1027,1950,4691,1432,5371,9462	10293,10721,675,2935,1027,1950,4691,1432,5371,9462	40	40	fgsea_demo:HALLMARK_G2M_CHECKPOINT	226f959a1622	0.6773011747208304	False	PASS	none	0.6773011747208304	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.984375	True	ok	"{""claim_id"":""c_7cf69c05b609"",""entity"":""HALLMARK_G2M_CHECKPOINT"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M6e5938252379"",""gene_ids"":[""10293"",""10721"",""675"",""2935"",""1027"",""1950"",""4691"",""1432"",""5371"",""9462"",""602"",""10772"",""5976"",""7290"",""1058"",""9585"",""1031"",""1163"",""3015"",""9493"",""262"",""1869"",""6426"",""1164"",""10419"",""4957"",""11004"",""8454"",""3837"",""10036"",""7486"",""6427"",""5001"",""7153"",""546"",""3930"",""4212"",""7150"",""4928"",""5887""],""term_ids"":[""fgsea_demo:HALLMARK_G2M_CHECKPOINT""],""gene_set_hash"":""226f959a1622"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.677 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.6773011747208304	0.6773011747208304	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'10293;10721;675;2935;1027;1950;4691;1432;5371;9462	'fgsea_demo:HALLMARK_G2M_CHECKPOINT
c_b4ddacda6754	HALLMARK_DNA_REPAIR	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_DNA_REPAIR	fgsea_demo	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Me48b3f87086f	False		6749,3251,5437,2967,7508,11047,6827,5985,9978,1643	6749,3251,5437,2967,7508,11047,6827,5985,9978,1643	6749,3251,5437,2967,7508,11047,6827,5985,9978,1643	28	28	fgsea_demo:HALLMARK_DNA_REPAIR	13ec90d080db	0.1779193719639156	False	ABSTAIN	none	0.1779193719639156	PROXY_U01_LOW_ABSTAIN		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.984375	True	ok	"{""claim_id"":""c_b4ddacda6754"",""entity"":""HALLMARK_DNA_REPAIR"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Me48b3f87086f"",""gene_ids"":[""6749"",""3251"",""5437"",""2967"",""7508"",""11047"",""6827"",""5985"",""9978"",""1643"",""2071"",""5424"",""6834"",""2879"",""10714"",""9013"",""2962"",""10946"",""5429"",""4059"",""10309"",""3978"",""2067"",""6884"",""5982"",""6431"",""2073"",""2072""],""term_ids"":[""fgsea_demo:HALLMARK_DNA_REPAIR""],""gene_set_hash"":""13ec90d080db"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.178 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.1779193719639156	0.1779193719639156	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'6749;3251;5437;2967;7508;11047;6827;5985;9978;1643	'fgsea_demo:HALLMARK_DNA_REPAIR
c_30a312c0aba7	HALLMARK_HEME_METABOLISM	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_HEME_METABOLISM	fgsea_demo	HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Mf1a70430984e	False		440,8780,682,5091,2309,8974,3792,3049,6513,2532	440,8780,682,5091,2309,8974,3792,3049,6513,2532	440,8780,682,5091,2309,8974,3792,3049,6513,2532	31	31	fgsea_demo:HALLMARK_HEME_METABOLISM	8e1ed606db8f	0.528632487305398	False	PASS	none	0.528632487305398	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.984375	True	ok	"{""claim_id"":""c_30a312c0aba7"",""entity"":""HALLMARK_HEME_METABOLISM"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Mf1a70430984e"",""gene_ids"":[""440"",""8780"",""682"",""5091"",""2309"",""8974"",""3792"",""3049"",""6513"",""2532"",""2057"",""7716"",""4354"",""3005"",""3321"",""7001"",""571"",""118"",""6917"",""2993"",""4059"",""9541"",""669"",""3920"",""6622"",""8991"",""7150"",""7145"",""10661"",""9958"",""10181""],""term_ids"":[""fgsea_demo:HALLMARK_HEME_METABOLISM""],""gene_set_hash"":""8e1ed606db8f"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.529 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.528632487305398	0.528632487305398	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'440;8780;682;5091;2309;8974;3792;3049;6513;2532	'fgsea_demo:HALLMARK_HEME_METABOLISM
c_376b2612d353	HALLMARK_INFLAMMATORY_RESPONSE	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_INFLAMMATORY_RESPONSE	fgsea_demo	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	M2aa377623cac	False		5817,4224,8767,6869,3593,11047,1906,5329,1317,3569	5817,4224,8767,6869,3593,11047,1906,5329,1317,3569	5817,4224,8767,6869,3593,11047,1906,5329,1317,3569	48	48	fgsea_demo:HALLMARK_INFLAMMATORY_RESPONSE	8de249354595	0.35746358114237986	False	PASS	none	0.35746358114237986	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.96875	True	ok	"{""claim_id"":""c_376b2612d353"",""entity"":""HALLMARK_INFLAMMATORY_RESPONSE"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M2aa377623cac"",""gene_ids"":[""5817"",""4224"",""8767"",""6869"",""3593"",""11047"",""1906"",""5329"",""1317"",""3569"",""3678"",""187"",""5027"",""6717"",""3601"",""7098"",""1236"",""1902"",""196"",""1880"",""970"",""8809"",""962"",""6376"",""488"",""4986"",""8519"",""3624"",""1536"",""3606"",""4792"",""5732"",""3460"",""91"",""4210"",""3454"",""3566"",""5996"",""8877"",""728"",""3576"",""7097"",""490"",""5734"",""558"",""623"",""2015"",""10203""],""term_ids"":[""fgsea_demo:HALLMARK_INFLAMMATORY_RESPONSE""],""gene_set_hash"":""8de249354595"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.357 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.35746358114237986	0.35746358114237986	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'5817;4224;8767;6869;3593;11047;1906;5329;1317;3569	'fgsea_demo:HALLMARK_INFLAMMATORY_RESPONSE
c_8e88d02c3bc4	HALLMARK_ADIPOGENESIS	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_ADIPOGENESIS	fgsea_demo	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	M58f4404a62c6	False		8780,7086,3952,1666,3977,2109,5236,6623,3033,4056	8780,7086,3952,1666,3977,2109,5236,6623,3033,4056	8780,7086,3952,1666,3977,2109,5236,6623,3033,4056	21	21	fgsea_demo:HALLMARK_ADIPOGENESIS	1d8ee1c6faf4	0.45147369451942865	False	PASS	none	0.45147369451942865	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.96875	True	ok	"{""claim_id"":""c_8e88d02c3bc4"",""entity"":""HALLMARK_ADIPOGENESIS"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M58f4404a62c6"",""gene_ids"":[""8780"",""7086"",""3952"",""1666"",""3977"",""2109"",""5236"",""6623"",""3033"",""4056"",""4706"",""1891"",""1580"",""7423"",""2879"",""1031"",""3459"",""8884"",""4698"",""1376"",""5209""],""term_ids"":[""fgsea_demo:HALLMARK_ADIPOGENESIS""],""gene_set_hash"":""1d8ee1c6faf4"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.451 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.45147369451942865	0.45147369451942865	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'8780;7086;3952;1666;3977;2109;5236;6623;3033;4056	'fgsea_demo:HALLMARK_ADIPOGENESIS
c_e0cdfb8a4168	HALLMARK_HYPOXIA	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_HYPOXIA	fgsea_demo	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	M1e1b3a94e785	False		1907,2309,8974,680,6478,7422,1027,5066,2203,3725	1907,2309,8974,680,6478,7422,1027,5066,2203,3725	1907,2309,8974,680,6478,7422,1027,5066,2203,3725	34	34	fgsea_demo:HALLMARK_HYPOXIA	35d58b5aa652	0.46604389989127815	False	PASS	none	0.46604389989127815	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.96875	True	ok	"{""claim_id"":""c_e0cdfb8a4168"",""entity"":""HALLMARK_HYPOXIA"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M1e1b3a94e785"",""gene_ids"":[""1907"",""2309"",""8974"",""680"",""6478"",""7422"",""1027"",""5066"",""2203"",""3725"",""6513"",""4015"",""2548"",""5236"",""5329"",""3036"",""3569"",""6095"",""5292"",""9957"",""9215"",""2023"",""5260"",""2353"",""1356"",""7128"",""7167"",""5209"",""5155"",""3486"",""3073"",""6533"",""5507"",""1028""],""term_ids"":[""fgsea_demo:HALLMARK_HYPOXIA""],""gene_set_hash"":""35d58b5aa652"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.466 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.46604389989127815	0.46604389989127815	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'1907;2309;8974;680;6478;7422;1027;5066;2203;3725	'fgsea_demo:HALLMARK_HYPOXIA
c_b49ae638cd87	HALLMARK_APICAL_JUNCTION	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_APICAL_JUNCTION	fgsea_demo	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	M2033f7f83759	False		58,6237,5871,7122,6714,3033,1432,2200,8517,4892	58,6237,5871,7122,6714,3033,1432,2200,8517,4892	58,6237,5871,7122,6714,3033,1432,2200,8517,4892	29	29	fgsea_demo:HALLMARK_APICAL_JUNCTION	3de6aa526df4	0.5304067112615283	False	PASS	none	0.5304067112615283	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.953125	True	ok	"{""claim_id"":""c_b49ae638cd87"",""entity"":""HALLMARK_APICAL_JUNCTION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M2033f7f83759"",""gene_ids"":[""58"",""6237"",""5871"",""7122"",""6714"",""3033"",""1432"",""2200"",""8517"",""4892"",""1364"",""10487"",""999"",""3675"",""8751"",""5335"",""7414"",""6810"",""4902"",""649"",""4597"",""8910"",""1366"",""9379"",""2962"",""6376"",""5522"",""1739"",""6850""],""term_ids"":[""fgsea_demo:HALLMARK_APICAL_JUNCTION""],""gene_set_hash"":""3de6aa526df4"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.530 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.5304067112615283	0.5304067112615283	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'58;6237;5871;7122;6714;3033;1432;2200;8517;4892	'fgsea_demo:HALLMARK_APICAL_JUNCTION
c_f78a38db12b7	HALLMARK_ANDROGEN_RESPONSE	down	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_ANDROGEN_RESPONSE	fgsea_demo	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	M508ca96552ff	False		3998,2005,9871,3977,7520,11047,11099,3157,3005,8554	3998,2005,9871,3977,7520,11047,11099,3157,3005,8554	3998,2005,9871,3977,7520,11047,11099,3157,3005,8554	21	21	fgsea_demo:HALLMARK_ANDROGEN_RESPONSE	cd2828d5f30a	0.7375721902788868	False	PASS	none	0.7375721902788868	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.953125	True	ok	"{""claim_id"":""c_f78a38db12b7"",""entity"":""HALLMARK_ANDROGEN_RESPONSE"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M508ca96552ff"",""gene_ids"":[""3998"",""2005"",""9871"",""3977"",""7520"",""11047"",""11099"",""3157"",""3005"",""8554"",""8848"",""1622"",""3685"",""354"",""3856"",""3156"",""9455"",""9053"",""2982"",""9510"",""658""],""term_ids"":[""fgsea_demo:HALLMARK_ANDROGEN_RESPONSE""],""gene_set_hash"":""cd2828d5f30a"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.738 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.7375721902788868	0.7375721902788868	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'3998;2005;9871;3977;7520;11047;11099;3157;3005;8554	'fgsea_demo:HALLMARK_ANDROGEN_RESPONSE
c_103c3cf74bec	HALLMARK_APOPTOSIS	up	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_APOPTOSIS	fgsea_demo	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	M2e400a2027dd	False		7124,3659,7818,6709,1017,7832,638,637,3669,6890	7124,3659,7818,6709,1017,7832,638,637,3669,6890	7124,3659,7818,6709,1017,7832,638,637,3669,6890	39	39	fgsea_demo:HALLMARK_APOPTOSIS	12e377f78955	0.0782522923478024	False	ABSTAIN	none	0.0782522923478024	PROXY_U01_LOW_ABSTAIN		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.9375	True	ok	"{""claim_id"":""c_103c3cf74bec"",""entity"":""HALLMARK_APOPTOSIS"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M2e400a2027dd"",""gene_ids"":[""7124"",""3659"",""7818"",""6709"",""1017"",""7832"",""638"",""637"",""3669"",""6890"",""595"",""3489"",""1191"",""834"",""4313"",""8870"",""2934"",""2064"",""4170"",""1026"",""355"",""6574"",""633"",""5551"",""6304"",""1499"",""2147"",""6041"",""1611"",""7465"",""1676"",""10410"",""2107"",""8900"",""3482"",""10134"",""3552"",""969"",""10682""],""term_ids"":[""fgsea_demo:HALLMARK_APOPTOSIS""],""gene_set_hash"":""12e377f78955"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.078 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.0782522923478024	0.0782522923478024	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'7124;3659;7818;6709;1017;7832;638;637;3669;6890	'fgsea_demo:HALLMARK_APOPTOSIS
c_c0f0d6c0e995	HALLMARK_BILE_ACID_METABOLISM	up	condition,tissue,perturbation,comparison	fgsea_demo:HALLMARK_BILE_ACID_METABOLISM	fgsea_demo	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Meb94c762e19f	False		8412,5190,3422,10350,215,3295,5264,6820,8856,6310	8412,5190,3422,10350,215,3295,5264,6820,8856,6310	8412,5190,3422,10350,215,3295,5264,6820,8856,6310	25	25	fgsea_demo:HALLMARK_BILE_ACID_METABOLISM	79574a16549c	0.976991958233348	False	PASS	none	0.976991958233348	PROXY_U01_OK		False	0	-1		58670fc4e2ee	False	note	False	True	True	0.9375	True	ok	"{""claim_id"":""c_c0f0d6c0e995"",""entity"":""HALLMARK_BILE_ACID_METABOLISM"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Meb94c762e19f"",""gene_ids"":[""8412"",""5190"",""3422"",""10350"",""215"",""3295"",""5264"",""6820"",""8856"",""6310"",""216"",""5825"",""1581"",""5213"",""335"",""3418"",""8431"",""5824"",""6718"",""5193"",""9962"",""2232"",""9409"",""3283"",""2180""],""term_ids"":[""fgsea_demo:HALLMARK_BILE_ACID_METABOLISM""],""gene_set_hash"":""79574a16549c"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=30; eligible=30; ineligible=0; picked=20; max_per_module=1; blocked_by_module_cap=3; relaxed=False; relax_passes=0; ctx_mode=off; ctx_gate=note; ctx_swap=False; ctx_sig=58670fc4e2ee; ctx_hit_terms=0	30	30	0	20	3	False	0	1	0	deterministic		proxy_context_v2: u=0.977 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=58670fc4e2ee	proxy	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	module_weight	0.0	0.0	EMPTY_WEIGHTS	0	v2	brca;breast;tp53;mutation;mut	5	0.976991958233348	0.976991958233348	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt	BRCA|breast|TP53 mutation|TP53-mut vs TP53-wt			'8412;5190;3422;10350;215;3295;5264;6820;8856;6310	'fgsea_demo:HALLMARK_BILE_ACID_METABOLISM
