claim_id	human_label	rater_id	label_version	condition	entity	direction	term_name	gene_symbols_str	module_id_effective	_src
c_1f5784486133		R1	v1	HNSC	HALLMARK_MITOTIC_SPINDLE	up	HALLMARK_MITOTIC_SPINDLE	PRC1;FLNB;ARHGEF7;KIF2C;PXN;ARFGEF1;AKAP13;DYNC1H1;CENPF;ARHGAP29;KIF23;MYH9;PKD2;CYTH2	M719ba53cf8d5	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_ad2d4a6f0856		R1	v1	HNSC	HALLMARK_TGF_BETA_SIGNALING	up	HALLMARK_TGF_BETA_SIGNALING	CTNNB1;CDKN1C;LTBP2;KLF10;SMAD7;XIAP;SMAD1;NOG;BCAR3;JUNB;APC;CDK9;ACVR1	M6f6e9e05805a	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_3128e0bd890b		R1	v1	HNSC	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	up	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	ALDH18A1;EIF4G1;NFYA;WFS1;EIF4E;KDELR3;H2AX;CEBPG;ATP6V0D1;IARS1;CCL2;PREB;TUBB2A;XBP1	Mcf69f9e4157c	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_527e226afd77		R1	v1	HNSC	HALLMARK_GLYCOLYSIS	down	HALLMARK_GLYCOLYSIS	P4HA2;ANG;BIK;HSPA5;STC1;ME2;PC;CYB5A;PYGB;FKBP4;IDUA;MED24;IER3;HMMR;DPYSL4;GYS1;TGFBI;PMM2;SAP30;AKR1A1;PGAM2;IRS2;EFNA3;EGFR;SDC3;PSMC4;STC2;PAM;DLD;KIF2A;P4HA1;TXN;PPFIA4;COPB2;ALDH9A1;DSC2;TALDO1;HS2ST1;GOT2;GPC1;CDK1;AGL;EXT2	Mf4596493a738	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_5e57c66438fe		R1	v1	HNSC	HALLMARK_HEME_METABOLISM	down	HALLMARK_HEME_METABOLISM	P4HA2;RIOK3;GYPE;BSG;HBQ1;LPIN2;ALDH6A1;PC;SLC6A8;UCP2;SYNJ1;IGSF3;SLC6A9;RAD23A;CLIC2;KAT2B;C3;FECH;RHCE;UBAC1;LMO2	Me43c4cd101bd	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_970633c2904e		R1	v1	HNSC	HALLMARK_ESTROGEN_RESPONSE_EARLY	down	HALLMARK_ESTROGEN_RESPONSE_EARLY	GAB2;SLC22A5;SYNGR1;CLIC3;NRIP1;KCNK5;HES1;ADCY9;DLC1;FKBP4;AR;MED24;SCNN1A;GFRA1;FASN;ALDH3B1;UNC119;UGCG;PAPSS2;TFAP2C;PTGES;RASGRP1;MAPT;KRT19;FOS;SLC26A2;MYBL1;STC2;KRT15;SVIL;CELSR2;TGM2;NCOR2;FOXC1;ABHD2;CCN5;AREG;RBBP8;MICB;LAD1;MYC;PRSS23;EGR3	M849a4c0e7f2d	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_da0bf28d2afd		R1	v1	HNSC	HALLMARK_COAGULATION	down	HALLMARK_COAGULATION	MMP1;ANG;MST1;LGMN;P2RY1;TIMP1;THBD;C1QA;MMP3;PLEK;C8A;HNF4A;C8B;FN1;MBL2;TF;KLKB1;HPN;C3;COMP;ITGB3;F3	Mc4fe664d694a	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_d9bf3dc81b90		R1	v1	HNSC	HALLMARK_NOTCH_SIGNALING	down	HALLMARK_NOTCH_SIGNALING	HES1;CUL1;SAP30;ST3GAL6;NOTCH1;DTX1;FZD1;WNT2;TCF7L2	Mea4001d70482	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_f321e754f77e		R1	v1	HNSC	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	down	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HHEX;PRDX4;PDLIM1;ERCC2;GPX3;STK25;PRNP;NDUFA6;TXNRD1;LAMTOR5;TXN;NDUFB4	Mf1237f2d6d20	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_c8e37e94d74c		R1	v1	HNSC	HALLMARK_DNA_REPAIR	down	HALLMARK_DNA_REPAIR	TARBP2;RFC2;HCLS1;ERCC1;SF3A3;ERCC8;ERCC2;PCNA;ADRM1;EDF1;NME4;RFC3;POLA1;TAF9;POLR2D;DDB2;POLR2F;RFC5;NUDT21;TAF1C;RALA;ERCC3	Mdd3caae7261b	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_025cf777a4d7		R1	v1	HNSC	HALLMARK_UV_RESPONSE_DN	down	HALLMARK_UV_RESPONSE_DN	COL5A2;APBB2;ICA1;PTPRM;MAP2K5;TGFBR2;AKT3;DLC1;CDK13;CCN1;ITGB3;F3;KCNMA1;HAS2;MAPK14;DYRK1A;DUSP1	M029534977e54	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_69fe7fd74096		R1	v1	HNSC	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	down	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	COL5A2;MMP1;NNMT;PVR;SAT1;MSX1;PLOD3;LAMA2;PRSS2;SGCD;CALU;TIMP1;SLC6A8;SNTB1;OXTR;TNC;MMP3;FBLN1;IGFBP2;FN1;TGFBI;COL8A2;SLIT2;COL6A2;IL32;CCN1;ANPEP;COMP;ITGB3;PLAUR;WIPF1;ID2;SERPINE2	Mc4fe664d694a	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_d94a3ac2ad37		R1	v1	HNSC	HALLMARK_PROTEIN_SECRETION	down	HALLMARK_PROTEIN_SECRETION	RAB5A;AP2M1;ICA1;VAMP4;MAPK1;AP2B1;CTSC;STX16;TPD52;PPT1;CLN5	Md4f5e0a53b7c	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_1e3c8b7f407f		R1	v1	HNSC	HALLMARK_MYOGENESIS	down	HALLMARK_MYOGENESIS	BDKRB2;TSC2;DES;MEF2C;LAMA2;ACTC1;CRAT;HSPB2;SGCD;TEAD4;PC;SLC6A8;ADCY9;MYL1;EPHB3;PFKM;DENND2B;TNNT3;PDLIM7;MYBPC3;GPX3;PVALB;COL6A2;SPHK1;NOTCH1;PGAM2;APP;PRNP;RB1;MYBPH;TPM2;PPP1R3C	Me334011e2fa6	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_be20f809d56c		R1	v1	HNSC	HALLMARK_HYPOXIA	down	HALLMARK_HYPOXIA	P4HA2;HAS1;HSPA5;SRPX;STC1;CSRP2;NDRG1;TPD52;IER3;VHL;PKLR;DPYSL4;GYS1;ZFP36;TGFBI;CP;DDIT3;SAP30;CCN1;PGAM2;PLAUR;MT2A;F3;BRS3;IRS2;PKP1;DUSP1;PPP1R3C;FOS;EFNA3;RORA;EGFR;BTG1;SDC3;STC2;PAM;HEXA;RBPJ;TGM2;HMOX1;P4HA1;PPFIA4;EFNA1;MT1E;NDST1;CCN5;LALBA;GPC1;CCNG2;HOXB9	Mf4596493a738	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_a3c5ce712645		R1	v1	HNSC	HALLMARK_XENOBIOTIC_METABOLISM	down	HALLMARK_XENOBIOTIC_METABOLISM	SLC12A4;GSTT2;TMBIM6;TTPA;AKR1C2;LPIN2;PC;CYB5A;ALDH2;BCAR1;ADH1C;FBLN1;TGFB2;HNF4A;CBR1;LONP1;MBL2;CRP;ACOX1;ESR1;AOX1;PAPSS2;MT2A;TDO2;PYCR1;ID2;PTGES;TAT;HRG;ALDH3A1;DDC;PTGDS;AP4B1;ASL;MAN1A1;PTGES3;HMOX1;CFB;IRF8;FAS;VNN1;KARS1;ALDH9A1;RBP4;IL1R1;CYP27A1;SLC35B1;APOE;CA2;CYP1A2;CDA;IGF1;SERPINA6;CYP26A1;GSS	M557bebe138f3	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_1046bdacc5c3		R1	v1	HNSC	HALLMARK_PANCREAS_BETA_CELLS	down	HALLMARK_PANCREAS_BETA_CELLS	SRP14;ABCC8;PAK3;PDX1;FOXO1;NEUROD1;DCX;HNF1A;SCGN	M3297d664d230	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_0ca7b9ffbde8		R1	v1	HNSC	HALLMARK_OXIDATIVE_PHOSPHORYLATION	up	HALLMARK_OXIDATIVE_PHOSPHORYLATION	SURF1;COX7A2L;COX6A1;IMMT;NDUFS8;COX5A;NDUFC1;ATP5F1E;ATP5F1D;ATP5PB;GPX4;CS;UQCRFS1;OXA1L;COX7C;SDHC;SLC25A3;VDAC2;CASP7;CYB5R3;PDK4;ACO2;ETFB;OGDH;NDUFB2;COX7A2;COX7B;TCIRG1;PDHB;MDH1;NDUFA8;SDHB;ATP5MC2;SUCLA2;COX15;FH;NDUFS6;NDUFS4;ATP5PD;CPT1A;NDUFB6;ETFA	M03a383e6e086	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_f2aca0d7fc8f		R1	v1	HNSC	HALLMARK_ESTROGEN_RESPONSE_LATE	up	HALLMARK_ESTROGEN_RESPONSE_LATE	IGFBP4;HPRT1;FLNB;NBL1;RET;TPBG;SLC16A1;NHERF1;GLA;GJB3;CALCR;AFF1;WFS1;SERPINA5;DLG5;RPS6KA2;ETFB;KRT13;MAPK13;CCND1;GFUS;ASS1;FDFT1;TPD52L1;XBP1;UNC13B;PLAC1;CXCL14;KLK11;DHRS2;FARP1;TH;XRCC3;CPE;ISG20;SLC7A5;BLVRB;TPSAB1;CKB;CA12;SCARB1	M8e5c1d28573e	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_383845c339a0		R1	v1	HNSC	HALLMARK_COMPLEMENT	down	HALLMARK_COMPLEMENT	ANG;IRF7;LGMN;HSPA5;LTF;LIPA;CTSC;TIMP1;C1QA;DUSP5;PSMB9;LCP2;SRC;PLEK;HNF4A;FN1;CP;LGALS3;LCK;CTSS;KLKB1;C3;PLAUR;F3;PPP4C;CBLB;GZMK;GMFB;RASGRP1;AKAP10	Mc4fe664d694a	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_0f65c1132227		R1	v1	HNSC	HALLMARK_INFLAMMATORY_RESPONSE	down	HALLMARK_INFLAMMATORY_RESPONSE	CD69;CD70;PVR;IRF7;OSMR;IFNAR1;CD14;SCN1B;TIMP1;IL18;ADRM1;VIP;LCP2;TNFSF10;CSF3;GNA15;MSR1;OPRK1;IL12B;RGS16;CCL20;AHR;LCK;SPHK1;HPN;ITGB3;PLAUR;SLC28A2;F3;IRAK2;TNFAIP6;PDPN;HAS2;RASGRP1;SEMA4D;TAPBP;NMUR1;IL15;CALCRL;MEP1A;GPR183	Mc655fb76a1be	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_66900b2e124c		R1	v1	HNSC	HALLMARK_APICAL_SURFACE	down	HALLMARK_APICAL_SURFACE	PKHD1;AKAP7;MAL;SRPX;EFNA5;EPHB4;HSPB1;GSTM3;PLAUR;APP	M7d7e92d830b5	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_e2d7a94f8047		R1	v1	HNSC	HALLMARK_MTORC1_SIGNALING	up	HALLMARK_MTORC1_SIGNALING	USO1;PSME3;HPRT1;IMMT;SHMT2;DDX39A;TOMM40;PNP;NHERF1;SLC6A6;WARS1;GLA;RRM2;SQSTM1;TFRC;PSMD14;ACACA;MAP2K3;AK4;SLC2A1;M6PR;XBP1;DHCR24;ACTR2;FKBP2;CYP51A1;PSMC2;NFIL3;BTG2;LDLR;GMPS;SLC7A5;ACSL3;PSMG1;HK2;BUB1;IFI30;CTH;ATP5MC1;PSMA3;LDHA;CDC25A;UNG;FADS1;ACLY;IDH1;CDKN1A;SLC1A4;ALDOA;RAB1A;PSMB5;CCNG1;PGK1;PDK1;SSR1;POLR3G;PLOD2	M852823ef4bff	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_d96eeb106a52		R1	v1	HNSC	HALLMARK_PEROXISOME	up	HALLMARK_PEROXISOME	DLG4;HRAS;SIAH1;EPHX2;CRABP2;STS;HSD17B4;HSD11B2;PEX6;ABCC8	M316384fde50c	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_b14a39eaf8ab		R1	v1	HNSC	HALLMARK_INTERFERON_ALPHA_RESPONSE	down	HALLMARK_INTERFERON_ALPHA_RESPONSE	MX1;IRF7;B2M;IFI44;PSMB9;CNP;IFI27;IFITM3;HLA-C	M94039d22fbff	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_034016a6656c		R1	v1	HNSC	HALLMARK_FATTY_ACID_METABOLISM	down	HALLMARK_FATTY_ACID_METABOLISM	SLC22A5;CRAT;GPD1;HSP90AA1;ADH1C;ACAA2;H2AZ1;FASN;CBR1;ALDH1A1;CA6;ACOX1;TDO2;AOC3;ALDH3A1;ACSM3;HCCS;NTHL1;HADHB;DLD;LTC4S;VNN1;ALDH9A1;ACOT8;YWHAH;ACADM;SUCLG2;UBE2L6;ECI1;HPGD;CA2;ACAT2;IDI1;AQP7;GLUL;SMS;FABP1;ALAD;ERP29;ALDH3A2	M461f65de8e09	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_45c5a21822f5		R1	v1	HNSC	HALLMARK_PI3K_AKT_MTOR_SIGNALING	down	HALLMARK_PI3K_AKT_MTOR_SIGNALING	AP2M1;TSC2;MAPK1;IL4;GSK3B;MAP3K7;ATF1;LCK;NFKBIB;DDIT3;TRAF2;ACTR3;ITPR2;MAPK9;EGFR;UBE2N	Ma9ddf8f5a0b5	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_8cb673d58fc0		R1	v1	HNSC	HALLMARK_E2F_TARGETS	down	HALLMARK_E2F_TARGETS	CCP110;RFC2;NOLC1;PRDX4;TUBG1;CENPE;PCNA;H2AZ1;HMMR;RFC3;NAP1L1;RBBP7;PRKDC;NUDT21;MRE11;USP1;CTPS1;SMC3;RPA1;BRCA2;EZH2;CSE1L;AURKB;RNASEH2A;CCNB2;BUB1B;HUS1;CCNE1;POLD3;SMC4;MYC;TBRG4;RPA3;CDK1;NOP56;XPO1;LIG1	M0b67a17cb0b6	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_fa7d736c70a7		R1	v1	HNSC	HALLMARK_UV_RESPONSE_UP	down	HALLMARK_UV_RESPONSE_UP	STARD3;MSX1;TMBIM6;BSG;SLC6A8;FKBP4;PSMC3;CNP;IGFBP2;PPT1;PDAP1;GPX3;CDC5L;HYAL2;RRAD;LHX2;AMD1;STK25;HLA-F;MARK2;ATP6V1C1;EIF2S3;RASGRP1;GRINA;CLTB;FOS;NKX2-5;BTG1;PPP1R2	M210904edebae	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_ef9dbbf4fb80		R1	v1	HNSC	HALLMARK_INTERFERON_GAMMA_RESPONSE	down	HALLMARK_INTERFERON_GAMMA_RESPONSE	CD69;MX1;IRF7;B2M;IFI44;IRF5;PSMB9;LCP2;TNFSF10;PTPN1;ARL4A;IFI27;PSMB2;IRF4;SELP;IFITM3;MT2A;NUP93;TNFAIP6;HLA-DQA1;XCL1;P2RY14;TAPBP;IL15;BTG1;SOCS3;PML;CIITA;TRIM26;HLA-B;CFB;MX2;IRF8;IFIT2;IL15RA;FAS;STAT3	M94039d22fbff	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_adfe198d3fea		R1	v1	HNSC	HALLMARK_G2M_CHECKPOINT	down	HALLMARK_G2M_CHECKPOINT	CDC6;ARID4A;SMARCC1;CHAF1A;NOLC1;CENPE;BCL3;H2AZ1;EFNA5;POLQ;HMMR;PRP4K;DR1;CUL1;HMGN2;KIF20B;PURA;AMD1;SAP30;NUP50;MT2A;RBL1;WRN;RASAL2;MAPK14;E2F3;MARCKS;E2F4;G3BP1;BRCA2;PML;EZH2;HSPA8;TFDP1;TROAP;AURKB;FOXN3;NDC80;CCNB2;HUS1;STIL;ABL1;SMC4;MYC;MEIS1;DTYMK;CDK1;INCENP;RAD23B;CBX1;XPO1	M0b67a17cb0b6	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_8ebbd59464d3		R1	v1	HNSC	HALLMARK_BILE_ACID_METABOLISM	down	HALLMARK_BILE_ACID_METABOLISM	ABCA8;SLCO1A2;PFKM;AR;SOAT2;NR0B2;NR3C2;ALDH1A1;CH25H;LCK;NR1I2;SLC29A1;BBOX1;HSD3B1;DIO1;HSD17B6;AKR1D1;AGXT;KLF1;ATXN1;PEX13;ALDH9A1;CYP27A1;CYP8B1;RXRG;GNPAT;IDI1;SERPINA6	M8ff555ff76b4	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_608ae3cc70b0		R1	v1	HNSC	HALLMARK_MYC_TARGETS_V1	down	HALLMARK_MYC_TARGETS_V1	RPL22;DHX15;SMARCC1;RPL14;RPS3;NOLC1;NDUFAB1;PRDX4;SNRPD2;RPS6;HSPD1;AIMP2;PCNA;EIF4G2;H2AZ1;YWHAQ;PSMB2;CUL1;SNRPA1;NAP1L1;PHB2;RPS5;UBA2;EIF2S2;ILF2;PSMD8;RPLP0;HSP90AB1;USP1;CTPS1;EIF4H;CNBP;G3BP1;PSMC4;CBX3;HNRNPA2B1;TFDP1	M0b67a17cb0b6	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_05b52ed1a10c		R1	v1	HNSC	HALLMARK_ALLOGRAFT_REJECTION	down	HALLMARK_ALLOGRAFT_REJECTION	IL12RB1;RPS3A;IRF7;B2M;TAP2;IL4;HCLS1;CCL19;TIMP1;GLMN;IL18;BCL3;MAP3K7;TPD52;LCP2;TGFB2;CSK;CCL11;IL12B;IRF4;CD3E;IL12A;IL13;KRT1;MBL2;LCK;HLA-E;CTSS;EIF4G3;CD79A;TRAF2;HLA-DOA;HLA-DQA1;HDAC9;TAPBP;CD40LG;IL15;NOS2;EGFR;UBE2N;CD8A;CFP;CAPG;IRF8;SOCS5;FAS;CD8B;HLA-DMB;IL11;NCK1;IL16;PRKCB;CD28;FYB1;FCGR2B;RIPK2;RPS19;CCR1	Me89ae70f36de	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_52d565236d64		R1	v1	HNSC	HALLMARK_MYC_TARGETS_V2	down	HALLMARK_MYC_TARGETS_V2	NOLC1;HSPD1;AIMP2;SORD;SUPV3L1;CBX3;MYC;TBRG4;NOP56;RCL1	Me56b74484d20	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_5435f1f06413		R1	v1	HNSC	HALLMARK_KRAS_SIGNALING_UP	down	HALLMARK_KRAS_SIGNALING_UP	ETV1;GABRA3;KCNN4;PCP4;SCN1B;PRDM1;DOCK2;MYCN;NR0B2;CSF2;RGS16;CCL20;CTSS;CBL;SDCCAG8;PRKG2;TPH1;PLAUR;ID2;HDAC9;ENG;IKZF1;RBM4;ETV4;MMP11;APOD;PIGR;CFB;MPZL2;IRF8;BMP2;BIRC3;RBP4;FGF9;NAP1L2;CA2;PSMB8;BTC;GADD45G;TNFRSF1B;GUCY1A1;IGFBP3;ACE;ITGA2;BPGM;EMP1	M40cd09ad5a42	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_7776423c45c1		R1	v1	HNSC	HALLMARK_ANDROGEN_RESPONSE	down	HALLMARK_ANDROGEN_RESPONSE	B2M;SAT1;KLK2;ADRM1;NDRG1;TPD52;RAB4A;CAMKK2;HOMER2;ELK4;KRT19;CDC14B;SORD;SLC26A2;SRP19	M27669b8fa9e7	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
