claim_id	human_label	rater_id	label_version	condition	entity	direction	term_name	gene_symbols_str	module_id_effective	_src
c_42c3c521f936	REJECT	R1	v1	HNSC	HALLMARK_HYPOXIA	down	HALLMARK_HYPOXIA	P4HA2;HAS1;HSPA5;SRPX;STC1;CSRP2;NDRG1;TPD52;IER3;VHL	Mf4596493a738	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_0e77174bb228	ACCEPT	R1	v1	HNSC	HALLMARK_ANGIOGENESIS	up	HALLMARK_ANGIOGENESIS	LUM;SLCO2A1;PRG2;PF4;PGLYRP1;PTK2;SERPINA5	Me6bf443283c2	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_7ab67ba67ec2	ACCEPT	R1	v1	HNSC	HALLMARK_APICAL_JUNCTION	up	HALLMARK_APICAL_JUNCTION	COL9A1;CDH4;HRAS;THY1;NRXN2;CDH8;CDH3;ACTN2;ICAM5;ITGB4	Mf906280fa5e1	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_3292b112f56f	ACCEPT	R1	v1	HNSC	HALLMARK_DNA_REPAIR	down	HALLMARK_DNA_REPAIR	TARBP2;RFC2;HCLS1;ERCC1;SF3A3;ERCC8;ERCC2;PCNA;ADRM1;EDF1	Mdd3caae7261b	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_0b9ccd4c801b	ACCEPT	R1	v1	HNSC	HALLMARK_HEDGEHOG_SIGNALING	up	HALLMARK_HEDGEHOG_SIGNALING	LDB1;THY1;SCG2;MYH9;NRCAM;UNC5C	M0332a8692e9e	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_8866fb2aaa21	ACCEPT	R1	v1	HNSC	HALLMARK_IL6_JAK_STAT3_SIGNALING	up	HALLMARK_IL6_JAK_STAT3_SIGNALING	IL18R1;CSF1;PTPN11;IL13RA1;LTB;IRF9;PF4;CCL7;LTBR;CSF2RA	Ma4188ca7ae89	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_da5fd7b713c0	ACCEPT	R1	v1	HNSC	HALLMARK_UV_RESPONSE_DN	down	HALLMARK_UV_RESPONSE_DN	COL5A2;APBB2;ICA1;PTPRM;MAP2K5;TGFBR2;AKT3;DLC1;CDK13;CCN1	M029534977e54	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_e2df6d48cfc1	ACCEPT	R1	v1	HNSC	HALLMARK_MITOTIC_SPINDLE	up	HALLMARK_MITOTIC_SPINDLE	PRC1;FLNB;ARHGEF7;KIF2C;PXN;ARFGEF1;AKAP13;DYNC1H1;CENPF;ARHGAP29	M719ba53cf8d5	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_145039799071	ACCEPT	R1	v1	HNSC	HALLMARK_TGF_BETA_SIGNALING	up	HALLMARK_TGF_BETA_SIGNALING	CTNNB1;CDKN1C;LTBP2;KLF10;SMAD7;XIAP;SMAD1;NOG;BCAR3;JUNB	M6f6e9e05805a	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_0915cd0d36c4	ACCEPT	R1	v1	HNSC	HALLMARK_IL2_STAT5_SIGNALING	down	HALLMARK_IL2_STAT5_SIGNALING	CDC6;IL1RL1;IRF6;TNFRSF8;PTH1R;IL3RA;RHOH;NDRG1;TNFSF10;CSF2	M0b9664e418b9	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_4a9ab1657291	ACCEPT	R1	v1	HNSC	HALLMARK_TNFA_SIGNALING_VIA_NFKB	up	HALLMARK_TNFA_SIGNALING_VIA_NFKB	NR4A3;NFKBIE;TNFAIP3;CSF1;RELA;MXD1;HBEGF;SERPINB8;PTGS2;PHLDA2	Mdf6350d89cee	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_3906e8d8f560	ACCEPT	R1	v1	HNSC	HALLMARK_G2M_CHECKPOINT	down	HALLMARK_G2M_CHECKPOINT	CDC6;ARID4A;SMARCC1;CHAF1A;NOLC1;CENPE;BCL3;H2AZ1;EFNA5;POLQ	M0b67a17cb0b6	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_87844015517c	ACCEPT	R1	v1	HNSC	HALLMARK_GLYCOLYSIS	down	HALLMARK_GLYCOLYSIS	P4HA2;ANG;BIK;HSPA5;STC1;ME2;PC;CYB5A;PYGB;FKBP4	Mf4596493a738	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_301093d58998	ACCEPT	R1	v1	HNSC	HALLMARK_COAGULATION	down	HALLMARK_COAGULATION	MMP1;ANG;MST1;LGMN;P2RY1;TIMP1;THBD;C1QA;MMP3;PLEK	Mc4fe664d694a	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_53616a95d82a	ACCEPT	R1	v1	HNSC	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	down	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HHEX;PRDX4;PDLIM1;ERCC2;GPX3;STK25;PRNP;NDUFA6;TXNRD1;LAMTOR5	Mf1237f2d6d20	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_0d073d7a90b7	SHOULD_ABSTAIN	R1	v1	HNSC	HALLMARK_ALLOGRAFT_REJECTION	down	HALLMARK_ALLOGRAFT_REJECTION	IL12RB1;RPS3A;IRF7;B2M;TAP2;IL4;HCLS1;CCL19;TIMP1;GLMN	Me89ae70f36de	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_008939fd9559	ACCEPT	R1	v1	HNSC	HALLMARK_PROTEIN_SECRETION	down	HALLMARK_PROTEIN_SECRETION	RAB5A;AP2M1;ICA1;VAMP4;MAPK1;AP2B1;CTSC;STX16;TPD52;PPT1	Md4f5e0a53b7c	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_5e329498da2b	ACCEPT	R1	v1	HNSC	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	down	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	COL5A2;MMP1;NNMT;PVR;SAT1;MSX1;PLOD3;LAMA2;PRSS2;SGCD	Mc4fe664d694a	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
