claim_id,human_label,rater_id,label_version,condition,entity,direction,term_name,gene_symbols_str,module_id_effective,_src
c_0e77174bb228,,R1,v1,HNSC,HALLMARK_ANGIOGENESIS,up,HALLMARK_ANGIOGENESIS,LUM;SLCO2A1;PRG2;PF4;PGLYRP1;PTK2;SERPINA5,Me6bf443283c2,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_da5fd7b713c0,,R1,v1,HNSC,HALLMARK_UV_RESPONSE_DN,down,HALLMARK_UV_RESPONSE_DN,COL5A2;APBB2;ICA1;PTPRM;MAP2K5;TGFBR2;AKT3;DLC1;CDK13;CCN1,M029534977e54,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_d8a8138f5d57,,R1,v1,HNSC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,up,HALLMARK_CHOLESTEROL_HOMEOSTASIS,PDK3;STX5;CTNNB1;CBS;LSS;PNRC1;ANXA5;PCYT2;FDFT1;SREBF2,M5ff3f8386599,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_145039799071,,R1,v1,HNSC,HALLMARK_TGF_BETA_SIGNALING,up,HALLMARK_TGF_BETA_SIGNALING,CTNNB1;CDKN1C;LTBP2;KLF10;SMAD7;XIAP;SMAD1;NOG;BCAR3;JUNB,M6f6e9e05805a,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_5e329498da2b,,R1,v1,HNSC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,down,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,COL5A2;MMP1;NNMT;PVR;SAT1;MSX1;PLOD3;LAMA2;PRSS2;SGCD,Mc4fe664d694a,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_0d073d7a90b7,,R1,v1,HNSC,HALLMARK_ALLOGRAFT_REJECTION,down,HALLMARK_ALLOGRAFT_REJECTION,IL12RB1;RPS3A;IRF7;B2M;TAP2;IL4;HCLS1;CCL19;TIMP1;GLMN,Me89ae70f36de,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_df4191b7d7a7,,R1,v1,HNSC,HALLMARK_MYC_TARGETS_V2,down,HALLMARK_MYC_TARGETS_V2,NOLC1;HSPD1;AIMP2;SORD;SUPV3L1;CBX3;MYC;TBRG4;NOP56;RCL1,Me56b74484d20,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_3e9cb46ac1f2,,R1,v1,HNSC,HALLMARK_MTORC1_SIGNALING,up,HALLMARK_MTORC1_SIGNALING,USO1;PSME3;HPRT1;IMMT;SHMT2;DDX39A;TOMM40;PNP;NHERF1;SLC6A6,M852823ef4bff,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_326be8fc2d3b,,R1,v1,HNSC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,up,HALLMARK_WNT_BETA_CATENIN_SIGNALING,CTNNB1;NOTCH4;FZD8;AXIN2;HDAC5;DVL2;ADAM17;SKP2,M591a524fec18,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_87844015517c,,R1,v1,HNSC,HALLMARK_GLYCOLYSIS,down,HALLMARK_GLYCOLYSIS,P4HA2;ANG;BIK;HSPA5;STC1;ME2;PC;CYB5A;PYGB;FKBP4,Mf4596493a738,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_8866fb2aaa21,,R1,v1,HNSC,HALLMARK_IL6_JAK_STAT3_SIGNALING,up,HALLMARK_IL6_JAK_STAT3_SIGNALING,IL18R1;CSF1;PTPN11;IL13RA1;LTB;IRF9;PF4;CCL7;LTBR;CSF2RA,Ma4188ca7ae89,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_7132ece5e87e,,R1,v1,HNSC,HALLMARK_E2F_TARGETS,down,HALLMARK_E2F_TARGETS,CCP110;RFC2;NOLC1;PRDX4;TUBG1;CENPE;PCNA;H2AZ1;HMMR;RFC3,M0b67a17cb0b6,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_ba0bf933a576,,R1,v1,HNSC,HALLMARK_ANDROGEN_RESPONSE,down,HALLMARK_ANDROGEN_RESPONSE,B2M;SAT1;KLK2;ADRM1;NDRG1;TPD52;RAB4A;CAMKK2;HOMER2;ELK4,M27669b8fa9e7,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_0915cd0d36c4,,R1,v1,HNSC,HALLMARK_IL2_STAT5_SIGNALING,down,HALLMARK_IL2_STAT5_SIGNALING,CDC6;IL1RL1;IRF6;TNFRSF8;PTH1R;IL3RA;RHOH;NDRG1;TNFSF10;CSF2,M0b9664e418b9,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_008939fd9559,,R1,v1,HNSC,HALLMARK_PROTEIN_SECRETION,down,HALLMARK_PROTEIN_SECRETION,RAB5A;AP2M1;ICA1;VAMP4;MAPK1;AP2B1;CTSC;STX16;TPD52;PPT1,Md4f5e0a53b7c,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_7eb60753a906,,R1,v1,HNSC,HALLMARK_KRAS_SIGNALING_UP,down,HALLMARK_KRAS_SIGNALING_UP,ETV1;GABRA3;KCNN4;PCP4;SCN1B;PRDM1;DOCK2;MYCN;NR0B2;CSF2,M40cd09ad5a42,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_76515e61f86f,,R1,v1,HNSC,HALLMARK_XENOBIOTIC_METABOLISM,down,HALLMARK_XENOBIOTIC_METABOLISM,SLC12A4;GSTT2;TMBIM6;TTPA;AKR1C2;LPIN2;PC;CYB5A;ALDH2;BCAR1,M557bebe138f3,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_af13b58fb0a4,,R1,v1,HNSC,HALLMARK_SPERMATOGENESIS,down,HALLMARK_SPERMATOGENESIS,MTOR;CHRM4;PGK2;IL12RB2;IDE;ARL4A;COIL;ACKR5;MEP1B;GSTM3,M63bca3f82c8e,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_79cd2596fe00,,R1,v1,HNSC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,up,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,ALDH18A1;EIF4G1;NFYA;WFS1;EIF4E;KDELR3;H2AX;CEBPG;ATP6V0D1;IARS1,Mcf69f9e4157c,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_941d2f3967a9,,R1,v1,HNSC,HALLMARK_BILE_ACID_METABOLISM,down,HALLMARK_BILE_ACID_METABOLISM,ABCA8;SLCO1A2;PFKM;AR;SOAT2;NR0B2;NR3C2;ALDH1A1;CH25H;LCK,M8ff555ff76b4,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
c_5db50990e92d,,R1,v1,HNSC,HALLMARK_ESTROGEN_RESPONSE_EARLY,down,HALLMARK_ESTROGEN_RESPONSE_EARLY,GAB2;SLC22A5;SYNGR1;CLIC3;NRIP1;KCNK5;HES1;ADCY9;DLC1;FKBP4,M849a4c0e7f2d,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.90/audit_log.tsv
c_e2df6d48cfc1,,R1,v1,HNSC,HALLMARK_MITOTIC_SPINDLE,up,HALLMARK_MITOTIC_SPINDLE,PRC1;FLNB;ARHGEF7;KIF2C;PXN;ARFGEF1;AKAP13;DYNC1H1;CENPF;ARHGAP29,M719ba53cf8d5,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.90/audit_log.tsv
c_d65586fa6a4a,,R1,v1,HNSC,HALLMARK_INTERFERON_ALPHA_RESPONSE,down,HALLMARK_INTERFERON_ALPHA_RESPONSE,MX1;IRF7;B2M;IFI44;PSMB9;CNP;IFI27;IFITM3;HLA-C,M94039d22fbff,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/context_swap/gate_hard/tau_0.90/audit_log.tsv
c_301093d58998,,R1,v1,HNSC,HALLMARK_COAGULATION,down,HALLMARK_COAGULATION,MMP1;ANG;MST1;LGMN;P2RY1;TIMP1;THBD;C1QA;MMP3;PLEK,Mc4fe664d694a,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_7ab67ba67ec2,,R1,v1,HNSC,HALLMARK_APICAL_JUNCTION,up,HALLMARK_APICAL_JUNCTION,COL9A1;CDH4;HRAS;THY1;NRXN2;CDH8;CDH3;ACTN2;ICAM5;ITGB4,Mf906280fa5e1,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_71353c2d3baa,,R1,v1,HNSC,HALLMARK_UV_RESPONSE_UP,down,HALLMARK_UV_RESPONSE_UP,STARD3;MSX1;TMBIM6;BSG;SLC6A8;FKBP4;PSMC3;CNP;IGFBP2;PPT1,M210904edebae,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_02aa46f2c7ef,,R1,v1,HNSC,HALLMARK_COMPLEMENT,down,HALLMARK_COMPLEMENT,ANG;IRF7;LGMN;HSPA5;LTF;LIPA;CTSC;TIMP1;C1QA;DUSP5,Mc4fe664d694a,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_4a9ab1657291,,R1,v1,HNSC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,up,HALLMARK_TNFA_SIGNALING_VIA_NFKB,NR4A3;NFKBIE;TNFAIP3;CSF1;RELA;MXD1;HBEGF;SERPINB8;PTGS2;PHLDA2,Mdf6350d89cee,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_3906e8d8f560,,R1,v1,HNSC,HALLMARK_G2M_CHECKPOINT,down,HALLMARK_G2M_CHECKPOINT,CDC6;ARID4A;SMARCC1;CHAF1A;NOLC1;CENPE;BCL3;H2AZ1;EFNA5;POLQ,M0b67a17cb0b6,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_0b9ccd4c801b,,R1,v1,HNSC,HALLMARK_HEDGEHOG_SIGNALING,up,HALLMARK_HEDGEHOG_SIGNALING,LDB1;THY1;SCG2;MYH9;NRCAM;UNC5C,M0332a8692e9e,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_a677bb83e9ea,,R1,v1,HNSC,HALLMARK_HEME_METABOLISM,down,HALLMARK_HEME_METABOLISM,P4HA2;RIOK3;GYPE;BSG;HBQ1;LPIN2;ALDH6A1;PC;SLC6A8;UCP2,Me43c4cd101bd,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_0a5a95d3c933,,R1,v1,HNSC,HALLMARK_ADIPOGENESIS,up,HALLMARK_ADIPOGENESIS,SULT1A1;COX6A1;IMMT;SPARCL1;DDT;EPHX2;FZD4;COL15A1;GPX4;CS,M03a383e6e086,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_37366b7dfe92,,R1,v1,HNSC,HALLMARK_KRAS_SIGNALING_DN,down,HALLMARK_KRAS_SIGNALING_DN,ARPP21;HTR1D;MX1;KCNN1;TSHB;ACTC1;SKIL;IDUA;TGFB2;PDE6B,M740963684598,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_715e2eaa872c,,R1,v1,HNSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,down,HALLMARK_INTERFERON_GAMMA_RESPONSE,CD69;MX1;IRF7;B2M;IFI44;IRF5;PSMB9;LCP2;TNFSF10;PTPN1,M94039d22fbff,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_3de6c9d2aa73,,R1,v1,HNSC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,up,HALLMARK_OXIDATIVE_PHOSPHORYLATION,SURF1;COX7A2L;COX6A1;IMMT;NDUFS8;COX5A;NDUFC1;ATP5F1E;ATP5F1D;ATP5PB,M03a383e6e086,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_a109d5f2a3c3,,R1,v1,HNSC,HALLMARK_APOPTOSIS,up,HALLMARK_APOPTOSIS,LUM;CTNNB1;DAP3;SATB1;RELA;DNAJA1;LMNA;BGN;GPX4;IGF2R,Mdf6350d89cee,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.20/audit_log.tsv
c_a7db1781567b,,R1,v1,HNSC,HALLMARK_MYC_TARGETS_V1,down,HALLMARK_MYC_TARGETS_V1,RPL22;DHX15;SMARCC1;RPL14;RPS3;NOLC1;NDUFAB1;PRDX4;SNRPD2;RPS6,M0b67a17cb0b6,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
c_45f8d953bc02,,R1,v1,HNSC,HALLMARK_INFLAMMATORY_RESPONSE,down,HALLMARK_INFLAMMATORY_RESPONSE,CD69;CD70;PVR;IRF7;OSMR;IFNAR1;CD14;SCN1B;TIMP1;IL18,Mc655fb76a1be,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.90/audit_log.tsv
c_bd21ea891ea0,,R1,v1,HNSC,HALLMARK_NOTCH_SIGNALING,down,HALLMARK_NOTCH_SIGNALING,HES1;CUL1;SAP30;ST3GAL6;NOTCH1;DTX1;FZD1;WNT2;TCF7L2,Mea4001d70482,/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/stress/gate_hard/tau_0.20/audit_log.tsv
