raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	dropped_n	dropped_genes_str	dropped_genes_symbols_str	notes	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source	stress_drop_count
10	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	fgsea_msigdb_H_entrez	-1.09141048778736	0.931174089068826	down	['837', '10017', '835', '3553', '2944', '3162', '914', '840', '2065', '4000', '1611', '841', '8915', '10134', '3301', '6574', '3659', '5664', '638', '5159', '2936', '7153', '7076', '301', '1647', '5534', '4255', '3725', '7417', '3148', '1499', '3569', '3958', '3552', '4313', '5366', '7465', '598']		False		False	False	837,10017,835,3553,2944,3162,914,840,2065,4000,1611,841,8915,10134,3301,6574,3659,5664,638,5159,2936,7153,7076,301,1647,5534,4255,3725,7417,3148,1499,3569,3958,3552,4313,5366,7465,598	True		qval	True	missing	False	42	True	39	0	0				10	fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS	evidence_perturb	True	1047	True	False	1		0.921875	59	64	computed	0.921875	478a4b074423	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8490853658536586	0.8926282051282053	0.9455229828415195	0.921875	True	ok	off		M84023a33de40	False	0.921875	1	1	term_survival:min	1
11	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	fgsea_msigdb_H_entrez	1.09037373016273	0.931174089068826	up	['1522', '8320', '960', '5745', '10875', '894', '8784', '6510', '4641', '6484', '1291', '1435', '7494', '4582', '8611', '2983', '3559', '6004', '898', '3566', '5269', '659', '2623', '3099', '123', '9144', '943', '9446', '8651', '10410', '3682', '6335', '8728', '5732', '2151', '3596', '7293', '7074', '1893', '822', '1154', '399']		False		False	False	1522,8320,960,5745,10875,894,8784,6510,4641,6484,1291,1435,7494,4582,8611,2983,3559,6004,898,3566,5269,659,2623,3099,123,9144,943,9446,8651,10410,3682,6335,8728,5732,2151,3596,7293,7074,1893,822,1154,399	True		qval	True	missing	False	42	True	45	0	0				11	fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	evidence_perturb	True	1047	True	False	1		1.0	64	64	computed	1.0	f8a90c3c4008	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8663563829787235	0.9048611111111112	0.9530740251028482	1.0	True	ok	off		M652501b0a03d	False	1.0	1	1	term_survival:min	3
12	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	fgsea_msigdb_H_entrez	-1.08298854076065	0.931174089068826	down	['8454', '4502', '2935', '5371', '4211', '8065', '9221', '1031', '1164', '5119', '7150', '10772', '9212', '1019', '10051', '3149', '3161', '3609', '1870', '6558', '7153', '10432', '4953', '3159', '7371', '4088', '6839', '11104', '10733', '4957', '8899', '2130', '1756', '11065', '4605', '8438', '10146', '8451', '4853', '7290', '6790', '1163', '10762', '6427', '546', '990', '8140', '3925', '3151', '4691', '1111', '6541', '2176', '25', '5933']		False		False	False	8454,4502,2935,5371,4211,8065,9221,1031,1164,5119,7150,10772,9212,1019,10051,3149,3161,3609,1870,6558,7153,10432,4953,3159,7371,4088,6839,11104,10733,4957,8899,2130,1756,11065,4605,8438,10146,8451,4853,7290,6790,1163,10762,6427,546,990,8140,3925,3151,4691,1111,6541,2176,25,5933	True		qval	True	missing	False	42	True	57	0	0				12	fgsea_msigdb_H_entrez:HALLMARK_G2M_CHECKPOINT	evidence_perturb	True	1047	True	False	1		1.0	64	64	computed	1.0	df74b834a41f	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8536458333333333	0.8985745614035088	0.9445785074745887	1.0	True	ok	off		Mbf403e4349a9	False	0.90625	4	4	term_survival:min	2
13	HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	fgsea_msigdb_H_entrez	1.07226303246644	0.931174089068826	up	['247', '900', '10560', '8870', '2877', '3714', '11059', '91', '8851', '894', '10057', '1649', '8812', '5883', '4808', '100', '6004', '6236', '2232', '1263', '6667', '7040', '7421', '3006', '1643', '8651', '8722', '2760']		False		False	False	247,900,10560,8870,2877,3714,11059,91,8851,894,10057,1649,8812,5883,4808,100,6004,6236,2232,1263,6667,7040,7421,3006,1643,8651,8722,2760	True		qval	True	missing	False	42	True	30	0	0				13	fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY	evidence_perturb	True	1047	True	False	1		0.984375	63	64	computed	0.984375	0f89cba3743f	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8447265625	0.9010416666666667	0.9309007412018137	0.984375	True	ok	off		M9f10612cb492	False	0.984375	1	1	term_survival:min	2
14	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	fgsea_msigdb_H_entrez	-1.06568040914305	0.931174089068826	down	['8050', '1374', '3417', '4190', '1727', '509', '3420', '1355', '9167', '10449', '840', '8604', '1353', '1327', '1737', '4700', '291', '4696', '22', '10632', '4719', '1528', '518', '6390', '3418', '527', '1743', '293', '10884', '1337', '7417', '3419', '515', '9296', '528', '506', '521', '9927', '10939', '37', '4697', '481', '1349', '10063', '4259', '2821', '5166', '4722', '4976', '498', '1537', '2108']		False		False	False	8050,1374,3417,4190,1727,509,3420,1355,9167,10449,840,8604,1353,1327,1737,4700,291,4696,22,10632,4719,1528,518,6390,3418,527,1743,293,10884,1337,7417,3419,515,9296,528,506,521,9927,10939,37,4697,481,1349,10063,4259,2821,5166,4722,4976,498,1537,2108	True		qval	True	missing	False	42	True	53	0	0				14	fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	evidence_perturb	True	1047	True	False	1		1.0	64	64	computed	1.0	4de8dbbf891e	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8482142857142858	0.8962264150943396	0.9405095905562855	1.0	True	ok	off		M669c443c1ced	False	0.96875	2	2	term_survival:min	1
15	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	fgsea_msigdb_H_entrez	1.06188352009073	0.931174089068826	up	['1490', '5317', '3516', '6385', '8870', '9957', '8609', '4627', '8660', '2355', '11015', '3491', '5054', '3486', '6513', '10570', '8614', '5165', '2542', '5224', '901', '3069', '5313', '10994', '123', '665', '6478', '9469', '949', '9435', '5837', '3906', '3484', '8459', '2113']		False		False	False	1490,5317,3516,6385,8870,9957,8609,4627,8660,2355,11015,3491,5054,3486,6513,10570,8614,5165,2542,5224,901,3069,5313,10994,123,665,6478,9469,949,9435,5837,3906,3484,8459,2113	True		qval	True	missing	False	42	True	39	0	0				15	fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	4abef81e2832	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8555640243902438	0.8994391025641026	0.9459096532619897	0.96875	True	ok	off		M8978ffe33f91	False	0.890625	2	2	term_survival:min	4
16	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	fgsea_msigdb_H_entrez	-1.06114923654073	0.931174089068826	down	['5699', '4355', '4502', '3417', '1036', '3162', '5467', '2028', '1401', '866', '316', '128', '2160', '2936', '4153', '978', '1543', '1528', '2948', '10776', '3398', '6747', '10857', '3554', '10728', '10611', '6533', '5805', '6472', '1592', '2538', '5831']		False		False	False	5699,4355,4502,3417,1036,3162,5467,2028,1401,866,316,128,2160,2936,4153,978,1543,1528,2948,10776,3398,6747,10857,3554,10728,10611,6533,5805,6472,1592,2538,5831	True		qval	True	missing	False	42	True	34	0	0				16	fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM	evidence_perturb	True	1047	True	False	1		0.890625	57	64	computed	0.890625	ade232e78fec	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8407118055555556	0.8901654411764706	0.937782415646671	0.890625	True	ok	off		M91c79b271d34	False	0.890625	1	1	term_survival:min	2
17	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	fgsea_msigdb_H_entrez	-1.04603412933511	0.931174089068826	down	['6885', '5199', '3460', '1615', '3553', '1029', '6133', '914', '3683', '896', '941', '3122', '9437', '2213', '6357', '8915', '5788', '207', '916', '11184', '4153', '7076', '3112', '912', '4830', '4283', '2316', '3702', '10225', '3455', '4050', '717', '6170', '917', '7903', '2268', '3624']		False		False	False	6885,5199,3460,1615,3553,1029,6133,914,3683,896,941,3122,9437,2213,6357,8915,5788,207,916,11184,4153,7076,3112,912,4830,4283,2316,3702,10225,3455,4050,717,6170,917,7903,2268,3624	True		qval	True	missing	False	42	True	38	0	0				17	fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	a441de0cb166	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8578125000000001	0.9029605263157894	0.9447773592630786	0.96875	True	ok	off		M3f06e141fecf	False	0.96875	1	1	term_survival:min	1
18	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	fgsea_msigdb_H_entrez	-1.03549904598269	0.931174089068826	down	['6401', '3460', '4210', '6504', '6506', '3553', '4049', '9180', '9153', '5025', '6869', '2811', '7439', '3659', '6361', '7076', '10316', '4283', '4224', '6372', '10507', '1902', '9966', '3554', '3627', '5329', '6376', '3624', '391', '3249', '5817', '7130', '6373', '6369', '3604', '623', '10135', '3569', '1880', '3586', '366', '6717', '7096', '3552', '490', '3949', '1236', '6402', '4061', '10663']		False		False	False	6401,3460,4210,6504,6506,3553,4049,9180,9153,5025,6869,2811,7439,3659,6361,7076,10316,4283,4224,6372,10507,1902,9966,3554,3627,5329,6376,3624,391,3249,5817,7130,6373,6369,3604,623,10135,3569,1880,3586,366,6717,7096,3552,490,3949,1236,6402,4061,10663	True		qval	True	missing	False	42	True	52	0	0				18	fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	evidence_perturb	True	1047	True	False	1		0.984375	63	64	computed	0.984375	8d6e1930eac6	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8514204545454545	0.9005408653846154	0.9397025940436157	0.984375	True	ok	off		Meb464d685ade	False	0.953125	3	3	term_survival:min	2
19	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	fgsea_msigdb_H_entrez	-1.03864226102535	0.936093609360936	down	['6885', '3460', '1028', '7082', '5045', '90', '3398', '387', '4088', '6498']		False		False	False	6885,3460,1028,7082,5045,90,3398,387,4088,6498	True		qval	True	missing	False	42	True	11	0	0				19	fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	25052c68820b	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.828125	0.903409090909091	0.9079821654040405	0.96875	True	ok	off		Mcec16d671dc9	False	0.96875	1	1	term_survival:min	1
20	HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	fgsea_msigdb_H_entrez	1.03737512167756	0.936093609360936	up	['2534', '3075', '801', '1604', '5580', '5877', '8851', '1368', '10019', '8754', '3684', '3818', '6283', '959', '3001', '5054', '5327', '5646', '1520', '7980', '9097', '2155', '2230', '3932', '4504', '308', '5547', '710', '5251', '475', '716', '6352', '1519', '3172', '8445', '2764', '1051', '1515', '1514', '1075', '5550']		False		False	False	2534,3075,801,1604,5580,5877,8851,1368,10019,8754,3684,3818,6283,959,3001,5054,5327,5646,1520,7980,9097,2155,2230,3932,4504,308,5547,710,5251,475,716,6352,1519,3172,8445,2764,1051,1515,1514,1075,5550	True		qval	True	missing	False	42	True	42	0	0				20	fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT	evidence_perturb	True	1047	True	False	1		0.953125	61	64	computed	0.953125	645c8a4862b4	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8629261363636365	0.9040178571428572	0.9498228475024673	0.953125	True	ok	off		Mbc4efa44368e	False	0.953125	1	1	term_survival:min	1
21	HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	fgsea_msigdb_H_entrez	-1.03315758623368	0.936093609360936	down	['6917', '2035', '571', '119', '7145', '896', '7150', '6622', '8991', '2995', '8850', '535', '286', '8301', '1870', '6535', '10098', '7037', '644', '10840', '4601', '10553', '2235', '2309', '360', '759', '3321', '4354', '4140', '3145', '6886', '669', '1039', '10841', '10181', '4635', '2038', '1508', '2996', '3043', '6710', '3792', '9091', '4259', '6536', '8974']		False		False	False	6917,2035,571,119,7145,896,7150,6622,8991,2995,8850,535,286,8301,1870,6535,10098,7037,644,10840,4601,10553,2235,2309,360,759,3321,4354,4140,3145,6886,669,1039,10841,10181,4635,2038,1508,2996,3043,6710,3792,9091,4259,6536,8974	True		qval	True	missing	False	42	True	48	0	0				21	fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	evidence_perturb	True	1047	True	False	1		0.984375	63	64	computed	0.984375	57a4f251ad2f	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8684375	0.9046223958333334	0.9558830757251846	0.984375	True	ok	off		M43e552b3ac6b	False	0.984375	1	1	term_survival:min	2
22	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	fgsea_msigdb_H_entrez	1.00558955770277	0.959488272921109	up	['10103', '3075', '2115', '5175', '8431', '3673', '2982', '894', '5473', '3080', '5243', '3486', '5327', '10253', '1520', '6004', '5328', '6801', '4318', '4613', '1636', '330', '1438', '7035', '9949', '5950', '9053', '6304', '6324', '1240', '2113', '7805', '2517', '9314', '10205', '3481', '3800', '9910', '208', '7128']		False		False	False	10103,3075,2115,5175,8431,3673,2982,894,5473,3080,5243,3486,5327,10253,1520,6004,5328,6801,4318,4613,1636,330,1438,7035,9949,5950,9053,6304,6324,1240,2113,7805,2517,9314,10205,3481,3800,9910,208,7128	True		qval	True	missing	False	42	True	40	0	0				22	fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	evidence_perturb	True	1047	True	False	1		0.96875	62	64	computed	0.96875	6b3974103423	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8515625	0.8941406249999999	0.9469158032011402	0.96875	True	ok	off		Mefbc43c285ba	False	0.96875	1	1	term_survival:min	0
23	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	fgsea_msigdb_H_entrez	-0.996201411438671	0.959488272921109	down	['8554', '3638', '9218', '896', '220', '207', '10461', '3156', '10788', '6675', '2936', '11099', '6728', '8916', '1021', '7113', '10611', '2683', '5867', '3248', '7520', '3422']		False		False	False	8554,3638,9218,896,220,207,10461,3156,10788,6675,2936,11099,6728,8916,1021,7113,10611,2683,5867,3248,7520,3422	True		qval	True	missing	False	42	True	22	0	0				23	fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	evidence_perturb	True	1047	True	False	1		0.921875	59	64	computed	0.921875	9a73fe2c2585	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8627717391304348	0.9019886363636364	0.9517741027397022	0.921875	True	ok	off		Mc9bcce779f31	False	0.921875	1	1	term_survival:min	0
24	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	fgsea_msigdb_H_entrez	-0.979819839825143	0.985716411248326	down	['5052', '4046', '9124', '4482', '4700', '2936', '1032', '4353', '2512', '847', '10587', '10549']		False		False	False	5052,4046,9124,4482,4700,2936,1032,4353,2512,847,10587,10549	True		qval	True	missing	False	42	True	12	0	0				24	fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	evidence_perturb	True	1047	True	False	1		0.890625	57	64	computed	0.890625	08ae27bd6263	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8269230769230769	0.8958333333333333	0.9142051524864026	0.890625	True	ok	off		M49d7f6b304ae	False	0.890625	1	1	term_survival:min	0
