benchmark_id	condition	method	variant	gate_mode	tau	coverage_pass	abstain_rate_total	fail_rate_total	fail_rate_answered	n_total	n_pass	n_abstain	n_fail	n_answered	risk_human_reject	risk_human_nonaccept	n_pass_labeled	risk_proxy	_src
	HNSC	ours	ours	hard	0.9	0.64	0.36	0.0	0.0	50.0	32.0	18.0	0.0	32.0	0.25	0.28125	32.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/ours/gate_hard/tau_0.90/audit_log.tsv
	HNSC	ours	stress	hard	0.2	0.22	0.78	0.0	0.0	50.0	11.0	39.0	0.0	11.0	0.0	0.0909090909090909	11.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/stress/gate_hard/tau_0.20/audit_log.tsv
	HNSC	ours	stress	hard	0.4	0.22	0.78	0.0	0.0	50.0	11.0	39.0	0.0	11.0	0.0	0.0909090909090909	11.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/stress/gate_hard/tau_0.40/audit_log.tsv
	HNSC	ours	stress	hard	0.6	0.22	0.78	0.0	0.0	50.0	11.0	39.0	0.0	11.0	0.0	0.0909090909090909	11.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/stress/gate_hard/tau_0.60/audit_log.tsv
	HNSC	ours	stress	hard	0.8	0.16	0.84	0.0	0.0	50.0	8.0	42.0	0.0	8.0	0.0	0.125	8.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/stress/gate_hard/tau_0.80/audit_log.tsv
	HNSC	ours	stress	hard	0.9	0.16	0.84	0.0	0.0	50.0	8.0	42.0	0.0	8.0	0.0	0.125	8.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/HNSC/stress/gate_hard/tau_0.90/audit_log.tsv
	LUAD	ours	context_swap	hard	0.2	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/context_swap/gate_hard/tau_0.20/audit_log.tsv
	LUAD	ours	context_swap	hard	0.4	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/context_swap/gate_hard/tau_0.40/audit_log.tsv
	LUAD	ours	context_swap	hard	0.6	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/context_swap/gate_hard/tau_0.60/audit_log.tsv
	LUAD	ours	context_swap	hard	0.8	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/context_swap/gate_hard/tau_0.80/audit_log.tsv
	LUAD	ours	context_swap	hard	0.9	0.14	0.86	0.0	0.0	50.0	7.0	43.0	0.0	7.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/context_swap/gate_hard/tau_0.90/audit_log.tsv
	LUAD	ours	ours	hard	0.2	0.74	0.26	0.0	0.0	50.0	37.0	13.0	0.0	37.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.20/audit_log.tsv
	LUAD	ours	ours	hard	0.4	0.74	0.26	0.0	0.0	50.0	37.0	13.0	0.0	37.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.40/audit_log.tsv
	LUAD	ours	ours	hard	0.6	0.74	0.26	0.0	0.0	50.0	37.0	13.0	0.0	37.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.60/audit_log.tsv
	LUAD	ours	ours	hard	0.8	0.74	0.26	0.0	0.0	50.0	37.0	13.0	0.0	37.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.80/audit_log.tsv
	LUAD	ours	ours	hard	0.9	0.52	0.48	0.0	0.0	50.0	26.0	24.0	0.0	26.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/ours/gate_hard/tau_0.90/audit_log.tsv
	LUAD	ours	stress	hard	0.2	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/stress/gate_hard/tau_0.20/audit_log.tsv
	LUAD	ours	stress	hard	0.4	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/stress/gate_hard/tau_0.40/audit_log.tsv
	LUAD	ours	stress	hard	0.6	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/stress/gate_hard/tau_0.60/audit_log.tsv
	LUAD	ours	stress	hard	0.8	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/stress/gate_hard/tau_0.80/audit_log.tsv
	LUAD	ours	stress	hard	0.9	0.18	0.82	0.0	0.0	50.0	9.0	41.0	0.0	9.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUAD/stress/gate_hard/tau_0.90/audit_log.tsv
	LUSC	ours	context_swap	hard	0.2	0.32	0.68	0.0	0.0	50.0	16.0	34.0	0.0	16.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/context_swap/gate_hard/tau_0.20/audit_log.tsv
	LUSC	ours	context_swap	hard	0.4	0.32	0.68	0.0	0.0	50.0	16.0	34.0	0.0	16.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/context_swap/gate_hard/tau_0.40/audit_log.tsv
	LUSC	ours	context_swap	hard	0.6	0.32	0.68	0.0	0.0	50.0	16.0	34.0	0.0	16.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/context_swap/gate_hard/tau_0.60/audit_log.tsv
	LUSC	ours	context_swap	hard	0.8	0.32	0.68	0.0	0.0	50.0	16.0	34.0	0.0	16.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/context_swap/gate_hard/tau_0.80/audit_log.tsv
	LUSC	ours	context_swap	hard	0.9	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/context_swap/gate_hard/tau_0.90/audit_log.tsv
	LUSC	ours	ours	hard	0.2	0.78	0.22	0.0	0.0	50.0	39.0	11.0	0.0	39.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.20/audit_log.tsv
	LUSC	ours	ours	hard	0.4	0.78	0.22	0.0	0.0	50.0	39.0	11.0	0.0	39.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.40/audit_log.tsv
	LUSC	ours	ours	hard	0.6	0.78	0.22	0.0	0.0	50.0	39.0	11.0	0.0	39.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.60/audit_log.tsv
	LUSC	ours	ours	hard	0.8	0.76	0.24	0.0	0.0	50.0	38.0	12.0	0.0	38.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.80/audit_log.tsv
	LUSC	ours	ours	hard	0.9	0.52	0.48	0.0	0.0	50.0	26.0	24.0	0.0	26.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/ours/gate_hard/tau_0.90/audit_log.tsv
	LUSC	ours	stress	hard	0.2	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/stress/gate_hard/tau_0.20/audit_log.tsv
	LUSC	ours	stress	hard	0.4	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/stress/gate_hard/tau_0.40/audit_log.tsv
	LUSC	ours	stress	hard	0.6	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/stress/gate_hard/tau_0.60/audit_log.tsv
	LUSC	ours	stress	hard	0.8	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/stress/gate_hard/tau_0.80/audit_log.tsv
	LUSC	ours	stress	hard	0.9	0.12	0.88	0.0	0.0	50.0	6.0	44.0	0.0	6.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/LUSC/stress/gate_hard/tau_0.90/audit_log.tsv
	OV	ours	context_swap	hard	0.2	0.38	0.62	0.0	0.0	50.0	19.0	31.0	0.0	19.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/context_swap/gate_hard/tau_0.20/audit_log.tsv
	OV	ours	context_swap	hard	0.4	0.38	0.62	0.0	0.0	50.0	19.0	31.0	0.0	19.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/context_swap/gate_hard/tau_0.40/audit_log.tsv
	OV	ours	context_swap	hard	0.6	0.38	0.62	0.0	0.0	50.0	19.0	31.0	0.0	19.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/context_swap/gate_hard/tau_0.60/audit_log.tsv
	OV	ours	context_swap	hard	0.8	0.38	0.62	0.0	0.0	50.0	19.0	31.0	0.0	19.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/context_swap/gate_hard/tau_0.80/audit_log.tsv
	OV	ours	context_swap	hard	0.9	0.3	0.7	0.0	0.0	50.0	15.0	35.0	0.0	15.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/context_swap/gate_hard/tau_0.90/audit_log.tsv
	OV	ours	ours	hard	0.2	0.7	0.3	0.0	0.0	50.0	35.0	15.0	0.0	35.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/ours/gate_hard/tau_0.20/audit_log.tsv
	OV	ours	ours	hard	0.4	0.7	0.3	0.0	0.0	50.0	35.0	15.0	0.0	35.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/ours/gate_hard/tau_0.40/audit_log.tsv
	OV	ours	ours	hard	0.6	0.7	0.3	0.0	0.0	50.0	35.0	15.0	0.0	35.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/ours/gate_hard/tau_0.60/audit_log.tsv
	OV	ours	ours	hard	0.8	0.68	0.32	0.0	0.0	50.0	34.0	16.0	0.0	34.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/ours/gate_hard/tau_0.80/audit_log.tsv
	OV	ours	ours	hard	0.9	0.48	0.52	0.0	0.0	50.0	24.0	26.0	0.0	24.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/ours/gate_hard/tau_0.90/audit_log.tsv
	OV	ours	stress	hard	0.2	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/stress/gate_hard/tau_0.20/audit_log.tsv
	OV	ours	stress	hard	0.4	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/stress/gate_hard/tau_0.40/audit_log.tsv
	OV	ours	stress	hard	0.6	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/stress/gate_hard/tau_0.60/audit_log.tsv
	OV	ours	stress	hard	0.8	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/stress/gate_hard/tau_0.80/audit_log.tsv
	OV	ours	stress	hard	0.9	0.18	0.82	0.0	0.0	50.0	9.0	41.0	0.0	9.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/OV/stress/gate_hard/tau_0.90/audit_log.tsv
	SKCM	ours	context_swap	hard	0.2	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/context_swap/gate_hard/tau_0.20/audit_log.tsv
	SKCM	ours	context_swap	hard	0.4	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/context_swap/gate_hard/tau_0.40/audit_log.tsv
	SKCM	ours	context_swap	hard	0.6	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/context_swap/gate_hard/tau_0.60/audit_log.tsv
	SKCM	ours	context_swap	hard	0.8	0.26	0.74	0.0	0.0	50.0	13.0	37.0	0.0	13.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/context_swap/gate_hard/tau_0.80/audit_log.tsv
	SKCM	ours	context_swap	hard	0.9	0.2	0.8	0.0	0.0	50.0	10.0	40.0	0.0	10.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/context_swap/gate_hard/tau_0.90/audit_log.tsv
	SKCM	ours	ours	hard	0.2	0.76	0.24	0.0	0.0	50.0	38.0	12.0	0.0	38.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/ours/gate_hard/tau_0.20/audit_log.tsv
	SKCM	ours	ours	hard	0.4	0.76	0.24	0.0	0.0	50.0	38.0	12.0	0.0	38.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/ours/gate_hard/tau_0.40/audit_log.tsv
	SKCM	ours	ours	hard	0.6	0.76	0.24	0.0	0.0	50.0	38.0	12.0	0.0	38.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/ours/gate_hard/tau_0.60/audit_log.tsv
	SKCM	ours	ours	hard	0.8	0.74	0.26	0.0	0.0	50.0	37.0	13.0	0.0	37.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/ours/gate_hard/tau_0.80/audit_log.tsv
	SKCM	ours	ours	hard	0.9	0.66	0.34	0.0	0.0	50.0	33.0	17.0	0.0	33.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/ours/gate_hard/tau_0.90/audit_log.tsv
	SKCM	ours	stress	hard	0.2	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/stress/gate_hard/tau_0.20/audit_log.tsv
	SKCM	ours	stress	hard	0.4	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/stress/gate_hard/tau_0.40/audit_log.tsv
	SKCM	ours	stress	hard	0.6	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/stress/gate_hard/tau_0.60/audit_log.tsv
	SKCM	ours	stress	hard	0.8	0.22	0.78	0.0	0.0	50.0	11.0	39.0	0.0	11.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/stress/gate_hard/tau_0.80/audit_log.tsv
	SKCM	ours	stress	hard	0.9	0.16	0.84	0.0	0.0	50.0	8.0	42.0	0.0	8.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/SKCM/stress/gate_hard/tau_0.90/audit_log.tsv
	UCEC	ours	context_swap	hard	0.2	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/context_swap/gate_hard/tau_0.20/audit_log.tsv
	UCEC	ours	context_swap	hard	0.4	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/context_swap/gate_hard/tau_0.40/audit_log.tsv
	UCEC	ours	context_swap	hard	0.6	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/context_swap/gate_hard/tau_0.60/audit_log.tsv
	UCEC	ours	context_swap	hard	0.8	0.28	0.72	0.0	0.0	50.0	14.0	36.0	0.0	14.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/context_swap/gate_hard/tau_0.80/audit_log.tsv
	UCEC	ours	context_swap	hard	0.9	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/context_swap/gate_hard/tau_0.90/audit_log.tsv
	UCEC	ours	ours	hard	0.2	0.84	0.16	0.0	0.0	50.0	42.0	8.0	0.0	42.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/ours/gate_hard/tau_0.20/audit_log.tsv
	UCEC	ours	ours	hard	0.4	0.84	0.16	0.0	0.0	50.0	42.0	8.0	0.0	42.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/ours/gate_hard/tau_0.40/audit_log.tsv
	UCEC	ours	ours	hard	0.6	0.84	0.16	0.0	0.0	50.0	42.0	8.0	0.0	42.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/ours/gate_hard/tau_0.60/audit_log.tsv
	UCEC	ours	ours	hard	0.8	0.84	0.16	0.0	0.0	50.0	42.0	8.0	0.0	42.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/ours/gate_hard/tau_0.80/audit_log.tsv
	UCEC	ours	ours	hard	0.9	0.66	0.34	0.0	0.0	50.0	33.0	17.0	0.0	33.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/ours/gate_hard/tau_0.90/audit_log.tsv
	UCEC	ours	stress	hard	0.2	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/stress/gate_hard/tau_0.20/audit_log.tsv
	UCEC	ours	stress	hard	0.4	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/stress/gate_hard/tau_0.40/audit_log.tsv
	UCEC	ours	stress	hard	0.6	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/stress/gate_hard/tau_0.60/audit_log.tsv
	UCEC	ours	stress	hard	0.8	0.24	0.76	0.0	0.0	50.0	12.0	38.0	0.0	12.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/stress/gate_hard/tau_0.80/audit_log.tsv
	UCEC	ours	stress	hard	0.9	0.2	0.8	0.0	0.0	50.0	10.0	40.0	0.0	10.0			0.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out/UCEC/stress/gate_hard/tau_0.90/audit_log.tsv
	HNSC	ours	ours_llm	hard	0.8	0.55	0.2	0.25	0.3125	20.0	11.0	4.0	5.0	16.0	0.181818182	0.181818182	11.0	0.0	/work/paper/source_data/PANCAN_TP53_v1/out_llm/HNSC/ours/gate_hard/tau_0.80/audit_log.tsv
