raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
11	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.4192418191346	0.956057246522878	up	['7479', '7476', '7484', '7474', '7477', '6423', '7483', '2487', '7471', '7475']		False		False	False	7479;7476;7484;7474;7477;6423;7483;2487;7471;7475	True		qval	True	missing	False	42	True	10	0	11	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	evidence_perturb	True	458	True	False	1		0.984375	63	64	computed	0.984375	867ba6dd2c1e	0.984375	0.65625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8921875	0.8921875	1.0	0.984375	True	ok	off		M4ee18f7bc545	False	0.875	7.0	7.0	term_survival:min
12	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.39650714938726	0.956057246522878	up	['3576', '2793', '3579', '2792', '2791', '5604', '2790', '3265']		False		False	False	3576;2793;3579;2792;2791;5604;2790;3265	True		qval	True	missing	False	42	True	8	0	12	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.96875	62	64	computed	0.96875	1a040153159b	0.96875	0.59375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.90234375	0.90234375	1.0	0.96875	True	ok	off		Mf77d4ece5c4b	False	0.84375	58.0	58.0	term_survival:min
13	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.39575969368892	0.956057246522878	down	['818', '817', '815', '5154', '805']		False		False	False	818;817;815;5154;805	True		qval	True	missing	False	42	True	5	0	13	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.984375	63	64	computed	0.984375	e1976e307d5d	0.984375	0.40625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8968749999999999	0.8968749999999999	1.0	0.984375	True	ok	off		Mf4f6531b912a	False	0.890625	4.0	4.0	term_survival:min
14	KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.37598194604542	0.956057246522878	up	['468', '1395', '1388', '1394', '107', '115', '1385', '5443', '5566', '10488', '5567']		False		False	False	468;1395;1388;1394;107;115;1385;5443;5566;10488;5567	True		qval	True	missing	False	42	True	11	0	14	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.875	56	64	computed	0.875	cbf4e68b409c	0.875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8229166666666667	0.8977272727272727	0.9070273042929293	0.875	True	ok	off		Mf77d4ece5c4b	False	0.84375	58.0	58.0	term_survival:min
15	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.33369645490811	0.956057246522878	up	['3576', '2793', '3579', '2792', '2791', '10000', '208', '2790', '2475']		False		False	False	3576;2793;3579;2792;2791;10000;208;2790;2475	True		qval	True	missing	False	42	True	9	0	15	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.921875	59	64	computed	0.921875	c41fb2e60fe4	0.921875	0.640625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8871527777777778	0.8871527777777778	1.0	0.921875	True	ok	off		Mf77d4ece5c4b	False	0.84375	58.0	58.0	term_survival:min
16	KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.3272458658919	0.956057246522878	up	['7479', '7476', '8312', '8324', '7484', '7474', '595', '7477', '7483', '7471', '7475', '1857']		False		False	False	7479;7476;8312;8324;7484;7474;595;7477;7483;7471;7475;1857	True		qval	True	missing	False	42	True	12	0	16	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.9375	60	64	computed	0.9375	070e9403f753	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8401442307692308	0.91015625	0.9155788655788657	0.9375	True	ok	off		M4ee18f7bc545	False	0.875	7.0	7.0	term_survival:min
17	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.31768872654583	0.956057246522878	up	['3576', '4776', '4775', '5532']		False		False	False	3576;4776;4775;5532	True		qval	True	missing	False	42	True	4	0	17	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.953125	61	64	computed	0.953125	1a63b90c8d8b	0.953125	0.46875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8671875	0.8671875	1.0	0.953125	True	ok	off		Mf77d4ece5c4b	False	0.84375	58.0	58.0	term_survival:min
18	KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.30638161348617	0.956057246522878	up	['7479', '7476', '8312', '8321', '8324', '7484', '7474', '595', '7976', '7477', '7855', '7483', '7471']		False		False	False	7479;7476;8312;8321;8324;7484;7474;595;7976;7477;7855;7483;7471	True		qval	True	missing	False	42	True	13	0	18	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.875	56	64	computed	0.875	7d4bf9f9699e	0.875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8348214285714285	0.8990384615384617	0.9207001332001333	0.875	True	ok	off		M4ee18f7bc545	False	0.875	7.0	7.0	term_survival:min
19	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.30200163179103	0.956057246522878	up	['2793', '5880', '2792', '2791', '5881', '7852', '2790', '6387', '5879', '1072', '2786', '2787']		False		False	False	2793;5880;2792;2791;5881;7852;2790;6387;5879;1072;2786;2787	True		qval	True	missing	False	42	True	12	0	19	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.890625	57	64	computed	0.890625	a695ced0b51e	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8389423076923077	0.9088541666666666	0.9154076825951827	0.890625	True	ok	off		Mf77d4ece5c4b	False	0.84375	58.0	58.0	term_survival:min
20	KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.2906277892838	0.956057246522878	down	['7415', '4173', '6923', '7314', '7353', '4172', '6921', '8453', '9837']		False		False	False	7415;4173;6923;7314;7353;4172;6921;8453;9837	True		qval	True	missing	False	42	True	9	0	20	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	evidence_perturb	True	458	True	False	1		0.921875	59	64	computed	0.921875	9ad303b7ed40	0.921875	0.71875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8854166666666666	0.8854166666666666	1.0	0.921875	True	ok	off		Ma0d2ec03f20e	False	0.796875	7.0	7.0	term_survival:min
21	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.28935473707786	0.956057246522878	up	['7479', '7476', '8312', '8321', '8324', '7484', '7474', '595', '7976', '7477', '7855', '7483', '7471']		False		False	False	7479;7476;8312;8321;8324;7484;7474;595;7976;7477;7855;7483;7471	True		qval	True	missing	False	42	True	13	0	21	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.890625	57	64	computed	0.890625	7d4bf9f9699e	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8470982142857143	0.9122596153846154	0.9217475233100234	0.890625	True	ok	off		M4ee18f7bc545	False	0.875	7.0	7.0	term_survival:min
22	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.28798961933748	0.956057246522878	up	['6189', '6155', '6124', '6125', '6152', '6208', '7311', '6132', '6224', '6134', '6133', '6210', '6207', '6188', '6154', '6218', '6175', '6203', '2197', '6168', '6191', '6137', '6165', '6230', '6167']		False		False	False	6189;6155;6124;6125;6152;6208;7311;6132;6224;6134;6133;6210;6207;6188;6154;6218;6175;6203;2197;6168;6191;6137;6165;6230;6167	True		qval	True	missing	False	42	True	25	0	22	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	evidence_perturb	True	458	True	False	1		0.953125	61	64	computed	0.953125	944fcf7d30bb	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.875	0.9099999999999999	0.9576853784802154	0.953125	True	ok	off		M2e4a7bb4e4fa	False	0.953125	1.0	1.0	term_survival:min
23	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.28149739255388	0.956057246522878	up	['5710', '5706', '351', '5694', '5705', '5708', '5691']		False		False	False	5710;5706;351;5694;5705;5708;5691	True		qval	True	missing	False	42	True	7	0	23	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	evidence_perturb	True	458	True	False	1		0.984375	63	64	computed	0.984375	e7c5a01a37a0	0.984375	0.546875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.890625	0.890625	1.0	0.984375	True	ok	off		M678f9d70a777	False	0.859375	8.0	8.0	term_survival:min
24	KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.27493387339645	0.956057246522878	up	['4776', '4775', '5532', '5335']		False		False	False	4776;4775;5532;5335	True		qval	True	missing	False	42	True	4	0	24	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	evidence_perturb	True	458	True	False	1		0.90625	58	64	computed	0.90625	1a5451502437	0.90625	0.40625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.875	0.875	1.0	0.90625	True	ok	off		Mf77d4ece5c4b	False	0.84375	58.0	58.0	term_survival:min
25	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.26861579524299	0.956057246522878	up	['5710', '5706', '6622', '5694', '5705', '5708', '5691']		False		False	False	5710;5706;6622;5694;5705;5708;5691	True		qval	True	missing	False	42	True	7	0	25	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	evidence_perturb	True	458	True	False	1		0.953125	61	64	computed	0.953125	f336afa5d912	0.953125	0.46875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9107142857142856	0.9107142857142856	1.0	0.953125	True	ok	off		M678f9d70a777	False	0.859375	8.0	8.0	term_survival:min
