condition	tissue	perturbation	comparison	context_key	claim_id	entity	direction	context_keys	term_uid	source	term_id	term_name	module_id	module_reason	gene_ids	term_ids	gene_set_hash	context_score	eligible	term_survival	keep_term	keep_reason	claim_json	claim_mode	llm_notes	context_evaluated	context_method	context_status	context_reason	context_notes	context_confidence	context_gate_mode	context_review_mode	context_ctx_id	context_proxy_method	context_score_proxy	context_score_proxy_norm	module_context_weight	context_tokens_n	context_signature	context_score_proxy_u01	context_score_proxy_u01_norm	context_ctx_id_original	context_ctx_id_effective	context_swap_from	context_swap_to	gene_ids_excel	term_ids_excel	context_gate_applied_pre_audit
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_cfd69fcfbd5f	HALLMARK_PANCREAS_BETA_CELLS	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	fgsea_msigdb_H_entrez	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	M3297d664d230		6727,6833,5063,3651,2308,4760,1641,6927,10590	fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	728f7e7d6aee	0.43973624360170516	False	0.671875	True	ok	"{""claim_id"":""c_cfd69fcfbd5f"",""entity"":""HALLMARK_PANCREAS_BETA_CELLS"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""Term 'HALLMARK_PANCREAS_BETA_CELLS' is not context-consistent with sample context: condition='HNSC', tissue='tumor'"",""context_notes"":null,""evidence_ref"":{""module_id"":""M3297d664d230"",""gene_ids"":[""6727"",""6833"",""5063"",""3651"",""2308"",""4760"",""1641"",""6927"",""10590""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS""],""gene_set_hash"":""728f7e7d6aee"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	Term 'HALLMARK_PANCREAS_BETA_CELLS' is not context-consistent with sample context: condition='HNSC', tissue='tumor'	proxy_context_v2: u=0.440 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.43973624360170516	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.43973624360170516	0.43973624360170516	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'6727;6833;5063;3651;2308;4760;1641;6927;10590	'fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_c8e37e94d74c	HALLMARK_DNA_REPAIR	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	fgsea_msigdb_H_entrez	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Mdd3caae7261b		6895,5982,3059,2067,10946,1161,2068,5111,11047,8721,4833,5983,5422,6880,5433,1643,5435,5985,11051,9013,5898,2071	fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	b4c104b803bc	0.7751654818852856	True	0.9375	True	ok	"{""claim_id"":""c_c8e37e94d74c"",""entity"":""HALLMARK_DNA_REPAIR"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Mdd3caae7261b"",""gene_ids"":[""6895"",""5982"",""3059"",""2067"",""10946"",""1161"",""2068"",""5111"",""11047"",""8721"",""4833"",""5983"",""5422"",""6880"",""5433"",""1643"",""5435"",""5985"",""11051"",""9013"",""5898"",""2071""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR""],""gene_set_hash"":""b4c104b803bc"",""gene_set_hash_source"":""from_term_ids"",""term_ids_has_raw"":false}}"	llm	ok	False	none	PASS	PROXY_U01_OK	proxy_context_v2: u=0.775 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.7751654818852856	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.7751654818852856	0.7751654818852856	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'6895;5982;3059;2067;10946;1161;2068;5111;11047;8721;4833;5983;5422;6880;5433;1643;5435;5985;11051;9013;5898;2071	'fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_025cf777a4d7	HALLMARK_UV_RESPONSE_DN	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	fgsea_msigdb_H_entrez	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	M941252af0645		1290,323,3382,5797,5607,7048,10000,10395,8621,3491,3690,2152,3778,3037,1432,1859,1843	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	b3127b9c263c	0.9999773375063017	True	0.921875	True	ok	"{""claim_id"":""c_025cf777a4d7"",""entity"":""HALLMARK_UV_RESPONSE_DN"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_UV_RESPONSE_DN is associated with UV damage response and is relevant to skin cancer (HNSC), which aligns with the context."",""context_notes"":null,""evidence_ref"":{""module_id"":""M941252af0645"",""gene_ids"":[""1290"",""323"",""3382"",""5797"",""5607"",""7048"",""10000"",""10395"",""8621"",""3491"",""3690"",""2152"",""3778"",""3037"",""1432"",""1859"",""1843""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN""],""gene_set_hash"":""b3127b9c263c"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_UV_RESPONSE_DN is associated with UV damage response and is relevant to skin cancer (HNSC), which aligns with the context.	proxy_context_v2: u=1.000 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.9999773375063017	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.9999773375063017	0.9999773375063017	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'1290;323;3382;5797;5607;7048;10000;10395;8621;3491;3690;2152;3778;3037;1432;1859;1843	'fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_69fe7fd74096	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	fgsea_msigdb_H_entrez	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mdcc8d9bd6d7f		1290,4312,4837,5817,6303,4487,8985,3908,5645,6444,813,7076,6535,6641,5021,3371,4314,2192,3485,2335,7045,1296,9353,1292,9235,3491,290,1311,3690,5329,7456,3398,5270	fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	92e891fc1bf4	0.7615434573901896	True	0.921875	True	ok	"{""claim_id"":""c_69fe7fd74096"",""entity"":""HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Mdcc8d9bd6d7f"",""gene_ids"":[""1290"",""4312"",""4837"",""5817"",""6303"",""4487"",""8985"",""3908"",""5645"",""6444"",""813"",""7076"",""6535"",""6641"",""5021"",""3371"",""4314"",""2192"",""3485"",""2335"",""7045"",""1296"",""9353"",""1292"",""9235"",""3491"",""290"",""1311"",""3690"",""5329"",""7456"",""3398"",""5270""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION""],""gene_set_hash"":""92e891fc1bf4"",""gene_set_hash_source"":""from_term_ids"",""term_ids_has_raw"":false}}"	llm	ok	False	none	PASS	PROXY_U01_OK	proxy_context_v2: u=0.762 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.7615434573901896	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.7615434573901896	0.7615434573901896	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'1290;4312;4837;5817;6303;4487;8985;3908;5645;6444;813;7076;6535;6641;5021;3371;4314;2192;3485;2335;7045;1296;9353;1292;9235;3491;290;1311;3690;5329;7456;3398;5270	'fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_d94a3ac2ad37	HALLMARK_PROTEIN_SECRETION	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	fgsea_msigdb_H_entrez	HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Md4f5e0a53b7c		5868,1173,3382,8674,5594,163,1075,8675,7163,5538,1203	fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	d45d65800549	0.2623492121982358	False	0.90625	True	ok	"{""claim_id"":""c_d94a3ac2ad37"",""entity"":""HALLMARK_PROTEIN_SECRETION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""The term 'HALLMARK_PROTEIN_SECRETION' is not clearly context-consistent with the sample context."",""context_notes"":null,""evidence_ref"":{""module_id"":""Md4f5e0a53b7c"",""gene_ids"":[""5868"",""1173"",""3382"",""8674"",""5594"",""163"",""1075"",""8675"",""7163"",""5538"",""1203""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION""],""gene_set_hash"":""d45d65800549"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	The term 'HALLMARK_PROTEIN_SECRETION' is not clearly context-consistent with the sample context.	proxy_context_v2: u=0.262 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.2623492121982358	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.2623492121982358	0.2623492121982358	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'5868;1173;3382;8674;5594;163;1075;8675;7163;5538;1203	'fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_52d565236d64	HALLMARK_MYC_TARGETS_V2	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	fgsea_msigdb_H_entrez	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Me56b74484d20		9221,3329,7965,6652,6832,11335,4609,9238,10528,10171	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	1e36114f6544	0.9840263908076003	False	0.890625	True	ok	"{""claim_id"":""c_52d565236d64"",""entity"":""HALLMARK_MYC_TARGETS_V2"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""The term 'HALLMARK_MYC_TARGETS_V2' is not clearly context-consistent with the sample context."",""context_notes"":null,""evidence_ref"":{""module_id"":""Me56b74484d20"",""gene_ids"":[""9221"",""3329"",""7965"",""6652"",""6832"",""11335"",""4609"",""9238"",""10528"",""10171""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2""],""gene_set_hash"":""1e36114f6544"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	The term 'HALLMARK_MYC_TARGETS_V2' is not clearly context-consistent with the sample context.	proxy_context_v2: u=0.984 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.9840263908076003	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.9840263908076003	0.9840263908076003	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'9221;3329;7965;6652;6832;11335;4609;9238;10528;10171	'fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_66900b2e124c	HALLMARK_APICAL_SURFACE	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	fgsea_msigdb_H_entrez	HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	M87d4af946e3f		5314,9465,4118,8406,1946,2050,3315,2947,5329,351	fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	4e57c19a9fb1	0.08375951897453815	False	0.875	True	ok	"{""claim_id"":""c_66900b2e124c"",""entity"":""HALLMARK_APICAL_SURFACE"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""Term 'HALLMARK_APICAL_SURFACE' is not related to the context's condition 'HNSC'"",""context_notes"":null,""evidence_ref"":{""module_id"":""M87d4af946e3f"",""gene_ids"":[""5314"",""9465"",""4118"",""8406"",""1946"",""2050"",""3315"",""2947"",""5329"",""351""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE""],""gene_set_hash"":""4e57c19a9fb1"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	Term 'HALLMARK_APICAL_SURFACE' is not related to the context's condition 'HNSC'	proxy_context_v2: u=0.084 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.08375951897453815	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.08375951897453815	0.08375951897453815	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'5314;9465;4118;8406;1946;2050;3315;2947;5329;351	'fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_5e8a60b12983	HALLMARK_IL2_STAT5_SIGNALING	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	fgsea_msigdb_H_entrez	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	M0b9664e418b9		990,9173,3664,943,5745,3563,399,10397,8743,1437,10124,6004,3662,196,6403,10410,3596,6484,1326,3655,8320,7293,5621,2983	fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	bb99dd8b89f9	0.7768340448755886	True	0.828125	True	ok	"{""claim_id"":""c_5e8a60b12983"",""entity"":""HALLMARK_IL2_STAT5_SIGNALING"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_IL2_STAT5_SIGNALING is associated with IL-2 signaling pathway, which is relevant to tumor samples and TP53 mutations."",""context_notes"":null,""evidence_ref"":{""module_id"":""M0b9664e418b9"",""gene_ids"":[""990"",""9173"",""3664"",""943"",""5745"",""3563"",""399"",""10397"",""8743"",""1437"",""10124"",""6004"",""3662"",""196"",""6403"",""10410"",""3596"",""6484"",""1326"",""3655"",""8320"",""7293"",""5621"",""2983""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING""],""gene_set_hash"":""bb99dd8b89f9"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_IL2_STAT5_SIGNALING is associated with IL-2 signaling pathway, which is relevant to tumor samples and TP53 mutations.	proxy_context_v2: u=0.777 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.7768340448755886	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.7768340448755886	0.7768340448755886	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'990;9173;3664;943;5745;3563;399;10397;8743;1437;10124;6004;3662;196;6403;10410;3596;6484;1326;3655;8320;7293;5621;2983	'fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_d9bf3dc81b90	HALLMARK_NOTCH_SIGNALING	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	fgsea_msigdb_H_entrez	HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Mea4001d70482		3280,8454,8819,10402,4851,1840,8321,7472,6934	fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	5c2b02c8d35c	0.08611766848166735	False	0.75	True	ok	"{""claim_id"":""c_d9bf3dc81b90"",""entity"":""HALLMARK_NOTCH_SIGNALING"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""The term HALLMARK_NOTCH_SIGNALING is not related to the context's condition (HNSC) or comparison (TP53_mut_vs_TP53_wt)"",""context_notes"":null,""evidence_ref"":{""module_id"":""Mea4001d70482"",""gene_ids"":[""3280"",""8454"",""8819"",""10402"",""4851"",""1840"",""8321"",""7472"",""6934""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING""],""gene_set_hash"":""5c2b02c8d35c"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	The term HALLMARK_NOTCH_SIGNALING is not related to the context's condition (HNSC) or comparison (TP53_mut_vs_TP53_wt)	proxy_context_v2: u=0.086 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.08611766848166735	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.08611766848166735	0.08611766848166735	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'3280;8454;8819;10402;4851;1840;8321;7472;6934	'fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_b14a39eaf8ab	HALLMARK_INTERFERON_ALPHA_RESPONSE	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	fgsea_msigdb_H_entrez	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Mb6f784110271		4599,3665,567,10561,5698,1267,3429,10410,3107	fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	8cb48550b126	0.5696944455544901	True	0.765625	True	ok	"{""claim_id"":""c_b14a39eaf8ab"",""entity"":""HALLMARK_INTERFERON_ALPHA_RESPONSE"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Mb6f784110271"",""gene_ids"":[""4599"",""3665"",""567"",""10561"",""5698"",""1267"",""3429"",""10410"",""3107""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE""],""gene_set_hash"":""8cb48550b126"",""gene_set_hash_source"":""from_term_ids"",""term_ids_has_raw"":false}}"	llm	ok	False	none	PASS	PROXY_U01_OK	proxy_context_v2: u=0.570 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=60c997d59dbc	0.5696944455544901	hard	proxy	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	4	60c997d59dbc	0.5696944455544901	0.5696944455544901	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'4599;3665;567;10561;5698;1267;3429;10410;3107	'fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	False
