term_id	term_name	source	stat	qval	direction	evidence_genes	q_kind	pval	term_id_h
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	fgsea_demo	1.0864986385651	0.788255000492659	up	7124;3659;7818;6709;1017;7832;638;637;3669;6890;595;3489;1191;834;4313;8870;2934;2064;4170;1026;355;6574;633;5551;6304;1499;2147;6041;1611;7465;1676;10410;2107;8900;3482;10134;3552;969;10682	padj	0.268006700167504	dcac213330d9
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	fgsea_demo	-1.0736585675101	0.800100012501563	down	440;8780;682;5091;2309;8974;3792;3049;6513;2532;2057;7716;4354;3005;3321;7001;571;118;6917;2993;4059;9541;669;3920;6622;8991;7150;7145;10661;9958;10181	padj	0.304038004750594	19e1aa1789dd
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	fgsea_demo	-1.0672978779418	0.800100012501563	down	6749;3251;5437;2967;7508;11047;6827;5985;9978;1643;2071;5424;6834;2879;10714;9013;2962;10946;5429;4059;10309;3978;2067;6884;5982;6431;2073;2072	padj	0.300469483568075	6a51e0a5b6ca
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	fgsea_demo	-1.0511294470581	0.835308056872038	down	58;6237;5871;7122;6714;3033;1432;2200;8517;4892;1364;10487;999;3675;8751;5335;7414;6810;4902;649;4597;8910;1366;9379;2962;6376;5522;1739;6850	padj	0.334123222748815	98bc5b3d0f14
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	fgsea_demo	1.05447852960913	0.853387950162144	up	5727;9620;8861;1808;8851;2735;7088;4763;4983;6469	padj	0.3584229390681	f0a6c628adc0
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	fgsea_demo	-0.992504135464379	0.916704391127207	down	10293;10721;675;2935;1027;1950;4691;1432;5371;9462;602;10772;5976;7290;1058;9585;1031;1163;3015;9493;262;1869;6426;1164;10419;4957;11004;8454;3837;10036;7486;6427;5001;7153;546;3930;4212;7150;4928;5887	padj	0.467980295566503	e0451a5f9f7b
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	fgsea_demo	-0.979971912967099	0.916704391127207	down	94;3725;8651;3569;5292;3601;2921;3459;928;8809;3460;5320;91;578;3454;3566;3162;5771;7097;1230;6774;1438	padj	0.50561797752809	fc6e33796aa5
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	fgsea_demo	-0.973018823369877	0.916704391127207	down	6749;675;2935;4683;8914;898;5395;1027;4292;1434;1965;5424;1031;1163;3015;1029;10714;5591;6426;1164;5902;11004;5901;3978;6427;10248;10606;7153;3930;5982	padj	0.517985611510791	2fefa96b32c2
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	fgsea_demo	-0.960552986267957	0.916704391127207	down	8780;7086;3952;1666;3977;2109;5236;6623;3033;4056;4706;1891;1580;7423;2879;1031;3459;8884;4698;1376;5209	padj	0.531400966183575	74723a886cf7
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	fgsea_demo	0.935967885496836	0.916704391127207	up	7466;3717;9620;3880;7031;4477;5029;10560;3487;10395;7357;595;5241;7739;3480;7033;596;1154;7071;8204;8140;6820;10514;8645;8416;6566;4886;4299;9145;7164;771;11098;1836;3705;9249;2717;6542;949;360;2444;10105;4137;10125;6387;7869;6990;8614;8165	padj	0.622641509433962	73db690e57af
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	fgsea_demo	-0.933709214118645	0.916704391127207	down	5817;4224;8767;6869;3593;11047;1906;5329;1317;3569;3678;187;5027;6717;3601;7098;1236;1902;196;1880;970;8809;962;6376;488;4986;8519;3624;1536;3606;4792;5732;3460;91;4210;3454;3566;5996;8877;728;3576;7097;490;5734;558;623;2015;10203	padj	0.636144578313253	6e5eb30c725a
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	fgsea_demo	0.898348793658191	0.916704391127207	up	7466;3717;9547;3880;7031;3547;11187;3487;3669;4057;760;595;5241;10497;7033;596;1154;10610;8204;10551;8140;9254;6820;429;8645;5121;8416;5265;6566;4886;4299;7164;8900;7538;771;11098;4192;1836;6446;3418;2707;3705;2717	padj	0.714041095890411	d2e9184b8db6
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	fgsea_demo	0.894158832987525	0.916704391127207	up	2791;2591;3290;10205;6480;101;9358;6616;208;760;7035;8808;6868;6324;3800;2517;3689;5593;1520;3575;7166;2115;2995;5743;6304;4674;5121;7813;7852;10221;6447;3728;2254;3673;10418;2150;8431;7139;6004	padj	0.724832214765101	a5620b489183
HALLMARK_COAGULATION	HALLMARK_COAGULATION	fgsea_demo	-0.890380652516236	0.916704391127207	down	344;7018;4224;6271;3075;341;2200;3158;11202;2335;5340;649;1311;3273;928;2266;5155;3697;2783;1515;3920;4324;1675;1465;1638;5327;7057;7980;733;2534;732;8309;10411;5654;4973;4153	padj	0.748251748251748	da86aee98138
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	fgsea_demo	-0.880827179417926	0.916704391127207	down	8303;5795;1907;3593;1950;1906;10777;5625;10913;11202;3750;1237;7367;7038;10753;5324;7252;7771;152;6531;4210;5071;4908;1158;658;5077;2261;2827;1952;727;3780;2488;2593;1838;6261;6474	padj	0.778325123152709	9b3590865138
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	fgsea_demo	0.851045432744796	0.916704391127207	up	3425;5917;1365;638;2131;5704;3669;4190;5223;5315;8789;2729;4601;10327;2997;7033;9672;10461;229;3597;5318;8870;9435;10456;6383;4233;7852;3925;4351;5207;4200;1462;3309;7039;2998;5478;5256;11015;2530;5351;5516;8819;10370	padj	0.832764505119454	afe526af7f48
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	fgsea_demo	-0.83708975054204	0.916704391127207	down	5553;7422;3685;1281;3714;4487;894;4973;6696;6578	padj	0.756696428571429	12023ba0acd1
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	fgsea_demo	0.792099807253475	0.916704391127207	up	8412;5190;3422;10350;215;3295;5264;6820;8856;6310;216;5825;1581;5213;335;3418;8431;5824;6718;5193;9962;2232;9409;3283;2180	padj	0.861702127659575	99706bbb5998
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	fgsea_demo	0.671559127686422	0.937611408199644	up	5314;102;8406;2947	padj	0.937611408199644	5ee82e47394b
