claim_id,decision,module_id,term_uid,term_id,term_name,direction,direction_source,stability,context_fit,evidence_strength,score_source,_join,term_label,evidence_strength_filled,utility_score,rank_global,module_utility_sum,module_rank,rank_in_module
c_b846c77d56ce,PASS,Mf7204a461589,fgsea_msigdb_H_ensembl:HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,up,audit,0.984375,0.538979523,6.615423273,#NAME?,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN: HALLMARK_UV_RESPONSE_DN,6.615423273,3.509865526,11,3.509865526,10,1
c_67a31e133375,PASS,Mc2675af46792,fgsea_msigdb_H_ensembl:HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,up,audit,0.921875,0.849420887,3.601395322,#NAME?,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2: HALLMARK_MYC_TARGETS_V2,3.601395322,2.820108189,12,2.820108189,11,1
c_1a89903f7256,PASS,M88cf93333440,fgsea_msigdb_H_ensembl:HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,up,audit,0.953125,0.861204872,3.360386369,#NAME?,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE: HALLMARK_APICAL_SURFACE,3.360386369,2.758325749,13,2.758325749,12,1
c_9e397d0e0e93,ABSTAIN,M10c94544e295,fgsea_msigdb_H_ensembl:HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,up,audit,1,0.073902968,34.91376956,#NAME?,HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS: HALLMARK_E2F_TARGETS,34.91376956,2.580231209,14,33.54125657,1,2
c_964317476f4f,PASS,M9c70cf032c39,fgsea_msigdb_H_ensembl:HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,up,audit,0.984375,0.293504954,8.230400782,#NAME?,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY: HALLMARK_ESTROGEN_RESPONSE_EARLY,8.230400782,2.377918661,15,6.9947954,4,2
c_47ab4d8c7f5c,PASS,Mf56ed728631d,fgsea_msigdb_H_ensembl:HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,up,audit,1,0.630533911,3.683591629,#NAME?,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN: HALLMARK_KRAS_SIGNALING_DN,3.683591629,2.322629438,16,2.322629438,13,1
c_2a6dc80cfaf8,PASS,M030d0bf0c176,fgsea_msigdb_H_ensembl:HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,up,audit,1,0.312324455,5.915641541,#NAME?,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING: HALLMARK_IL2_STAT5_SIGNALING,5.915641541,1.847599522,17,1.847599522,15,1
c_50a5934c6cd1,PASS,M10c120fdec83,fgsea_msigdb_H_ensembl:HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,up,audit,1,0.422322347,4.091910296,#NAME?,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS: HALLMARK_MYOGENESIS,4.091910296,1.728105158,18,1.728105158,16,1
c_207e0a204396,PASS,M001d3b4257ae,fgsea_msigdb_H_ensembl:HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,up,audit,0.921875,0.787259177,2.351422387,#NAME?,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING: HALLMARK_TGF_BETA_SIGNALING,2.351422387,1.706555506,19,1.706555506,17,1
c_400a1c2b0cda,ABSTAIN,M10c94544e295,fgsea_msigdb_H_ensembl:HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,up,audit,1,0.134890613,12.4616099,#NAME?,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE: HALLMARK_MITOTIC_SPINDLE,12.4616099,1.680954203,20,33.54125657,1,3
c_8a5f20f892f0,PASS,Mae5680496322,fgsea_msigdb_H_ensembl:HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,up,audit,0.984375,0.464416696,3.508068719,#NAME?,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING: HALLMARK_HEDGEHOG_SIGNALING,3.508068719,1.603749346,21,1.603749346,18,1
c_fe0ca2ae33d0,PASS,M473fb04e1bf4,fgsea_msigdb_H_ensembl:HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,up,audit,1,0.390927189,4.028839212,#NAME?,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP: HALLMARK_KRAS_SIGNALING_UP,4.028839212,1.574982788,22,1.574982788,19,1
c_7b052c54c7da,PASS,Mcf6b775ed5f3,fgsea_msigdb_H_ensembl:HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,up,audit,0.96875,0.395555887,3.507805956,#NAME?,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE: HALLMARK_ANDROGEN_RESPONSE,3.507805956,1.344172883,23,1.344172883,20,1
c_395e60655c4a,PASS,M88fc41364801,fgsea_msigdb_H_ensembl:HALLMARK_COAGULATION,HALLMARK_COAGULATION,HALLMARK_COAGULATION,up,audit,0.953125,0.889232271,1.583484552,#NAME?,HALLMARK_COAGULATION,HALLMARK_COAGULATION: HALLMARK_COAGULATION,1.583484552,1.342081554,24,1.944990413,14,1
c_cd057a97b9a0,PASS,M5ad8c232ffd3,fgsea_msigdb_H_ensembl:HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,up,audit,1,0.796465801,1.683959066,#NAME?,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING: HALLMARK_IL6_JAK_STAT3_SIGNALING,1.683959066,1.341215806,25,10.11294952,2,3
c_1145ca21bf67,PASS,M734186d89bdb,fgsea_msigdb_H_ensembl:HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,up,audit,0.96875,0.430472989,3.098173636,#NAME?,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS: HALLMARK_ANGIOGENESIS,3.098173636,1.292002564,26,1.292002564,21,1
c_100a570f5fc6,PASS,M1f4f65ddbd4a,fgsea_msigdb_H_ensembl:HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,up,audit,0.984375,0.335302261,3.416680677,#NAME?,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS: HALLMARK_CHOLESTEROL_HOMEOSTASIS,3.416680677,1.127720433,27,5.556743004,5,2
c_cbb2cda65112,ABSTAIN,Mb6caa934d86e,fgsea_msigdb_H_ensembl:HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,up,audit,1,0.048993442,16.50998448,#NAME?,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM: HALLMARK_HEME_METABOLISM,16.50998448,0.808880974,28,0.808880974,22,1
c_9b69058e35af,PASS,M5ad8c232ffd3,fgsea_msigdb_H_ensembl:HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,up,audit,0.953125,0.381738687,1.957725618,#NAME?,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE: HALLMARK_INTERFERON_ALPHA_RESPONSE,1.957725618,0.712308062,29,10.11294952,2,4
c_2875af398278,PASS,M88fc41364801,fgsea_msigdb_H_ensembl:HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,up,audit,1,0.625447847,0.963963442,#NAME?,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT: HALLMARK_COMPLEMENT,0.963963442,0.602908859,30,1.944990413,14,2
c_ab6344981456,ABSTAIN,M9e9aef27dc3d,fgsea_msigdb_H_ensembl:HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,up,audit,1,0.59116472,0.963963442,#NAME?,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1: HALLMARK_MYC_TARGETS_V1,0.963963442,0.569861178,31,0.569861178,23,1
c_90d5c57c0bd3,PASS,Mf49fdc9ffbda,fgsea_msigdb_H_ensembl:HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,up,audit,1,0.50526354,0.875881699,#NAME?,HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS: HALLMARK_APOPTOSIS,0.875881699,0.442551088,32,0.442551088,24,1
c_a82594b21128,ABSTAIN,M76d2b450cd9b,fgsea_msigdb_H_ensembl:HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,up,audit,0.890625,0.678029959,0.552790966,#NAME?,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING: HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.552790966,0.33381412,33,0.372718371,25,1
c_0625b0d0790b,PASS,Me7f4ca4a1479,fgsea_msigdb_H_ensembl:HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,up,audit,0.921875,0.381608184,0.942377508,#NAME?,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE: HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.942377508,0.331523737,34,0.331523737,26,1
c_732459afdaa3,PASS,M102c62cc5b82,fgsea_msigdb_H_ensembl:HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,up,audit,0.9375,0.739111516,0.391731665,#NAME?,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM: HALLMARK_BILE_ACID_METABOLISM,0.391731665,0.271437548,35,0.326767961,27,1
c_98bc292b0cca,PASS,Me9bf4742b516,fgsea_msigdb_H_ensembl:HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,up,audit,0.984375,0.399645699,0.513687531,#NAME?,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING: HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.513687531,0.202085309,36,0.202085309,28,1
c_c4ef246736df,ABSTAIN,M63598010daa2,fgsea_msigdb_H_ensembl:HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,down,audit,0.96875,0.736296264,0.211730294,#NAME?,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM: HALLMARK_FATTY_ACID_METABOLISM,0.211730294,0.151024467,37,0.151024467,29,1
c_6fe04c32a662,PASS,Mda6326f0d7bf,fgsea_msigdb_H_ensembl:HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,up,audit,0.96875,0.225549897,0.414720778,#NAME?,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION: HALLMARK_PROTEIN_SECRETION,0.414720778,0.090617096,38,0.090617096,30,1
c_ce666bdd9f29,PASS,Mdf6607068867,fgsea_msigdb_H_ensembl:HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,up,audit,1,0.912051953,0.096886695,#NAME?,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS: HALLMARK_ADIPOGENESIS,0.096886695,0.088365699,39,0.088365699,31,1
c_57c3badb424e,PASS,M5ad8c232ffd3,fgsea_msigdb_H_ensembl:HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,up,audit,1,0.261782736,0.32345655,#NAME?,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE: HALLMARK_INTERFERON_GAMMA_RESPONSE,0.32345655,0.084675341,40,10.11294952,2,5
c_a09822cead85,ABSTAIN,M8613e37e866b,fgsea_msigdb_H_ensembl:HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,up,audit,1,0.078017679,0.963963442,#NAME?,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM: HALLMARK_XENOBIOTIC_METABOLISM,0.963963442,0.07520619,41,0.07520619,32,1
c_2ddb1c805b31,PASS,M75d8d1af5bcb,fgsea_msigdb_H_ensembl:HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,down,audit,0.90625,0.320703467,0.211730294,#NAME?,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY: HALLMARK_P53_PATHWAY,0.211730294,0.061536767,42,0.061536767,34,1
c_941e4d647100,ABSTAIN,M3f3292a3d432,fgsea_msigdb_H_ensembl:HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,up,audit,1,0.19712707,0.288781697,#NAME?,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR: HALLMARK_DNA_REPAIR,0.288781697,0.05692669,43,0.05692669,35,1
c_af19760478e6,PASS,M102c62cc5b82,fgsea_msigdb_H_ensembl:HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,up,audit,0.9375,0.213242556,0.276769836,#NAME?,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME: HALLMARK_PEROXISOME,0.276769836,0.055330413,44,0.326767961,27,2
c_455dba37be71,ABSTAIN,M2fbb6d7ec279,fgsea_msigdb_H_ensembl:HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,up,audit,0.984375,0.029606465,1.649447903,#NAME?,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS: HALLMARK_GLYCOLYSIS,1.649447903,0.048071286,45,0.066996583,33,1
c_5ad9b02b81c9,ABSTAIN,M76d2b450cd9b,fgsea_msigdb_H_ensembl:HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,up,audit,0.921875,0.171323205,0.246325193,#NAME?,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING: HALLMARK_NOTCH_SIGNALING,0.246325193,0.038904251,46,0.372718371,25,2
c_640cd3fdde66,PASS,M5ad8c232ffd3,fgsea_msigdb_H_ensembl:HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,up,audit,0.984375,0.749434014,0.033756212,#NAME?,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION: HALLMARK_ALLOGRAFT_REJECTION,0.033756212,0.024902772,47,10.11294952,2,6
c_795815b409e8,ABSTAIN,M066e297c8710,fgsea_msigdb_H_ensembl:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,up,audit,0.84375,0.723420105,0.04060234,#NAME?,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY: HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04060234,0.024783088,48,0.024783088,36,1
c_cf13126e115b,ABSTAIN,M04098975cc06,fgsea_msigdb_H_ensembl:HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,up,audit,1,0.134858427,0.154126447,#NAME?,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS: HALLMARK_PANCREAS_BETA_CELLS,0.154126447,0.02078525,49,0.02078525,37,1
c_36d7fb1fbdc1,ABSTAIN,M2fbb6d7ec279,fgsea_msigdb_H_ensembl:HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,up,audit,1,0.004718504,4.010868485,#NAME?,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA: HALLMARK_HYPOXIA,4.010868485,0.018925298,50,0.066996583,33,2
