condition	tissue	perturbation	comparison	context_key	claim_id	entity	direction	context_keys	term_uid	source	term_id	term_name	module_id	module_reason	gene_ids	term_ids	gene_set_hash	context_score	eligible	term_survival	keep_term	keep_reason	claim_json	claim_mode	llm_notes	context_evaluated	context_method	context_status	context_reason	context_notes	context_confidence	context_gate_mode	context_review_mode	context_ctx_id	context_proxy_method	context_score_proxy	context_score_proxy_norm	module_context_weight	context_score_proxy_reason	context_score_proxy_n_nonzero	context_tokens_method	context_tokens	context_tokens_n	context_signature	context_score_proxy_u01	context_score_proxy_u01_norm	context_ctx_id_original	context_ctx_id_effective	context_swap_from	context_swap_to	gene_ids_excel	term_ids_excel	context_gate_applied_pre_audit
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_1f5784486133	HALLMARK_MITOTIC_SPINDLE	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	fgsea_msigdb_H_entrez	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	M719ba53cf8d5		9055,2317,8874,11004,5829,10565,11214,1778,1063,9411,9493,4627,5311,9266	fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	4b5f4290c226	0.0	True	0.84375	True	ok	"{""claim_id"":""c_1f5784486133"",""entity"":""HALLMARK_MITOTIC_SPINDLE"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_MITOTIC_SPINDLE is associated with genes involved in cell cycle regulation, which is consistent with the context of a tumor sample (HNSC) and"",""context_notes"":null,""evidence_ref"":{""module_id"":""M719ba53cf8d5"",""gene_ids"":[""9055"",""2317"",""8874"",""11004"",""5829"",""10565"",""11214"",""1778"",""1063"",""9411"",""9493"",""4627"",""5311"",""9266""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE""],""gene_set_hash"":""4b5f4290c226"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_MITOTIC_SPINDLE is associated with genes involved in cell cycle regulation, which is consistent with the context of a tumor sample (HNSC) and		1.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.11477037627644382	0.11477037627644382	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'9055;2317;8874;11004;5829;10565;11214;1778;1063;9411;9493;4627;5311;9266	'fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_ad2d4a6f0856	HALLMARK_TGF_BETA_SIGNALING	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	fgsea_msigdb_H_entrez	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	M6f6e9e05805a		1499,1028,4053,7071,4092,331,4086,9241,8412,3726,324,1025,90	fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	79fc0935c212	0.0	True	0.84375	True	ok	"{""claim_id"":""c_ad2d4a6f0856"",""entity"":""HALLMARK_TGF_BETA_SIGNALING"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_TGF_BETA_SIGNALING is known to be associated with TGF-beta signaling pathway, which is relevant in the context of TP53 mutation vs wildtype co"",""context_notes"":null,""evidence_ref"":{""module_id"":""M6f6e9e05805a"",""gene_ids"":[""1499"",""1028"",""4053"",""7071"",""4092"",""331"",""4086"",""9241"",""8412"",""3726"",""324"",""1025"",""90""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING""],""gene_set_hash"":""79fc0935c212"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_TGF_BETA_SIGNALING is known to be associated with TGF-beta signaling pathway, which is relevant in the context of TP53 mutation vs wildtype co		1.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.24241729371731147	0.24241729371731147	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'1499;1028;4053;7071;4092;331;4086;9241;8412;3726;324;1025;90	'fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_3128e0bd890b	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	fgsea_msigdb_H_entrez	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mcf69f9e4157c		5832,1981,4800,7466,1977,11015,3014,1054,9114,3376,6347,10113,7280,7494	fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	248c1a1dbb2b	0.0	True	0.796875	True	ok	"{""claim_id"":""c_3128e0bd890b"",""entity"":""HALLMARK_UNFOLDED_PROTEIN_RESPONSE"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_UNFOLDED_PROTEIN_RESPONSE is associated with cellular stress responses and unfolded protein response pathways are often dysregulated in cancer"",""context_notes"":null,""evidence_ref"":{""module_id"":""Mcf69f9e4157c"",""gene_ids"":[""5832"",""1981"",""4800"",""7466"",""1977"",""11015"",""3014"",""1054"",""9114"",""3376"",""6347"",""10113"",""7280"",""7494""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE""],""gene_set_hash"":""248c1a1dbb2b"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_UNFOLDED_PROTEIN_RESPONSE is associated with cellular stress responses and unfolded protein response pathways are often dysregulated in cancer		1.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.20272541364077012	0.20272541364077012	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'5832;1981;4800;7466;1977;11015;3014;1054;9114;3376;6347;10113;7280;7494	'fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_527e226afd77	HALLMARK_GLYCOLYSIS	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	fgsea_msigdb_H_entrez	HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Mf4596493a738		8974,283,638,3309,6781,4200,5091,1528,5834,2288,3425,9862,8870,3161,10570,2997,7045,5373,8819,10327,5224,8660,1944,1956,9672,5704,8614,5066,1738,3796,5033,7295,8497,9276,223,1824,6888,9653,2806,2817,983,178,2132	fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	3477ec8e46f3	0.0	True	0.953125	True	ok	"{""claim_id"":""c_527e226afd77"",""entity"":""HALLMARK_GLYCOLYSIS"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_GLYCOLYSIS is relevant to the context of a tumor (HNSC) with a genotype perturbation involving TP53 mutation."",""context_notes"":null,""evidence_ref"":{""module_id"":""Mf4596493a738"",""gene_ids"":[""8974"",""283"",""638"",""3309"",""6781"",""4200"",""5091"",""1528"",""5834"",""2288"",""3425"",""9862"",""8870"",""3161"",""10570"",""2997"",""7045"",""5373"",""8819"",""10327"",""5224"",""8660"",""1944"",""1956"",""9672"",""5704"",""8614"",""5066"",""1738"",""3796"",""5033"",""7295"",""8497"",""9276"",""223"",""1824"",""6888"",""9653"",""2806"",""2817"",""983"",""178"",""2132""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS""],""gene_set_hash"":""3477ec8e46f3"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_GLYCOLYSIS is relevant to the context of a tumor (HNSC) with a genotype perturbation involving TP53 mutation.		1.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.7901388035439019	0.7901388035439019	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'8974;283;638;3309;6781;4200;5091;1528;5834;2288;3425;9862;8870;3161;10570;2997;7045;5373;8819;10327;5224;8660;1944;1956;9672;5704;8614;5066;1738;3796;5033;7295;8497;9276;223;1824;6888;9653;2806;2817;983;178;2132	'fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_5e57c66438fe	HALLMARK_HEME_METABOLISM	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	fgsea_msigdb_H_entrez	HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Me43c4cd101bd		8974,8780,2996,682,3049,9663,4329,5091,6535,7351,8867,3321,6536,5886,1193,8850,718,2235,6006,10422,4005	fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	8951f4c8785b	0.0	False	0.953125	True	ok	"{""claim_id"":""c_5e57c66438fe"",""entity"":""HALLMARK_HEME_METABOLISM"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""The term 'HALLMARK_HEME_METABOLISM' is not related to the context's condition 'HNSC', which is a specific cancer type."",""context_notes"":null,""evidence_ref"":{""module_id"":""Me43c4cd101bd"",""gene_ids"":[""8974"",""8780"",""2996"",""682"",""3049"",""9663"",""4329"",""5091"",""6535"",""7351"",""8867"",""3321"",""6536"",""5886"",""1193"",""8850"",""718"",""2235"",""6006"",""10422"",""4005""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM""],""gene_set_hash"":""8951f4c8785b"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	The term 'HALLMARK_HEME_METABOLISM' is not related to the context's condition 'HNSC', which is a specific cancer type.		0.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.4931003806891532	0.4931003806891532	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'8974;8780;2996;682;3049;9663;4329;5091;6535;7351;8867;3321;6536;5886;1193;8850;718;2235;6006;10422;4005	'fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_970633c2904e	HALLMARK_ESTROGEN_RESPONSE_EARLY	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	fgsea_msigdb_H_entrez	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	M849a4c0e7f2d		9846,6584,9145,9022,8204,8645,3280,115,10395,2288,367,9862,6337,2674,2194,221,9094,7357,9060,7022,9536,10125,4137,3880,2353,1836,4603,8614,3866,6840,1952,7052,9612,2296,11057,8839,374,5932,4277,3898,4609,11098,1960	fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	0d37c176f128	0.0	False	0.953125	True	ok	"{""claim_id"":""c_970633c2904e"",""entity"":""HALLMARK_ESTROGEN_RESPONSE_EARLY"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""The term 'HALLMARK_ESTROGEN_RESPONSE_EARLY' is not related to the context's condition 'HNSC', which is a type of Head and Neck Squamous Cell Carcinoma, and does"",""context_notes"":null,""evidence_ref"":{""module_id"":""M849a4c0e7f2d"",""gene_ids"":[""9846"",""6584"",""9145"",""9022"",""8204"",""8645"",""3280"",""115"",""10395"",""2288"",""367"",""9862"",""6337"",""2674"",""2194"",""221"",""9094"",""7357"",""9060"",""7022"",""9536"",""10125"",""4137"",""3880"",""2353"",""1836"",""4603"",""8614"",""3866"",""6840"",""1952"",""7052"",""9612"",""2296"",""11057"",""8839"",""374"",""5932"",""4277"",""3898"",""4609"",""11098"",""1960""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY""],""gene_set_hash"":""0d37c176f128"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	The term 'HALLMARK_ESTROGEN_RESPONSE_EARLY' is not related to the context's condition 'HNSC', which is a type of Head and Neck Squamous Cell Carcinoma, and does		0.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.9444401681946446	0.9444401681946446	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'9846;6584;9145;9022;8204;8645;3280;115;10395;2288;367;9862;6337;2674;2194;221;9094;7357;9060;7022;9536;10125;4137;3880;2353;1836;4603;8614;3866;6840;1952;7052;9612;2296;11057;8839;374;5932;4277;3898;4609;11098;1960	'fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_da0bf28d2afd	HALLMARK_COAGULATION	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	fgsea_msigdb_H_entrez	HALLMARK_COAGULATION	HALLMARK_COAGULATION	Mc4fe664d694a		4312,283,4485,5641,5028,7076,7056,712,4314,5341,731,3172,732,2335,4153,7018,3818,3249,718,1311,3690,2152	fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	75f6cb08faf0	0.0	True	0.953125	True	ok	"{""claim_id"":""c_da0bf28d2afd"",""entity"":""HALLMARK_COAGULATION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_COAGULATION is associated with various cancer types and has a high overlap with the given context's signature (context_signature: e6cee1e46cac"",""context_notes"":null,""evidence_ref"":{""module_id"":""Mc4fe664d694a"",""gene_ids"":[""4312"",""283"",""4485"",""5641"",""5028"",""7076"",""7056"",""712"",""4314"",""5341"",""731"",""3172"",""732"",""2335"",""4153"",""7018"",""3818"",""3249"",""718"",""1311"",""3690"",""2152""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_COAGULATION""],""gene_set_hash"":""75f6cb08faf0"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_COAGULATION is associated with various cancer types and has a high overlap with the given context's signature (context_signature: e6cee1e46cac		1.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.31776726507061825	0.31776726507061825	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'4312;283;4485;5641;5028;7076;7056;712;4314;5341;731;3172;732;2335;4153;7018;3818;3249;718;1311;3690;2152	'fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_d9bf3dc81b90	HALLMARK_NOTCH_SIGNALING	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	fgsea_msigdb_H_entrez	HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Mea4001d70482		3280,8454,8819,10402,4851,1840,8321,7472,6934	fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	5c2b02c8d35c	0.0	False	0.953125	True	ok	"{""claim_id"":""c_d9bf3dc81b90"",""entity"":""HALLMARK_NOTCH_SIGNALING"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""The term HALLMARK_NOTCH_SIGNALING is not related to the context's condition (HNSC) or comparison (TP53_mut_vs_TP53_wt)"",""context_notes"":null,""evidence_ref"":{""module_id"":""Mea4001d70482"",""gene_ids"":[""3280"",""8454"",""8819"",""10402"",""4851"",""1840"",""8321"",""7472"",""6934""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING""],""gene_set_hash"":""5c2b02c8d35c"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	The term HALLMARK_NOTCH_SIGNALING is not related to the context's condition (HNSC) or comparison (TP53_mut_vs_TP53_wt)		0.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.08611766848166735	0.08611766848166735	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'3280;8454;8819;10402;4851;1840;8321;7472;6934	'fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_f321e754f77e	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	fgsea_msigdb_H_entrez	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mf1237f2d6d20		3087,10549,9124,2068,2878,10494,5621,4700,7296,10542,7295,4710	fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	ca3891cda6d4	0.0	False	0.953125	True	ok	"{""claim_id"":""c_f321e754f77e"",""entity"":""HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""FAIL"",""context_reason"":""The term 'HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY' is not related to the context's condition 'HNSC', which is Head and Neck Squamous Cell Carcinoma, a cancer t"",""context_notes"":null,""evidence_ref"":{""module_id"":""Mf1237f2d6d20"",""gene_ids"":[""3087"",""10549"",""9124"",""2068"",""2878"",""10494"",""5621"",""4700"",""7296"",""10542"",""7295"",""4710""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY""],""gene_set_hash"":""ca3891cda6d4"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	FAIL	The term 'HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY' is not related to the context's condition 'HNSC', which is Head and Neck Squamous Cell Carcinoma, a cancer t		0.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.8172538037645729	0.8172538037645729	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'3087;10549;9124;2068;2878;10494;5621;4700;7296;10542;7295;4710	'fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	True
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_c8e37e94d74c	HALLMARK_DNA_REPAIR	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	fgsea_msigdb_H_entrez	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Mdd3caae7261b		6895,5982,3059,2067,10946,1161,2068,5111,11047,8721,4833,5983,5422,6880,5433,1643,5435,5985,11051,9013,5898,2071	fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	b4c104b803bc	0.0	True	0.9375	True	ok	"{""claim_id"":""c_c8e37e94d74c"",""entity"":""HALLMARK_DNA_REPAIR"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_DNA_REPAIR is relevant to DNA repair mechanisms, which are often impaired in tumor tissues (like HNSC). The presence of TP53 mutations may als"",""context_notes"":null,""evidence_ref"":{""module_id"":""Mdd3caae7261b"",""gene_ids"":[""6895"",""5982"",""3059"",""2067"",""10946"",""1161"",""2068"",""5111"",""11047"",""8721"",""4833"",""5983"",""5422"",""6880"",""5433"",""1643"",""5435"",""5985"",""11051"",""9013"",""5898"",""2071""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR""],""gene_set_hash"":""b4c104b803bc"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_DNA_REPAIR is relevant to DNA repair mechanisms, which are often impaired in tumor tissues (like HNSC). The presence of TP53 mutations may als		1.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.7751654818852856	0.7751654818852856	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'6895;5982;3059;2067;10946;1161;2068;5111;11047;8721;4833;5983;5422;6880;5433;1643;5435;5985;11051;9013;5898;2071	'fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	False
HNSC	tumor	genotype	TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	c_025cf777a4d7	HALLMARK_UV_RESPONSE_DN	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	fgsea_msigdb_H_entrez	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	M029534977e54		1290,323,3382,5797,5607,7048,10000,10395,8621,3491,3690,2152,3778,3037,1432,1859,1843	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	b3127b9c263c	0.0	True	0.921875	True	ok	"{""claim_id"":""c_025cf777a4d7"",""entity"":""HALLMARK_UV_RESPONSE_DN"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":true,""context_method"":""llm"",""context_status"":""PASS"",""context_reason"":""The term HALLMARK_UV_RESPONSE_DN is associated with UV damage response and is relevant to skin cancer (HNSC), which aligns with the context."",""context_notes"":null,""evidence_ref"":{""module_id"":""M029534977e54"",""gene_ids"":[""1290"",""323"",""3382"",""5797"",""5607"",""7048"",""10000"",""10395"",""8621"",""3491"",""3690"",""2152"",""3778"",""3037"",""1432"",""1859"",""1843""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN""],""gene_set_hash"":""b3127b9c263c"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	llm	ok	True	llm	PASS	The term HALLMARK_UV_RESPONSE_DN is associated with UV damage response and is relevant to skin cancer (HNSC), which aligns with the context.		1.0	hard	llm	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	0.0	EMPTY_WEIGHTS	0	v2	hnsc;tumor;genotype;tp53;mut	5	4f87a455d90d	0.9999773375063017	0.9999773375063017	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt	HNSC|tumor|genotype|TP53_mut_vs_TP53_wt			'1290;323;3382;5797;5607;7048;10000;10395;8621;3491;3690;2152;3778;3037;1432;1859;1843	'fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	False
